artist_name,duration_ms,id,track_name,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,album_name,popularity
Machine Girl,519601,3HJTQ0QgKt9gex9GAbOE8H,Hidden Power,12,0.284,0.978,7,-5.339,1,0.171,0.00268,0.7,0.116,0.224,84.964,4,Wlfgrl,60
Machine Girl,66742,0FxlJMb4c0ASEU34S3pICs,Mg2,13,0.408,0.995,9,-3.869,1,0.457,0.367,0.119,0.335,0.0315,179.835,4,Wlfgrl,60
TOOL,515080,6ZsZxNP4Iwdyp3kd5oFFQN,The Grudge,1,0.423,0.795,2,-7.408,1,0.0374,1.62e-4,0.843,0.269,0.307,96.045,5,Lateralus,73
TOOL,64293,5aVJ5rv7ghWSkQaqP726tE,Eon Blue Apocalypse,2,0.158,0.0449,7,-26.389,1,0.0377,0.143,0.845,0.413,0.0699,104.11,4,Lateralus,73
TOOL,433920,0Klbxk3g96Qae4DbCnUNcT,The Patient,3,0.458,0.526,9,-9.773,0,0.0338,0.00151,0.752,0.102,0.388,110.767,5,Lateralus,73
TOOL,72680,4KVTRIZIj1WWIxitbREDnK,Mantra,4,0.254,0.0112,0,-36.756,0,0.0325,0.799,0.994,0.1,0.0381,61.415,4,Lateralus,73
TOOL,403533,55mJleti2WfWEFNFcBduhc,Schism,5,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,3,Lateralus,73
TOOL,184573,3EeoMkZF8NhX9FdCSxG8MB,Parabol,6,0.283,0.0489,9,-24.949,1,0.0413,0.545,0.307,0.0897,0.0886,76.128,4,Lateralus,73
TOOL,363680,1vxu8vMNshg5J8z3oA7QJZ,Parabola,7,0.314,0.929,9,-6.238,1,0.105,2.03e-5,0.516,0.139,0.285,100.935,4,Lateralus,73
TOOL,487546,0Cnx6PGogxIE2RnDcnoeK8,Ticks & Leeches,8,0.344,0.717,9,-9.427,1,0.0639,9.38e-5,0.793,0.0663,0.276,99.073,4,Lateralus,73
TOOL,562706,7tvuLLroI0n6uYBWuFig5d,Lateralus,9,0.387,0.677,0,-8.399,1,0.084,0.00108,0.871,0.101,0.371,172.812,3,Lateralus,73
TOOL,286266,1FRlNrHd4OGNIEVgFuX9Fu,Disposition,10,0.683,0.228,9,-18.027,1,0.0451,0.061,0.845,0.114,0.193,117.165,5,Lateralus,73
TOOL,667960,0R7HFX1LW3E0ZR5BnAJLHz,Reflection,11,0.357,0.662,7,-10.257,1,0.0406,0.00349,0.743,0.105,0.559,90.385,4,Lateralus,73
TOOL,395906,2D9rd6TIpqmDkog5Mx8kxl,Triad,12,0.283,0.825,9,-9.289,0,0.0597,1.13e-5,0.844,0.125,0.479,106.285,3,Lateralus,73
TOOL,161173,3oEgMtjTzGgXTFdO0IW2M7,Faaip De Oiad,13,0.237,0.971,3,-12.596,0,0.106,0.327,0.00119,0.914,0.0227,109.464,5,Lateralus,73
Queen,122066,54flyrjcdnQdco7300avMJ,We Will Rock You - Remastered,1,0.693,0.497,2,-7.316,1,0.119,0.679,0,0.258,0.473,81.308,4,News Of The World (Deluxe Remastered Version),69
Queen,179200,7ccI9cStQbQdystvc6TvxD,We Are The Champions - Remastered 2011,2,0.268,0.459,7,-6.948,0,0.0346,0.378,0,0.119,0.172,64.223,4,News Of The World (Deluxe Remastered Version),69
Queen,207600,5AHQ3hXjXQzmtCT5iEkh2f,Sheer Heart Attack - Remastered 2011,3,0.164,0.938,10,-4.624,1,0.129,0.00529,0.00308,0.359,0.386,184.048,4,News Of The World (Deluxe Remastered Version),69
Queen,189586,1YBkXyn1nlp2SdCdsNkGtS,"All Dead, All Dead - Remastered 2011",4,0.482,0.0761,5,-14.57,1,0.0419,0.784,3.8e-4,0.114,0.299,115.309,3,News Of The World (Deluxe Remastered Version),69
Queen,274226,6hvFXQ9Kmsabx520Xlu5rK,Spread Your Wings - Remastered 2011,5,0.393,0.658,9,-6.474,1,0.0331,0.281,2.4e-5,0.0642,0.458,174.867,4,News Of The World (Deluxe Remastered Version),69
Queen,181626,1Z4wOaLE8DbDAbP61lbjSw,Fight From The Inside - Remastered 2011,6,0.576,0.851,0,-5.669,0,0.077,0.132,2.68e-4,0.613,0.33,89.966,4,News Of The World (Deluxe Remastered Version),69
Queen,230120,1DdC1R2eDWg3Xq9RPSX4h2,"Get Down, Make Love - Remastered 2011",7,0.446,0.708,8,-4.831,1,0.261,0.404,0,0.212,0.381,143.29,4,News Of The World (Deluxe Remastered Version),69
Queen,186080,6T4mvqvMIwa0S6EH84QAAJ,Sleeping On The Sidewalk - Remastered 2011,8,0.589,0.77,4,-7.809,1,0.0288,0.469,2.67e-4,0.383,0.649,130.288,4,News Of The World (Deluxe Remastered Version),69
Queen,186853,6t83NA3g6MUhdjEetnyZPT,Who Needs You - Remastered 2011,9,0.863,0.384,9,-12.823,1,0.0515,0.263,3.27e-4,0.209,0.9,120.646,4,News Of The World (Deluxe Remastered Version),69
Queen,386360,0bnTlF0pyVHFRXuwS9QB7x,It's Late - Remastered 2011,10,0.293,0.692,9,-5.242,1,0.0582,0.191,5.26e-6,0.0902,0.508,182.352,4,News Of The World (Deluxe Remastered Version),69
Queen,211333,3aMaemFVNV2VWS9TftJrhc,My Melancholy Blues - Remastered 2011,11,0.45,0.201,3,-14.367,1,0.0329,0.683,0,0.196,0.0967,107.805,4,News Of The World (Deluxe Remastered Version),69
Queen,114586,3tocn636ijK13xEEKTR5B5,"Feelings, Feelings - Take 10 / July 1977",1,0.326,0.884,7,-4.449,1,0.0997,0.00196,1.51e-6,0.332,0.487,136.815,4,News Of The World (Deluxe Remastered Version),69
Queen,325733,3aUOA11JmRCqUoudHnCSTm,Spread Your Wings - Live BBC Session / October 1977,2,0.274,0.871,9,-5.674,1,0.0576,0.031,2.96e-4,0.12,0.498,180.356,4,News Of The World (Deluxe Remastered Version),69
Queen,192773,2nKr8fsJHs8ncz8ySUrZWg,My Melancholy Blues - Live BBC Session / October 1977,3,0.439,0.268,5,-10.601,0,0.0285,0.853,2.82e-5,0.13,0.127,95.298,1,News Of The World (Deluxe Remastered Version),69
Queen,214453,3MPgWdl7Mt4sYJEcs1x1yY,Sheer Heart Attack - Live In Paris / February 1979,4,0.0648,0.977,2,-4.973,1,0.088,1.92e-4,2.01e-4,0.925,0.101,196.87,4,News Of The World (Deluxe Remastered Version),69
Queen,174773,398KvhUTpSi6pZqhUgNCiw,We Will Rock You - Live In Tokyo / November 1982,5,0.287,0.983,9,-5.079,1,0.081,7.3e-4,1.02e-4,0.444,0.14,89.766,4,News Of The World (Deluxe Remastered Version),69
Kanye West,156480,1gqkRc9WtOpnGIqxf2Hvzr,On Sight,1,0.605,0.469,9,-3.182,0,0.327,0.487,0,0.28,0.515,101.601,4,Yeezus,81
Kanye West,188013,722tgOgdIbNe3BEyLnejw4,Black Skinhead,2,0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,4,Yeezus,81
Kanye West,231506,0HMCdlOPJkAGlB0MlSWIcO,I Am A God,3,0.51,0.532,4,-7.405,0,0.0715,0.0367,7.94e-4,0.165,0.305,111.885,4,Yeezus,81
Kanye West,256093,4cAgkb0ifwn0FSHGXnr4F6,New Slaves,4,0.506,0.59,1,-4.322,1,0.076,0.165,1.09e-5,0.096,0.359,141.099,4,Yeezus,81
Kanye West,326946,5nIu0VwPOsjkF61zfevLKh,Hold My Liquor,5,0.497,0.322,8,-10.358,1,0.0333,0.0194,7.72e-6,0.115,0.04,106.976,4,Yeezus,81
Kanye West,234853,52NmkyHsGsHGb1UX8fTkMg,I'm In It,6,0.485,0.604,1,-4.591,1,0.345,0.141,0,0.0668,0.45,170.337,4,Yeezus,81
Kanye West,359800,42GcjriRK6srwHkfbkBqVl,Blood On The Leaves,7,0.397,0.69,2,-4.108,0,0.195,0.395,0,0.101,0.36,172.073,4,Yeezus,81
Kanye West,243746,5nPOM0nFRAJ3XI8xCxNAzO,Guilt Trip,8,0.439,0.666,4,-6.078,0,0.0754,0.159,9.56e-6,0.129,0.579,137.9,4,Yeezus,81
Kanye West,178040,3RKblQNJs8HPvWBgXmq6nn,Send It Up,9,0.579,0.544,9,-5.193,1,0.352,0.292,7.41e-5,0.282,0.365,93.562,4,Yeezus,81
Kanye West,229146,3sNVsP50132BTNlImLx70i,Bound 2,10,0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,4,Yeezus,81
convolk,151602,3p3SnaOfok6cgvnfdCq0NA,Swan Dive,1,0.632,0.601,8,-7.657,1,0.0315,0.0856,0,0.147,0.211,141.95,4,SWAN DIVE,60
convolk,142356,4Wa2VDMA52FvCtkEJmh63H,Chased Away,2,0.666,0.706,6,-6.135,1,0.045,0.214,0,0.104,0.369,82.503,4,SWAN DIVE,60
convolk,156360,2O70PRTxVdr8F5FezEZZgJ,Cat Scratch,3,0.661,0.783,7,-5.511,1,0.064,0.017,0,0.513,0.272,157.97,4,SWAN DIVE,60
convolk,145582,61wOkYtKm5AwDbIhl05W0C,You.Won't.Do.Shit,4,0.487,0.814,7,-6.028,1,0.0293,0.00332,0.251,0.0816,0.49,79.971,4,SWAN DIVE,60
convolk,151767,1SSgJf8WjmtwUFW14aqFmQ,Worlds We'll Never Know,5,0.529,0.673,8,-6.888,1,0.0305,0.108,9.36e-5,0.104,0.176,150.893,4,SWAN DIVE,60
convolk,177254,31CmyrjQDokVnnb7pgy9v9,Albatross,6,0.668,0.746,8,-6.236,0,0.0618,0.163,0.00854,0.127,0.24,130.04,4,SWAN DIVE,60
convolk,182294,0622QT4He7PuPLfIAjriZn,Please Don't Shoot,7,0.629,0.488,0,-10.464,1,0.0549,0.281,0,0.144,0.434,158.02,4,SWAN DIVE,60
convolk,168549,6nulXj28PzAuh7ZqXz3dcF,Falling Asleep,8,0.737,0.49,11,-9.235,1,0.073,0.196,1.05e-5,0.16,0.269,137.05,4,SWAN DIVE,60
convolk,140820,18CGCF3bboEgByiTQAZ5Ld,When Ur Pizza Rolls R Done,9,0.628,0.978,2,-3.206,1,0.0583,8.63e-5,4.74e-4,0.895,0.119,150.01,4,SWAN DIVE,60
Aminé,203653,34yAAS72vZUXvsQPHGZexE,Veggies,1,0.492,0.463,0,-7.957,0,0.27,0.215,0,0.275,0.65,184.276,4,Good For You,76
Aminé,180000,4Hj5yNHgu2dyrnzRQN7Gld,Yellow,2,0.869,0.526,0,-5.766,1,0.111,0.139,0,0.119,0.217,128.996,4,Good For You,76
Aminé,209640,5hTpBe8h35rJ67eAWHQsJx,Caroline,3,0.94,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.04,4,Good For You,76
Aminé,193146,7yQ2NWAIeDcIEauyVG5lck,Hero,4,0.647,0.437,0,-8.302,0,0.325,0.406,0,0.124,0.619,139.816,4,Good For You,76
Aminé,173946,4HW5kSQ8M2IQWZhSxERvla,Spice Girl,5,0.693,0.46,0,-7.912,0,0.226,0.392,0,0.157,0.873,78.09,4,Good For You,76
Aminé,205280,4wlR30YY9mb1CsQkf9eoTP,STFU,6,0.816,0.548,10,-8.239,0,0.307,0.394,1.48e-5,0.471,0.437,109.964,4,Good For You,76
Aminé,229800,3nVDOYBJpdCkRR6r1DbZum,Wedding Crashers,7,0.853,0.496,11,-7.984,0,0.243,0.026,0,0.0421,0.947,135.99,4,Good For You,76
Aminé,247773,2TLlFL6dpycifLqKtTE7UZ,Sundays,8,0.692,0.409,3,-9.304,1,0.264,0.713,0,0.166,0.434,64.051,4,Good For You,76
Aminé,265840,6ODTw5ivAheWBql4tCiNkl,Turf,9,0.532,0.414,9,-9.249,0,0.312,0.569,1.79e-6,0.113,0.426,147.988,4,Good For You,76
Aminé,86506,366DLDHAnvMnHP5ECYt4N7,Blinds,10,0.818,0.45,6,-5.557,1,0.21,0.0463,0,0.0774,0.769,90.096,4,Good For You,76
Aminé,225066,45oGS3iHeT2cvkihSP7KzK,Dakota,11,0.665,0.526,0,-6.668,0,0.16,0.592,0,0.613,0.651,99.815,4,Good For You,76
Aminé,169320,0GS2K1xle0UpcAWa3u4BnG,Slide,12,0.819,0.568,3,-7.324,1,0.0482,0.311,1.54e-6,0.268,0.774,98.98,4,Good For You,76
Aminé,256266,7sdqtgsO9zxvKdrrVDpaNu,Money,13,0.502,0.466,7,-7.357,0,0.369,0.757,0,0.127,0.742,82.393,4,Good For You,76
Aminé,283226,1jNyxG5S2P9gztbfAnrq85,Beach Boy,14,0.725,0.41,5,-8.168,1,0.242,0.332,0,0.15,0.355,149.896,4,Good For You,76
Aminé,220160,32xx0fAv3CIeGmNaWTHvEF,Heebiejeebies - Bonus,15,0.765,0.5,1,-7.626,1,0.152,0.423,0,0.108,0.495,107.043,4,Good For You,76
"Tyler, The Creator",200693,51RN0kzWd7xeR4th5HsEtW,IGOR'S THEME,1,0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,4,IGOR,84
"Tyler, The Creator",190066,5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,2,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-6,0.795,0.413,79.635,4,IGOR,84
"Tyler, The Creator",212013,4f8Mh5wuWHOsfXtzjrJB3t,I THINK,3,0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,4,IGOR,84
"Tyler, The Creator",14626,5e4LIAQI0bClLazNf2gZV0,EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,4,0,0.478,11,-16.569,0,0,0.927,0,0.335,0,0,0,IGOR,84
"Tyler, The Creator",177226,5QvBXUm5MglLJ3iBfTX2Wo,RUNNING OUT OF TIME,5,0.36,0.391,6,-10.6,1,0.0528,0.296,4.06e-4,0.129,0.162,84.281,4,IGOR,84
"Tyler, The Creator",195320,0fv2KH6hac06J86hBUTcSf,NEW MAGIC WAND,6,0.621,0.73,5,-5.414,0,0.107,0.0967,1.31e-4,0.673,0.464,139.566,4,IGOR,84
"Tyler, The Creator",210253,1nXZnTALNXiPlvXotqHm66,A BOY IS A GUN*,7,0.417,0.689,2,-8.302,0,0.178,0.575,0,0.496,0.505,79.568,4,IGOR,84
"Tyler, The Creator",179013,0wEC0GNF74lAqrEFZJMl1m,PUPPET,8,0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,4,IGOR,84
"Tyler, The Creator",205626,6bOkaEXc5CopinGazSLokx,WHAT'S GOOD,9,0.458,0.909,1,-6.553,1,0.487,0.0567,4.26e-6,0.11,0.449,118.227,4,IGOR,84
"Tyler, The Creator",375386,1hz7SRTGUNAtIQ46qiNv2p,"GONE, GONE / THANK YOU",10,0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,4,IGOR,84
"Tyler, The Creator",161200,5A0M6B0RBSXSNWv0wcppZ9,I DON'T LOVE YOU ANYMORE,11,0.638,0.522,8,-9.814,1,0.0932,0.352,0.0663,0.165,0.584,142.952,4,IGOR,84
"Tyler, The Creator",265480,5TxRUOsGeWeRl3xOML59Ai,ARE WE STILL FRIENDS?,12,0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-6,0.111,0.313,187.308,3,IGOR,84
Kendrick Lamar,287360,7Ks4VCY1wFebnOdJrM13t6,Wesley's Theory,1,0.509,0.787,7,-6.754,1,0.265,0.359,2.76e-5,0.26,0.507,114.449,4,To Pimp A Butterfly,80
Kendrick Lamar,130893,75izAeHlGuOgA865CFDyIv,For Free? - Interlude,2,0.526,0.896,8,-4.708,1,0.197,0.588,0,0.37,0.745,129.313,1,To Pimp A Butterfly,80
Kendrick Lamar,234693,0N3W5peJUQtI4eyR6GJT5O,King Kunta,3,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,4,To Pimp A Butterfly,80
Kendrick Lamar,271773,4oFtLSgHyZPNYDCcANhTnO,Institutionalized,4,0.539,0.731,3,-5.085,0,0.453,0.112,1.19e-6,0.129,0.568,81.114,4,To Pimp A Butterfly,80
Kendrick Lamar,300973,7uWVT3UkCAZyANvv0bdyQn,These Walls,5,0.752,0.489,1,-5.233,1,0.137,0.11,3.57e-6,0.202,0.373,108.005,4,To Pimp A Butterfly,80
Kendrick Lamar,268493,1bxEpNR75Hq3T2oF9AZjt8,u,6,0.406,0.798,11,-5.585,0,0.432,0.26,0,0.461,0.58,71.547,4,To Pimp A Butterfly,80
Kendrick Lamar,219333,3iVcZ5G6tvkXZkZKlMpIUs,Alright,7,0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,4,To Pimp A Butterfly,80
Kendrick Lamar,291720,7unx2Rvsq8D0RfOLRXclTA,For Sale? - Interlude,8,0.301,0.686,2,-8.36,1,0.0831,0.442,1.15e-4,0.121,0.276,79.036,3,To Pimp A Butterfly,80
Kendrick Lamar,283120,0CjJqkWOpIUXdem5hUcxAk,Momma,9,0.615,0.743,1,-4.58,1,0.325,0.254,0,0.665,0.515,111.914,5,To Pimp A Butterfly,80
Kendrick Lamar,292520,2UOYzhusMTypF7oAQwksCj,Hood Politics,10,0.731,0.661,6,-6.562,0,0.376,0.145,0,0.12,0.369,87.912,4,To Pimp A Butterfly,80
Kendrick Lamar,261746,4tQcyj5488alHT1ZgFduzn,How Much A Dollar Cost,11,0.624,0.729,1,-4.747,1,0.198,0.415,0,0.135,0.334,87.948,4,To Pimp A Butterfly,80
Kendrick Lamar,263360,72hFOhhhnOJZnnp6uVOgPn,Complexion (A Zulu Love),12,0.665,0.558,2,-7.863,0,0.303,0.566,4.57e-6,0.219,0.37,89.953,4,To Pimp A Butterfly,80
Kendrick Lamar,328826,5Mtt6tZSZA9cXTHGSGpyh0,The Blacker The Berry,13,0.553,0.852,10,-4.08,0,0.305,0.00713,0,0.463,0.27,176.058,4,To Pimp A Butterfly,80
Kendrick Lamar,241680,7A3ETuOrieyx9KSF0sn0Zf,You Ain't Gotta Lie (Momma Said),14,0.443,0.635,11,-5.404,0,0.223,0.455,2.07e-5,0.285,0.672,93.742,4,To Pimp A Butterfly,80
Kendrick Lamar,336013,3ODXRUPL44f04cCacwiCLC,i,15,0.541,0.809,8,-4.286,1,0.324,0.708,0,0.72,0.753,120.094,4,To Pimp A Butterfly,80
Kendrick Lamar,727106,1WT11QmhZutciEv1NsHt1R,Mortal Man,16,0.567,0.525,10,-9.043,0,0.75,0.665,0,0.708,0.416,86.935,4,To Pimp A Butterfly,80
Orden Ogan,271317,2uaumGP1q93nQk3wjy3KAI,Heart of the Android,1,0.502,0.982,7,-2.838,1,0.117,9.9e-5,7.64e-4,0.071,0.076,139.99,4,Final Days,53
Orden Ogan,366046,1rBpTELLMds7SyzMI8Lig3,In the Dawn of the AI,2,0.477,0.981,5,-2.916,0,0.0511,2.38e-5,0.0461,0.228,0.242,95.046,4,Final Days,53
Orden Ogan,276960,7rnYzAK4JcKvKwWmKXrYH2,Inferno,3,0.529,0.968,6,-2.848,1,0.0753,9.88e-4,0,0.146,0.373,120.509,4,Final Days,53
Orden Ogan,275746,4Ky544TqNBR3f0L8ZU6Xw6,Let the Fire Rain,4,0.406,0.945,2,-2.278,0,0.0673,4.95e-5,1.66e-4,0.233,0.178,92.464,4,Final Days,53
Orden Ogan,294364,4fXKjwCnMzeyfHLJ0eg9Mb,Interstellar,5,0.4,0.945,0,-3.15,1,0.0956,4.51e-6,0.395,0.198,0.134,76.523,4,Final Days,53
Orden Ogan,279965,1ijsxd2wiLtMFCFRjzKLMw,Alone in the Dark,6,0.473,0.723,2,-4.987,0,0.0384,4.87e-4,1.27e-6,0.107,0.188,130.004,4,Final Days,53
Orden Ogan,272082,2NmC7l2tZcyBQaqO18zFqP,Black Hole,7,0.226,0.962,5,-3.262,0,0.152,1.73e-5,0.00812,0.265,0.237,147.81,4,Final Days,53
Orden Ogan,268839,6rZVIzYAuvonhGpg3zrCpT,Absolution for Our Final Days,8,0.355,0.967,5,-3.071,0,0.0553,2.9e-5,0.0115,0.295,0.433,178.871,4,Final Days,53
Orden Ogan,347018,0CfzGYjkfxyorEOO83CLvJ,Hollow,9,0.426,0.966,5,-2.653,0,0.0589,1.36e-5,0.0536,0.205,0.254,95.006,4,Final Days,53
Orden Ogan,384536,5ugR0PK2y818csw5aDBtoa,It Is Over,10,0.459,0.939,11,-3.09,1,0.0861,4.11e-5,0.143,0.0756,0.0851,124.936,4,Final Days,53
Half an Orange,190909,2LFP0j3cxFCMh2dwPFfSSo,Time Travel Kool Aid,1,0.63,0.901,5,-2.66,0,0.0475,0.0409,1.26e-6,0.313,0.605,109.969,4,Mostly We Grow Pt. 3,39
Half an Orange,192000,2Gr10oFraCBlrzBG3hb2g9,Scared,2,0.685,0.707,7,-6.222,1,0.0454,0.0171,1.81e-4,0.0947,0.274,120.021,4,Mostly We Grow Pt. 3,39
Half an Orange,157714,7Go7UTo77stRdO2Jcl9f63,Simple Moneymaker,3,0.675,0.731,10,-7.178,1,0.147,0.0795,0,0.112,0.584,139.852,4,Mostly We Grow Pt. 3,39
Half an Orange,210000,2NslIsO07t71A3OOikeMpV,Arcade,4,0.653,0.705,6,-6.505,0,0.0491,0.00583,2.03e-5,0.385,0.367,123.981,4,Mostly We Grow Pt. 3,39
Half an Orange,187968,1tENAh8jLT7PbWHzPhTwuM,Sit like a Flamingo,5,0.698,0.783,11,-7.034,0,0.0644,0.0295,4.25e-5,0.0868,0.535,127.967,4,Mostly We Grow Pt. 3,39
Half an Orange,183000,0o5E8FKhhEa83mzaRHCs0A,Drunk Tattoo,6,0.61,0.917,7,-3.28,0,0.0671,0.00584,0,0.335,0.785,159.904,4,Mostly We Grow Pt. 3,39
ZZ Ward,185333,55ABlzu9QpD20cCcfKLvCL,Til the Casket Drops,1,0.571,0.798,2,-3.709,0,0.148,0.0237,5.5e-5,0.247,0.417,173.897,4,Til the Casket Drops,53
ZZ Ward,169866,63tqSZIWPIbNCcOb9A2gHY,Put the Gun Down,2,0.764,0.721,0,-4.827,1,0.0337,0.0275,0.16,0.201,0.851,105.02,4,Til the Casket Drops,53
ZZ Ward,204853,6MUkpG6aGjFo7vGKI7xYuh,Blue Eyes Blind,3,0.729,0.865,9,-5.171,1,0.0614,0.202,1.31e-6,0.133,0.707,139.971,4,Til the Casket Drops,53
ZZ Ward,220853,4KhtVDBctDfyaCPNmMcXHU,Home,4,0.782,0.692,2,-4.943,1,0.0594,0.201,1.24e-4,0.122,0.408,89.994,4,Til the Casket Drops,53
ZZ Ward,241213,63q8MyDPEfsLZlas5oJw8Z,Cryin Wolf (feat. Kendrick Lamar),5,0.793,0.578,1,-6.813,1,0.0907,0.128,0.00104,0.29,0.433,116.962,4,Til the Casket Drops,53
ZZ Ward,199466,48lHcxvBJQ5iaKJ4J0WUc4,Save My Life,6,0.653,0.806,0,-4.259,0,0.0495,0.0416,0.0107,0.111,0.594,149.367,4,Til the Casket Drops,53
ZZ Ward,210960,04UVqH7qE1vPhtuN9kud5E,Last Love Song,7,0.64,0.492,3,-6.2,1,0.0273,0.652,0,0.126,0.51,109.837,4,Til the Casket Drops,53
ZZ Ward,213893,0qusvJa0R623oSZwe6WtSK,Lil Darlin (feat. The O'Mys),8,0.537,0.471,5,-4.598,1,0.075,0.528,1.51e-6,0.143,0.341,150.49,3,Til the Casket Drops,53
ZZ Ward,198053,4CweTlvTQyGt8T2vrt149a,Move Like U Stole It,9,0.864,0.719,8,-3.656,1,0.0563,0.043,9.06e-5,0.11,0.549,117.877,4,Til the Casket Drops,53
ZZ Ward,230466,1q3ApfbdsQAJutFxtfyfHd,Criminal (feat. Freddie Gibbs),10,0.706,0.744,5,-6.96,0,0.214,0.0483,0.00412,0.193,0.502,141.013,4,Til the Casket Drops,53
ZZ Ward,169386,2K483oX73QGUKgx1qXVJk3,If I Could Be Her,11,0.822,0.849,0,-4.27,0,0.0721,0.0171,2.44e-4,0.122,0.8,122.001,4,Til the Casket Drops,53
ZZ Ward,215746,4MW6gmUtDHtLkaTjYWeTEk,Charlie Ain't Home,12,0.722,0.673,11,-4.706,0,0.0634,0.108,1.62e-6,0.124,0.624,84.009,4,Til the Casket Drops,53
ZZ Ward,207053,6iGQDwewj5VAhY375CIlRa,365 Days,13,0.733,0.513,11,-6.297,1,0.0295,0.0428,0,0.443,0.608,89.995,4,Til the Casket Drops,53
BLACKPINK,182956,4SFknyjLcyTLJFPKD2m96o,How You Like That,1,0.812,0.761,11,-5.222,1,0.0812,0.0465,1.35e-4,0.0601,0.344,130.032,4,THE ALBUM,87
BLACKPINK,177813,4JUPEh2DVSXFGExu4Uxevz,Ice Cream (with Selena Gomez),2,0.79,0.701,9,-4.81,1,0.365,0.0317,8.06e-5,0.0311,0.91,159.972,4,THE ALBUM,87
BLACKPINK,201122,1XnpzbOGptRwfJhZgLbmSr,Pretty Savage,3,0.701,0.556,9,-7.42,0,0.0414,0.00886,1.22e-4,0.106,0.333,152.045,4,THE ALBUM,87
BLACKPINK,161167,7iAgNZdotu40NwtoIWJHFe,Bet You Wanna (feat. Cardi B),4,0.653,0.662,7,-6.168,1,0.162,0.00465,0,0.0626,0.674,111.712,4,THE ALBUM,87
BLACKPINK,194765,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,5,0.654,0.707,6,-5.661,1,0.0664,0.00559,0,0.0873,0.448,127.97,4,THE ALBUM,87
BLACKPINK,163945,7qq0EOPW4RRlqdvMBmdd73,Crazy Over You,6,0.804,0.633,4,-6.186,1,0.0612,0.0371,1.19e-4,0.102,0.67,115.002,4,THE ALBUM,87
BLACKPINK,171797,7iKDsPfLT0d5mu2htfMKBZ,Love To Hate Me,7,0.686,0.64,8,-5.491,1,0.159,0.0334,0,0.0801,0.597,162.225,4,THE ALBUM,87
BLACKPINK,231201,39kzWAiVPpycdMpr745oPj,You Never Know,8,0.477,0.435,5,-6.497,1,0.0523,0.237,0,0.12,0.322,144.144,4,THE ALBUM,87
Aviators,354375,2Uy7LkXdd5cfeVss0VO56q,Godhunter,1,0.644,0.768,6,-5.082,0,0.0341,0.239,1.07e-5,0.0969,0.388,128.02,4,Godhunter,50
Aviators,325975,6Fx4D3awkM89pjbsTUgLKF,Red Water Dreams,2,0.575,0.819,7,-5.88,1,0.033,0.013,0.00276,0.103,0.252,102.505,4,Godhunter,50
Aviators,322901,0NNVKrc2AOnJ0XK9AZLSCs,Lost Boys,3,0.56,0.935,9,-4.186,0,0.0756,0.00642,8.83e-5,0.0862,0.252,107.511,4,Godhunter,50
Aviators,308731,2yCgBYOKJ72Mq9EzQ2uxfX,Way of the Strong,4,0.621,0.829,9,-5.839,0,0.034,0.144,2.95e-5,0.11,0.47,134.008,4,Godhunter,50
Aviators,421304,638u2jUbeWbANUiiYHrSQQ,Too Late for a Savior,5,0.63,0.834,1,-5.686,0,0.0325,0.0444,1.28e-4,0.13,0.588,137.998,4,Godhunter,50
Aviators,338129,4wiBDgqWmafDphz3GikRVr,Signed on for a Sequel,6,0.495,0.902,6,-4.606,0,0.0319,7.95e-4,0.00112,0.113,0.313,154.995,4,Godhunter,50
Aviators,288834,3yrK6hS9YBps3LJ3EjusvI,All Hallows,7,0.566,0.911,9,-4.897,0,0.0564,7.41e-4,2.26e-4,0.104,0.296,133.03,4,Godhunter,50
Aviators,341470,1MFtbaWq9EWJg5bWqwVqPu,Pop Cult Crucifixion,8,0.489,0.909,11,-4.276,0,0.0509,0.00116,1.07e-5,0.0893,0.651,67.976,4,Godhunter,50
Aviators,319427,779JQDJ1LxKRoqKVgQtFEN,The Longest Road,9,0.535,0.773,4,-6.168,0,0.0315,0.074,7.16e-4,0.102,0.243,77.514,4,Godhunter,50
Aviators,430357,2xOy9rZTkNEJ6rnIVgSqlW,Whenever It Rains,10,0.549,0.75,4,-6.825,1,0.0325,0.00995,2.8e-5,0.103,0.201,126.015,3,Godhunter,50
