track_name,artist_name,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,album_img,category
Both Sides Now,Herbie Hancock,River: The Joni Letters,0.366,0.126,B,-15.976,major,0.0406,0.955,0.108,0.101,0.125,91.713,2S6dk8S2NNvSGc6fGnBEBx,458160,4,B major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/10f41fe9b3d7ac158305c8535cd2681cb68062b4,_albumoftheyear
River,Herbie Hancock,River: The Joni Letters,0.397,0.241,A#,-12.227,major,0.0314,0.942,1.57e-4,0.108,0.229,88.916,7M0Od3nNXEdZ58O5FYNVvG,324960,4,A# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/10f41fe9b3d7ac158305c8535cd2681cb68062b4,_albumoftheyear
Sweet Bird,Herbie Hancock,River: The Joni Letters,0.469,0.232,C,-14.149,major,0.0319,0.91,0.302,0.155,0.195,87.505,48s2ZAJHAL0XrPDqHKOW3j,495e3,3,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/10f41fe9b3d7ac158305c8535cd2681cb68062b4,_albumoftheyear
The Tea Leaf Prophecy (Lay Down Your Arms),Herbie Hancock,River: The Joni Letters,0.679,0.287,F,-12.646,minor,0.0544,0.96,2.81e-4,0.116,0.608,105.005,4iRyloGgb4CKuzFeYm4VzI,393920,4,F minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/10f41fe9b3d7ac158305c8535cd2681cb68062b4,_albumoftheyear
Solitude,Herbie Hancock,River: The Joni Letters,0.412,0.0797,E,-20.007,minor,0.0422,0.946,0.726,0.12,0.119,113.951,3MUQEQpd2btoGL4nf4jAyJ,342e3,4,E minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/10f41fe9b3d7ac158305c8535cd2681cb68062b4,_albumoftheyear
Amelia,Herbie Hancock,River: The Joni Letters,0.446,0.21,C,-12.649,major,0.0289,0.909,1.94e-6,0.0956,0.195,101.109,3V0lBG1CzYYJ1227B2Hg7y,446440,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/10f41fe9b3d7ac158305c8535cd2681cb68062b4,_albumoftheyear
Nefertiti,Herbie Hancock,River: The Joni Letters,0.464,0.327,C#,-11.513,major,0.0367,0.922,0.0411,0.0449,0.205,115.577,5twe0zn2kikv71ghp4Bql9,449693,3,C# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/10f41fe9b3d7ac158305c8535cd2681cb68062b4,_albumoftheyear
The Jungle Line,Herbie Hancock,River: The Joni Letters,0.531,0.162,F#,-20.145,minor,0.0687,0.875,0.00149,0.118,0.184,88.019,46aYYtrAbugwNJFWfJCNwG,300667,4,F# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/10f41fe9b3d7ac158305c8535cd2681cb68062b4,_albumoftheyear
Rich Woman,Robert Plant,Raising Sand,0.729,0.513,A#,-9.862,minor,0.0579,0.194,0.543,0.222,0.642,127.673,4pD6dZayOsvT7B08esFWJs,243480,4,A# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Killing the Blues,Robert Plant,Raising Sand,0.519,0.438,D,-11.58,major,0.0256,0.618,0.513,0.171,0.376,74.561,3KIoiyLwNxqHMfmlPFgDEG,255827,4,D major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Sister Rosetta Goes Before Us,Robert Plant,Raising Sand,0.605,0.388,G,-10.45,minor,0.0518,0.706,0.0932,0.109,0.543,138.992,00nOWzG082dVONjO5rW609,205373,4,G minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Polly Come Home,Robert Plant,Raising Sand,0.458,0.152,D,-16.203,major,0.0255,0.668,0.236,0.0933,0.127,78.178,4UKTeNVJOwE420xf07UdK5,336107,3,D major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Gone Gone Gone (Done Moved On),Robert Plant,Raising Sand,0.491,0.66,B,-7.473,major,0.0436,0.089,0.298,0.176,0.408,190.614,7MRw8W5jZoG0SNNcHLgkEO,212840,4,B major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
"Through the Morning, Through the Night",Robert Plant,Raising Sand,0.468,0.272,C#,-10.674,minor,0.04,0.851,9.4e-4,0.106,0.0979,81.343,4T0xhIJcLnPL2RGnomaSPH,240627,3,C# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Please Read the Letter,Robert Plant,Raising Sand,0.519,0.522,A,-8.626,major,0.0376,0.224,0.342,0.165,0.442,144.201,1m5N9YCZL4BXuSXdYmhRaj,353227,4,A major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Trampled Rose,Robert Plant,Raising Sand,0.473,0.336,B,-11.909,minor,0.0314,0.668,0.101,0.0839,0.107,130.952,4hZ3EvDUlqrh2lno4d82ZM,333720,5,B minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Fortune Teller,Robert Plant,Raising Sand,0.673,0.646,C#,-8.419,major,0.0528,0.0493,0.0592,0.173,0.824,128.944,0CWzkgDMAQlNO9NGmKeuNr,270267,4,C# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Stick with Me Baby,Robert Plant,Raising Sand,0.693,0.387,G#,-13.821,major,0.0412,0.689,0.572,0.097,0.661,110.777,05Dy9AshGJutwaoqr8otyM,169627,4,G# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Nothin',Robert Plant,Raising Sand,0.397,0.508,E,-9.997,minor,0.0397,0.0465,0.346,0.0833,0.196,105.632,7rfQ5C6A1jOFCEGG6BAPnI,332840,4,E minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Let Your Loss Be Your Lesson,Robert Plant,Raising Sand,0.489,0.746,C#,-7.073,major,0.0431,0.0298,0.21,0.0997,0.866,166.597,3kijqpwxirXi6YaU3ZFrZ6,241680,4,C# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Your Long Journey,Robert Plant,Raising Sand,0.307,0.283,E,-10.999,major,0.0284,0.823,2.18e-5,0.0902,0.266,147.981,2GB8YfLNZWMY04AcrapRsM,234573,4,E major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/798889b2215fef68954e21f48104d64b2e2f057a,_albumoftheyear
Fearless,Taylor Swift,Fearless,0.599,0.712,F,-4.368,major,0.028,0.0352,0,0.288,0.483,100.075,6Eu31gddWw0gOGO506pJYA,241987,4,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
Fifteen,Taylor Swift,Fearless,0.549,0.649,G,-4.331,major,0.0268,0.0853,0,0.13,0.215,95.452,4t0OI7XrODjSkAu3bTPmWj,294333,4,G major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
Love Story,Taylor Swift,Fearless,0.615,0.721,D,-3.913,major,0.0302,0.151,0,0.0925,0.324,119.007,1vrd6UOGamcKNGnSHJQlSt,235267,4,D major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
Hey Stephen,Taylor Swift,Fearless,0.836,0.546,F#,-7.337,major,0.0312,0.177,1.16e-6,0.109,0.826,115.993,4WXzzCof26KJLTK5kK53dS,254307,4,F# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
White Horse,Taylor Swift,Fearless,0.583,0.354,C,-7.875,major,0.0254,0.356,0,0.101,0.199,92.526,6wn61Fzx9XMxQmieLpoIhW,234427,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
You Belong With Me,Taylor Swift,Fearless,0.691,0.768,F#,-4.386,major,0.0387,0.263,1.59e-5,0.103,0.454,129.996,3GCL1PydwsLodcpv0Ll1ch,231133,4,F# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
Breathe,Taylor Swift,Fearless,0.49,0.482,C#,-7.217,major,0.0272,0.424,0,0.118,0.169,148.053,49mWEy5MgtNujgT7xU3emT,263973,4,C# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
Tell Me Why,Taylor Swift,Fearless,0.605,0.852,G,-3.051,major,0.0406,0.0693,1.77e-6,0.36,0.523,99.986,3rnI1UCyGJvUTVvT97VQr5,200547,4,G major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
You're Not Sorry,Taylor Swift,Fearless,0.461,0.491,F#,-4.118,major,0.0265,0.147,0,0.108,0.272,134.232,0HmCuN0Z3OX1Qrz43FLOPL,261787,4,F# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
The Way I Loved You,Taylor Swift,Fearless,0.428,0.717,F,-3.551,major,0.0344,0.0338,0,0.111,0.437,161.041,5P4wWhUYWM0IaVYLuZxdar,244227,4,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
Forever & Always,Taylor Swift,Fearless,0.607,0.79,A#,-4.83,major,0.0528,0.0848,0,0.11,0.559,128.018,47HtKpfzpAt8rQjjXWotFj,225320,4,A# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
The Best Day,Taylor Swift,Fearless,0.668,0.462,C#,-8.443,major,0.029,0.634,2.48e-6,0.111,0.403,126.092,3esA216TyLHEkNiBCeCmcg,245333,4,C# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
Change,Taylor Swift,Fearless,0.532,0.751,F,-4.172,major,0.0359,0.00425,0,0.148,0.216,95.996,1yACRKAwlXWhXXFUSkvzhD,280240,4,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,_albumoftheyear
The Suburbs,Arcade Fire,The Suburbs,0.616,0.682,F#,-6.148,minor,0.0265,0.0578,0.0241,0.342,0.528,117.78,2UWdUez9MB9yzL7Y81Mcip,315200,4,F# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/75e90ce91798e339ccee3835267f0918acb98700,_albumoftheyear
Rolling in the Deep,Adele,21,0.729,0.756,G#,-5.119,major,0.0294,0.131,0,0.0527,0.522,104.945,1CkvWZme3pRgbzaxZnTl5X,228293,4,G# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
Rumour Has It,Adele,21,0.618,0.753,G,-5.05,minor,0.0451,0.637,0,0.0905,0.557,120.041,76N7FdzCI9OsiUnzJVLY2m,221427,4,G minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
Turning Tables,Adele,21,0.305,0.452,C,-6.077,minor,0.0293,0.952,1.68e-5,0.129,0.21,79.83,5O6yk6U8L3rTbFsIwuqe8H,250133,4,C minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
Don't You Remember,Adele,21,0.64,0.395,D#,-5.689,major,0.0307,0.206,0,0.0935,0.235,115.082,24cKN8P2uGWypxTw5WaNlq,243200,4,D# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
Set Fire to the Rain,Adele,21,0.61,0.683,D,-3.879,minor,0.0253,0.00382,1.79e-6,0.125,0.466,108.003,3CKCZ9pfwAfoMZlMncA1Nc,241693,4,D minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
He Won't Go,Adele,21,0.706,0.569,C,-7.044,minor,0.0861,0.023,0,0.0731,0.71,159.824,4ThTvhGNae80mrLsMzs4Hb,277947,4,C minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
Take It All,Adele,21,0.411,0.267,C,-8.484,major,0.031,0.953,0,0.167,0.303,137.801,6jL1DEdjmOa27inIgU088B,228213,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
I'll Be Waiting,Adele,21,0.548,0.843,D,-2.674,major,0.0374,0.0467,0,0.131,0.754,160.009,3QEYmDt1FwOkFBFD74cEzZ,241653,4,D major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
One And Only,Adele,21,0.464,0.467,F,-5.306,major,0.0376,0.295,0,0.141,0.169,51.66,4I3KMa9p00MJwWbT0vi5iX,346813,4,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
Lovesong,Adele,21,0.69,0.373,C,-9.454,minor,0.0284,0.722,0.00103,0.111,0.329,116.925,2rnvHrNnkWMcAkl4S1WlRg,316440,4,C minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
Someone Like You,Adele,21,0.559,0.33,A,-8.251,major,0.0285,0.892,0,0.0975,0.285,135.109,4kflIGfjdZJW4ot2ioixTB,285040,4,A major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd,_albumoftheyear
Hello,Adele,25,0.481,0.451,F,-6.095,minor,0.0347,0.336,0,0.0872,0.289,157.966,4sPmO7WMQUAf45kwMOtONw,295493,4,F minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440,_albumoftheyear
Send My Love (To Your New Lover),Adele,25,0.69,0.524,F#,-8.39,minor,0.103,0.0415,3.16e-6,0.17,0.562,164.023,4BHzQ9C00ceJxfG16AlNWb,223080,4,F# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440,_albumoftheyear
I Miss You,Adele,25,0.381,0.581,G,-4.273,minor,0.0481,0.00936,1.43e-5,0.455,0.154,113.218,0QLXkoV7vX86QEibgLe6zQ,348627,4,G minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440,_albumoftheyear
When We Were Young,Adele,25,0.381,0.594,D#,-5.97,major,0.0486,0.348,0,0.0925,0.273,143.86,7IWkJwX9C0J7tHurTD7ViL,290907,4,D# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440,_albumoftheyear
