track_name,artist_name,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,album_img,category
I Still Haven't Found What I'm Looking For - Remastered 2007,U2,The Joshua Tree,0.567,0.761,C#,-9.38,major,0.0346,0.0196,0.0113,0.0809,0.692,100.887,3MRQ3CSjoiV1HFil8ykM9M,277480,4,C# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
With Or Without You - Remastered 2007,U2,The Joshua Tree,0.545,0.429,D,-11.757,major,0.0314,2.32e-4,0.3,0.146,0.128,110.126,2x45xqISlmmDJqxOqr8BuS,295520,4,D major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
Bullet The Blue Sky - Remastered 2007,U2,The Joshua Tree,0.353,0.67,G#,-10.146,major,0.0477,0.0117,0.66,0.134,0.504,152.41,1C6Tmo58WMtnAPdxYz9qCz,271547,4,G# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
Running To Stand Still - Remastered 2007,U2,The Joshua Tree,0.518,0.192,D,-19.015,major,0.0299,0.879,0.0237,0.322,0.182,94.298,741AUHHkjuWe9wSNIhmApn,257187,4,D major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
Red Hill Mining Town - Remastered 2007,U2,The Joshua Tree,0.357,0.671,G,-9.229,major,0.0365,0.169,0.00374,0.335,0.397,69.176,4gE5Z3sOcWYyR0SezjvAj5,292867,4,G major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
In God's Country - Remastered 2007,U2,The Joshua Tree,0.5,0.682,E,-8.194,minor,0.032,0.0064,6.02e-5,0.82,0.583,125.925,1jNWu1c5ilLHUHT0DhLOQB,176600,4,E minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
Trip Through Your Wires - Remastered 2007,U2,The Joshua Tree,0.449,0.723,C,-7.829,major,0.0345,0.00197,0.00199,0.108,0.507,110.611,6w9BH6tSPMgl6KRz1YuONG,211813,3,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
One Tree Hill - Remastered 2007,U2,The Joshua Tree,0.6,0.575,F,-10.697,major,0.0345,0.281,0.0982,0.152,0.344,123.185,7JFMf61pdg8H8NEMgxdHYx,322373,4,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
Exit - Remastered 2007,U2,The Joshua Tree,0.304,0.302,B,-15.174,minor,0.0416,0.067,0.812,0.0906,0.0385,117.58,6YLmaHGMKaKHCeEa03XRbI,253040,4,B minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
Mothers Of The Disappeared - Remastered 2007,U2,The Joshua Tree,0.528,0.242,A,-20.204,major,0.0345,0.177,0.79,0.299,0.0533,103.574,7mzbAXvwMnQnc9uMgRJA4M,314227,4,A major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/860f9325db4f3dc15af448db1ef22136a73fd880,_albumoftheyear
Faith - Remastered,George Michael,Faith,0.887,0.48,B,-11.994,major,0.117,0.0094,3.58e-5,0.0662,0.607,95.846,0HEmnAUT8PHznIAAmVXqFJ,193200,4,B major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
Father Figure - Remastered,George Michael,Faith,0.689,0.333,D#,-13.288,major,0.0262,0.163,3.36e-5,0.0853,0.284,101.988,0L0T4tMAaGqLgIVj1MOj9t,336667,4,D# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
I Want Your Sex - Pts. 1 & 2 Remastered,George Michael,Faith,0.812,0.6,A#,-13.418,minor,0.0538,0.00509,0.0248,0.0465,0.8,99.189,6QnFHieoch6U9J8zfv6hml,557293,4,A# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
One More Try - Remastered,George Michael,Faith,0.551,0.291,F,-12.544,major,0.0283,0.434,3.78e-5,0.11,0.0823,119.005,5932kbyNt445gDTT2chRUS,350667,3,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
Hard Day - Remastered,George Michael,Faith,0.748,0.564,A#,-11.041,minor,0.074,5.73e-4,0.3,0.0554,0.212,95.511,2nOtY4QR3Q0ZCFtPsODOr8,288067,4,A# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
Hand to Mouth - Remastered,George Michael,Faith,0.736,0.606,C,-10.866,major,0.0366,0.00583,0.207,0.0473,0.933,138.687,4wLjiz87aGbmDhADeMQWwt,276200,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
Look at Your Hands - Remastered,George Michael,Faith,0.772,0.915,A,-8.928,minor,0.043,0.37,0.0842,0.0542,0.645,124.365,1JKTgiCDNoi4NQo8Rfhn8C,277800,4,A minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
Monkey - Remastered,George Michael,Faith,0.683,0.879,C#,-9.487,minor,0.0459,0.0955,0.0828,0.448,0.702,97.062,2nzPzkGP9QSZ1lqvXTfyzT,306120,4,C# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
Kissing a Fool - Remastered,George Michael,Faith,0.28,0.384,D,-9.845,minor,0.031,0.114,1.33e-6,0.0831,0.143,77.949,1sEGwuvScFU2uNzlI7Aepy,280720,4,D minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
A Last Request (I Want Your Sex) - Remastered,George Michael,Faith,0.771,0.531,B,-11.875,minor,0.0414,0.00217,0.74,0.0785,0.613,99.161,7y72gopOlQxQHNwsQS15vW,227360,4,B minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,_albumoftheyear
Nick Of Time,Bonnie Raitt,Nick Of Time,0.886,0.312,A,-16.094,minor,0.0579,0.37,0.00208,0.103,0.783,117.692,1gqk2dawfdLdn4XamF27cx,232867,4,A minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
Thing Called Love,Bonnie Raitt,Nick Of Time,0.637,0.64,F,-11.726,major,0.0309,0.0197,2.39e-6,0.0672,0.717,129.654,3g6lXYay6mqmtFmjzSYr66,232133,4,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
Love Letter,Bonnie Raitt,Nick Of Time,0.752,0.427,C,-12.646,major,0.0471,0.121,1.92e-5,0.0399,0.861,96.508,6zmpnM7y0boAL61orTZ8gt,244560,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
Cry On My Shoulder,Bonnie Raitt,Nick Of Time,0.657,0.272,C,-15.36,major,0.026,0.435,3.64e-5,0.222,0.332,110.785,6YQ2RgaJVn2aeFFsNHB4Yb,224200,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
Real Man,Bonnie Raitt,Nick Of Time,0.743,0.514,A#,-12.559,major,0.0322,0.0535,0.00278,0.0534,0.929,108.428,7Fu24Eo9nj8dNIlsA2bWDI,267133,4,A# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
Nobody's Girl,Bonnie Raitt,Nick Of Time,0.621,0.0875,C,-22.926,major,0.0339,0.768,0,0.0789,0.407,102.666,3N3Pa8T8epLgjMplqbetq8,194933,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
Have A Heart,Bonnie Raitt,Nick Of Time,0.717,0.269,G#,-15.357,major,0.0378,0.485,5.79e-5,0.0466,0.432,67.726,5DXvq6kWCNefq4qTSVGGGC,29e4,4,G# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
Too Soon To Tell,Bonnie Raitt,Nick Of Time,0.455,0.128,C,-18.432,major,0.0304,0.57,2.18e-4,0.106,0.114,146.123,21bGSuzzoQOKcmz59uDuwH,225867,3,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
I Will Not Be Denied,Bonnie Raitt,Nick Of Time,0.773,0.341,G,-14.792,minor,0.0332,0.141,5.42e-6,0.1,0.613,98.45,60ehUBvupVTvM2nabCExsB,295133,4,G minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
I Ain't Gonna Let You Break My Heart Again,Bonnie Raitt,Nick Of Time,0.413,0.0712,F,-19.176,major,0.0396,0.988,3.61e-6,0.111,0.232,132.804,41a9nI6z6qZFyGnhBcHpAd,158333,3,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
The Road's My Middle Name,Bonnie Raitt,Nick Of Time,0.664,0.41,C#,-14.755,minor,0.0648,0.399,6.01e-6,0.272,0.758,107.708,7foznEgDV8wjlGQo6IME2l,211507,4,C# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/ed57556bdab7c0f240f77510cbd59d2c4846d8c4,_albumoftheyear
Prologue (2 Q's Rap),Quincy Jones,Back On The Block,0.733,0.427,C,-12.421,major,0.0622,0.903,0.00195,0.415,0.556,104.872,4ZxY1JmN9gOW9QpzCHE8nj,64133,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
Back On The Block,Quincy Jones,Back On The Block,0.798,0.878,D,-6.348,major,0.143,0.328,3.25e-6,0.66,0.511,104.913,6Wcv74lOJgzCqxc9KQVapd,394133,4,D major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
I Don't Go For That,Quincy Jones,Back On The Block,0.7,0.767,C,-6.232,major,0.0583,0.101,9.64e-5,0.115,0.81,101.044,4W6Wndm0QgPdbKSKSOdstI,311467,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
I'll Be Good To You,Quincy Jones,Back On The Block,0.745,0.894,B,-6.273,minor,0.0958,0.237,5.51e-4,0.132,0.789,109.92,4cLXNwNqXWT1CTR5Gyr7ei,294627,4,B minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
The Verb To Be,Quincy Jones,Back On The Block,0.628,0.294,F,-14.383,major,0.875,0.933,0,0.148,0.582,168.656,3222PQpi7yRmdHPa6JMnx8,29107,5,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
Wee B. Dooinit - Acappella Party,Quincy Jones,Back On The Block,0.766,0.833,A#,-7.244,minor,0.267,0.443,0,0.0851,0.73,105.943,23XMG0bxEz9jH1E8EIc0y6,214227,4,A# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
The Places You Find Love,Quincy Jones,Back On The Block,0.332,0.632,F#,-6.821,major,0.19,0.313,4.59e-6,0.607,0.359,169.982,5ZpAfrIRs7egjPUMtG4wL1,385173,4,F# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
Jazz Corner Of The Word,Quincy Jones,Back On The Block,0.746,0.633,C,-10.254,major,0.438,0.871,3.91e-5,0.398,0.733,135.11,3Dcm4lKpl1xMDEzRosRqUL,174027,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
Birdland,Quincy Jones,Back On The Block,0.632,0.857,C,-8.342,major,0.0322,0.641,0.493,0.674,0.364,134.833,4hpjm7eW3MohWojTojQ4x2,333533,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
Setembro,Quincy Jones,Back On The Block,0.306,0.27,A,-14.058,major,0.0297,0.942,0.491,0.0688,0.0786,130.873,05jjChWlvR8JAvSZoY3wBn,305307,4,A major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
One Man Woman,Quincy Jones,Back On The Block,0.706,0.857,A#,-6.58,minor,0.0543,0.153,5.53e-4,0.158,0.826,106.951,0W8hsSIggpSWEKuIibFjue,224427,4,A# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
"Tomorrow (A Better You, Better Me)",Quincy Jones,Back On The Block,0.529,0.652,F,-6.107,major,0.0348,0.673,0.00235,0.104,0.398,82.236,4jYuAdVCOMkEQJWV2qvlj6,286867,4,F major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
Prelude To The Garden,Quincy Jones,Back On The Block,0.261,0.233,A#,-17.356,minor,0.0475,0.97,0.982,0.113,0.177,61.624,1h1YbNYxxh2r7MUYflFlfg,54133,3,A# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
The Secret Garden (Sweet Seduction Suite),Quincy Jones,Back On The Block,0.565,0.445,A#,-9.641,minor,0.0342,0.937,6.85e-4,0.14,0.358,127.968,3PZW66625MiyEmZaat7tce,401067,4,A# minor,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/a507888e77e3c8aeb6b66864fe023f46566bc7b0,_albumoftheyear
The Very Thought Of You,Natalie Cole,Unforgettable: With Love,0.235,0.154,D#,-16.232,major,0.0322,0.565,8.27e-5,0.102,0.163,73.853,5vaadMKxBp0nvzfMrlaiQ7,256960,3,D# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/60b18b50be15cc9f711cf12d3b73a9898ea31416,_albumoftheyear
(It's Only A) Paper Moon,Natalie Cole,Unforgettable: With Love,0.475,0.332,D#,-12.644,major,0.0457,0.593,0,0.679,0.384,135.254,2HiW8VOZvUvJfIv7C1CIqX,205600,4,D# major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/60b18b50be15cc9f711cf12d3b73a9898ea31416,_albumoftheyear
Route 66,Natalie Cole,Unforgettable: With Love,0.715,0.239,C,-16.319,major,0.0419,0.469,1.31e-4,0.0782,0.634,75.914,7iwQ2B96HIsLYP3OgU5UNw,180960,4,C major,grammy_albumoftheyear,https://mosaic.scdn.co/640/0850febcc1e38d3c919545e255b6ca05a8b052ca22d572f30398d3881b6f6f77edd4ecc59d24497d3af06ceb41722d5a2c0aa90c7a01657cfac4446043b3c479dcef6e30eb362945b535e2e6e5aa2d36,https://i.scdn.co/image/60b18b50be15cc9f711cf12d3b73a9898ea31416,_albumoftheyear
