mlb_id,mlb_name,mlb_pos,mlb_team,mlb_team_long,bats,throws,birth_year,bp_id,bref_id,bref_name,cbs_id,cbs_name,cbs_pos,espn_id,espn_name,espn_pos,fg_id,fg_name,fg_pos,lahman_id,nfbc_id,nfbc_name,nfbc_pos,retro_id,retro_name,debut,yahoo_id,yahoo_name,yahoo_pos,mlb_depth,ottoneu_id,ottoneu_name,ottoneu_pos
592091,A.J. Achter,P,LAA,Los Angeles Angels,R,R,1988,66919,achteaj01,A.J. Achter,2146207,A.J. Achter,RP,33637,A.J. Achter,RP,11387,A.J. Achter,P,achteaj01,9824,A.J. Achter,P,achta001,A.J. Achter,20140903,9824,A.J. Achter,RP,,18093,A.J. Achter,RP
150359,A.J. Burnett,P,PIT,Pittsburgh Pirates,R,R,1977,493,burnea.01,A.J. Burnett,21508,A.J. Burnett,SP,4153,A.J. Burnett,SP,512,A.J. Burnett,,burneaj01,6314,A.J. Burnett,P,burna001,A.J. Burnett,19990817,6314,A.J. Burnett,SP,,7183,A.J. Burnett,RP
595918,A.J. Cole,P,WSH,Washington Nationals,R,R,1992,68086,coleaj01,A.J. Cole,1839916,A.J. Cole,SP,31595,A.J. Cole,SP,11467,A.J. Cole,P,coleaj01,9638,A.J. Cole,P,colea002,A.J. Cole,20150428,9638,A.J. Cole,SP,SP6,14940,A.J. Cole,SP
454560,A.J. Ellis,C,MIA,Miami Marlins,R,R,1981,47564,ellisaj01,A.J. Ellis,1104367,A.J. Ellis,C,29258,A.J. Ellis,C,5677,A.J. Ellis,C,ellisaj01,8373,A.J. Ellis,C,ellia001,A.J. Ellis,20080915,8373,A.J. Ellis,C,C2,1543,A.J. Ellis,C
456167,A.J. Griffin,P,TEX,Texas Rangers,R,R,1988,65757,griffaj01,A.J. Griffin,1974327,A.J. Griffin,SP,32559,A.J. Griffin,SP,11132,A.J. Griffin,P,griffaj01,9220,A.J. Griffin,P,grifa002,A.J. Griffin,20120624,9220,A.J. Griffin,SP,SP5,13764,A.J. Griffin,SP
543362,A.J. Jimenez,C,TEX,Texas Rangers,R,R,1990,58320,jimenaj01,A.J. Jimenez,1798970,A.J. Jimenez,C,31050,A.J. Jimenez,C,7077,A.J. Jimenez,C,,10813,A.J. Jimenez,C,,,20170906,,,,,17777,A.J. Jimenez,C
621345,A.J. Minter,P,ATL,Atlanta Braves,L,L,1993,108235,minteaj01,A.J. Minter,2449982,A.J. Minter,RP,36133,A.J. Minter,RP,18655,A.J. Minter,P,,10794,A.J. Minter,P,,,20170823,,,,,23679,A.J. Minter,RP
571963,A.J. Morris,P,CIN,Cincinnati Reds,R,R,1986,60630,morriaj01,A.J. Morris,2119768,A.J. Morris,RP,31602,A.J. Morris,RP,9919,A.J. Morris,P,morriaj01,10301,A.J. Morris,P,morra002,A.J. Morris,20160524,10301,A.J. Morris,RP,,12432,A.J. Morris,SP/RP
150229,A.J. Pierzynski,C,ATL,Atlanta Braves,L,R,1976,1501,pierza.01,A.J. Pierzynski,18720,A.J. Pierzynski,C,3948,A.J. Pierzynski,C,746,A.J. Pierzynski,,pierzaj01,6109,A.J. Pierzynski,C,piera001,A.J. Pierzynski,19980909,6109,A.J. Pierzynski,C,,15276,A.J. Pierzynski,C
572041,A.J. Pollock,CF,ARI,Arizona Diamondbacks,R,R,1987,60932,polloaj01,A.J. Pollock,1740992,A.J. Pollock,CF,30699,A.J. Pollock,CF,9256,A.J. Pollock,OF,polloaj01,9157,A.J. Pollock,CF,polla001,A.J. Pollock,20120418,9157,A.J. Pollock,CF,CF1,12258,A.J. Pollock,OF
573109,A.J. Ramos,P,NYM,New York Mets,R,R,1986,60504,ramosaj01,AJ Ramos,1945284,AJ Ramos,RP,32104,AJ Ramos,RP,8350,A.J. Ramos,P,ramosaj01,9298,AJ Ramos,P,ramoa001,A.J. Ramos,20120904,9298,AJ Ramos,RP,RP1,6127,Alejandro Ramos,RP
607223,A.J. Reed,1B,HOU,Houston Astros,L,L,1993,70972,reedaj01,A.J. Reed,2165914,AJ Reed,1B,33674,AJ Reed,1B,16246,A.J. Reed,1B,reedaj01,10184,AJ Reed,1B,reeda002,A.J. Reed,20160625,10184,AJ Reed,1B,1B4,18384,A.J. Reed,1B
519263,A.J. Schugel,P,PIT,Pittsburgh Pirates,R,R,1989,65910,schugaj01,A.J. Schugel,1953535,A.J. Schugel,RP,32202,A.J. Schugel,RP,11432,A.J. Schugel,P,schugaj01,9927,A.J. Schugel,P,schua001,A.J. Schugel,20150412,9927,A.J. Schugel,RP,RP7,13794,AJ Schugel,RP
571437,Aaron Altherr,RF,PHI,Philadelphia Phillies,R,R,1991,59584,altheaa01,Aaron Altherr,2107840,Aaron Altherr,RF,31738,Aaron Altherr,RF,11270,Aaron Altherr,OF,altheaa01,9734,Aaron Altherr,LF,altha001,Aaron Altherr,20140616,9734,Aaron Altherr,LF,LF2,12359,Aaron Altherr,OF
502578,Aaron Barrett,P,WSH,Washington Nationals,R,R,1988,65829,barreaa01,Aaron Barrett,2052550,Aaron Barrett,RP,33005,Aaron Barrett,RP,11243,Aaron Barrett,P,barreaa01,9650,Aaron Barrett,P,barra001,Aaron Barrett,20140331,9650,Aaron Barrett,RP,,13631,Aaron Barrett,RP
594760,Aaron Blair,P,ATL,Atlanta Braves,R,R,1992,68746,blairaa01,Aaron Blair,2066705,Aaron Blair,SP,33186,Aaron Blair,SP,14934,Aaron Blair,P,blairaa01,9852,Aaron Blair,P,blaia001,Aaron Blair,20160424,9852,Aaron Blair,SP,SP7,18428,Aaron Blair,SP
605156,Aaron Brooks,P,MIL,Milwaukee Brewers,R,R,1990,69523,brookaa01,Aaron Brooks,2113510,Aaron Brooks,SP,33124,Aaron Brooks,SP,12272,Aaron Brooks,P,brookaa01,9668,Aaron Brooks,P,brooa001,Aaron Brooks,20140503,9668,Aaron Brooks,RP,,18519,Aaron Brooks,SP/RP
607481,Aaron Bummer,P,CWS,Chicago White Sox,L,L,1993,71057,bummeaa01,Aaron Bummer,2637180,Aaron Bummer,RP,36131,Aaron Bummer,RP,16258,Aaron Bummer,P,,10773,Aaron Bummer,P,,,20170727,,,,,,,
543070,Aaron Crow,P,MIA,Miami Marlins,R,R,1986,61058,crowaa01,Aaron Crow,1707904,Aaron Crow,RP,30495,Aaron Crow,RP,10149,Aaron Crow,P,crowaa01,8662,Aaron Crow,P,crowa001,Aaron Crow,20110331,8662,Aaron Crow,RP,,8689,Aaron Crow,RP
488811,Aaron Cunningham,OF,CHC,Chicago Cubs,R,R,1986,49302,cunniaa01,Aaron Cunningham,1208650,Aaron Cunningham,LF,28969,Aaron Cunningham,LF,4087,Aaron Cunningham,OF,cunniaa01,8186,Aaron Cunningham,OF,cunna001,Aaron Cunningham,20080831,8186,Aaron Cunningham,LF,,1935,Aaron Cunningham,Util
421685,Aaron Harang,P,PHI,Philadelphia Phillies,R,R,1978,932,haranaa01,Aaron Harang,306411,Aaron Harang,SP,5181,Aaron Harang,SP,1451,Aaron Harang,P,haranaa01,6936,Aaron Harang,P,haraa001,Aaron Harang,20020525,6936,Aaron Harang,SP,,8829,Aaron Harang,RP
543305,Aaron Hicks,CF,NYY,New York Yankees,S,R,1989,57967,hicksaa01,Aaron Hicks,1669559,Aaron Hicks,CF,31253,Aaron Hicks,CF,5297,Aaron Hicks,OF,hicksaa01,9325,Aaron Hicks,CF,hicka001,Aaron Hicks,20130401,9325,Aaron Hicks,RF,CF3,5770,Aaron Hicks,OF
431094,Aaron Hill,LF,SF,San Francisco Giants,R,R,1982,45430,hillaa01,Aaron Hill,484952,Aaron Hill,2B,6190,Aaron Hill,LF,6104,Aaron Hill,2B,hillaa01,7483,Aaron Hill,3B,hilla001,Aaron Hill,20050520,7483,Aaron Hill,2B,,15283,Aaron Hill,2B/3B
592450,Aaron Judge,RF,NYY,New York Yankees,R,R,1992,68603,judgeaa01,Aaron Judge,2071264,Aaron Judge,RF,33192,Aaron Judge,RF,15640,Aaron Judge,OF,judgeaa01,9877,Aaron Judge,RF,judga001,Aaron Judge,20160813,9877,Aaron Judge,RF,RF1,18312,Aaron Judge,OF
444836,Aaron Laffey,P,ARI,Arizona Diamondbacks,L,L,1985,46279,laffeaa01,Aaron Laffey,1200054,Aaron Laffey,RP,28835,Aaron Laffey,SP,6248,Aaron Laffey,P,laffeaa01,8075,Aaron Laffey,P,laffa001,Aaron Laffey,20070804,8075,Aaron Laffey,RP/SP,,3464,Aaron Laffey,SP/RP
571901,Aaron Loup,P,TOR,Toronto Blue Jays,L,L,1987,60619,loupaa01,Aaron Loup,1960798,Aaron Loup,RP,32397,Aaron Loup,RP,10343,Aaron Loup,P,loupaa01,9236,Aaron Loup,P,loupa001,Aaron Loup,20120714,9236,Aaron Loup,RP,RP11,6008,Aaron Loup,RP
605400,Aaron Nola,P,PHI,Philadelphia Phillies,R,R,1993,70943,nolaaa01,Aaron Nola,2133925,Aaron Nola,SP,33709,Aaron Nola,SP,16149,Aaron Nola,P,nolaaa01,9882,Aaron Nola,P,nolaa001,Aaron Nola,20150721,9882,Aaron Nola,SP,SP4,18357,Aaron Nola,SP
519145,Aaron Poreda,P,TEX,Texas Rangers,L,L,1986,57147,poredaa01,Aaron Poreda,1629160,Aaron Poreda,SP,30009,Aaron Poreda,RP,4313,Aaron Poreda,P,poredaa01,8391,Aaron Poreda,P,porea001,Aaron Poreda,20090612,8391,Aaron Poreda,RP,,7746,Aaron Poreda,RP
592717,Aaron Sanchez,P,TOR,Toronto Blue Jays,R,R,1992,67107,sanchaa01,Aaron Sanchez,1757987,Aaron Sanchez,SP,31254,Aaron Sanchez,SP,11490,Aaron Sanchez,P,sanchaa01,9635,Aaron Sanchez,P,sanca006,Aaron Sanchez,20140723,9635,Aaron Sanchez,SP,SP1,14401,Aaron Sanchez,SP
642083,Aaron Slegers,P,MIN,Minnesota Twins,R,R,1992,102744,slegeaa01,Aaron Slegers,2592846,Aaron Slegers,SP,36179,Aaron Slegers,SP,15231,Aaron Slegers,P,,10788,Aaron Slegers,P,,,20170817,,,,,19332,Aaron Slegers,SP/RP
457744,Aaron Thompson,P,MIN,Minnesota Twins,L,L,1987,49018,thompaa01,Aaron Thompson,1199460,Aaron Thompson,RP,29775,Aaron Thompson,RP,999,Aaron Thompson,,thompaa01,9025,Aaron Thompson,P,thoma003,Aaron Thompson,20110824,9025,Aaron Thompson,RP,,2054,Aaron Thompson,RP
658792,Aaron Wilkerson,P,MIL,Milwaukee Brewers,R,R,1989,105362,wilkeaa01,Aaron Wilkerson,2245943,Aaron Wilkerson,RP,36001,Aaron Wilkerson,RP,16904,Aaron Wilkerson,P,,10832,Aaron Wilkerson,P,,,20170915,,,,,21883,Aaron Wilkerson,SP/RP
593582,Abel De Los Santos,P,LAA,Los Angeles Angels,R,R,1992,67361,delosab01,Abel De Los Santos,2179143,Abel De Los Santos,RP,34823,Abel De Los Santos,RP,12962,Abel De Los Santos,P,delosab01,10028,Abel De los Santos,P,deloa001,Abel de los Santos,20150721,10028,Abel De los Santos,RP,,13274,Abel De Los Santos,RP
501659,Abraham Almonte,RF,CLE,Cleveland Indians,S,R,1989,50910,almonab01,Abraham Almonte,1813191,Abraham Almonte,RF,31474,Abraham Almonte,RF,5486,Abraham Almonte,OF,almonab01,9506,Abraham Almonte,RF,almoa001,Abraham Almonte,20130830,9506,Abraham Almonte,RF,LF4,4422,Abraham Almonte,OF
606167,Adalberto Mejia,P,MIN,Minnesota Twins,R,L,1993,69644,mejiaad01,Adalberto Mejia,2117045,Adalberto Mejia,SP,33198,Adalberto Mejia,SP,13188,Adalberto Mejia,P,mejiaad01,9891,Adalberto Mejia,P,mejia001,Adalberto Mejia,20160820,9891,Adalberto Mejía,RP,,23638,Adalberto Mejia,SP
543045,Adam Conley,P,MIA,Miami Marlins,L,L,1990,70300,conlead01,Adam Conley,2042428,Adam Conley,SP,32669,Adam Conley,SP,14457,Adam Conley,P,conlead01,9993,Adam Conley,P,conla001,Adam Conley,20150610,9993,Adam Conley,SP,SP3,18316,Adam Conley,SP
594807,Adam Duvall,LF,CIN,Cincinnati Reds,R,R,1988,67744,duvalad01,Adam Duvall,2042091,Adam Duvall,LF,32664,Adam Duvall,LF,10950,Adam Duvall,OF,duvalad01,9747,Adam Duvall,LF,duvaa001,Adam Duvall,20140626,9747,Adam Duvall,1B,LF1,13750,Adam Duvall,OF
594809,Adam Eaton,CF,WSH,Washington Nationals,L,L,1988,67746,eatonad02,Adam Eaton,1808563,Adam Eaton,CF,32068,Adam Eaton,CF,11205,Adam Eaton,OF,eatonad02,9302,Adam Eaton,CF,eatoa002,Adam Eaton,20120904,9302,Adam Eaton,RF,CF1,13936,Adam Eaton,OF
641553,Adam Engel,CF,CWS,Chicago White Sox,R,R,1991,102578,engelad01,Adam Engel,2169649,Adam Engel,CF,34064,Adam Engel,CF,15082,Adam Engel,OF,,10708,Adam Engel,CF,,,22220202,10708,Adam Engel,CF,CF3,18636,Adam Engel,OF
624428,Adam Frazier,LF,PIT,Pittsburgh Pirates,L,R,1991,101618,fraziad01,Adam Frazier,2121473,Adam Frazier,LF,33546,Adam Frazier,LF,15223,Adam Frazier,2B/OF,fraziad01,10322,Adam Frazier,2B,fraza001,Adam Frazier,20160624,10322,Adam Frazier,2B,LF2,19348,Adam Frazier,2B/OF
430945,Adam Jones,CF,BAL,Baltimore Orioles,R,R,1985,45435,jonesad01,Adam Jones,479388,Adam Jones,CF,28513,Adam Jones,CF,6368,Adam Jones,OF,jonesad01,7812,Adam Jones,CF,jonea003,Adam Jones,20060714,7812,Adam Jones,CF,CF1,1017,Adam Jones,OF
592473,Adam Kolarek,P,TB,Tampa Bay Rays,L,L,1989,67034,kolarad01,Adam Kolarek,2113634,Adam Kolarek,RP,33130,Adam Kolarek,RP,10843,Adam Kolarek,P,,10749,Adam Kolarek,P,,,22220202,10749,Adam Kolarek,RP,,14296,Adam Kolarek,RP
425560,Adam LaRoche,DH,CWS,Chicago White Sox,L,L,1979,31351,larocad01,Adam LaRoche,390776,Adam LaRoche,DH,5879,Adam LaRoche,DH,1904,Adam LaRoche,1B,larocad01,7253,Adam LaRoche,1B,laroa001,Adam LaRoche,20040407,7253,Adam LaRoche,1B/DH,,8856,Adam LaRoche,Util
571893,Adam Liberatore,P,LAD,Los Angeles Dodgers,L,L,1987,66565,liberad01,Adam Liberatore,2036145,Adam Liberatore,RP,32622,Adam Liberatore,RP,10637,Adam Liberatore,P,liberad01,9936,Adam Liberatore,P,libea001,Adam Liberatore,20150417,9936,Adam Liberatore,RP,RP2,13604,Adam Liberatore,RP
452252,Adam Lind,1B,WSH,Washington Nationals,L,L,1983,48037,lindad01,Adam Lind,547682,Adam Lind,1B,28579,Adam Lind,1B,8027,Adam Lind,1B/DH,lindad01,7859,Adam Lind,1B,linda001,Adam Lind,20060902,7859,Adam Lind,1B,LF2,964,Adam Lind,1B/OF
429400,Adam Loewen,P,ARI,Arizona Diamondbacks,L,L,1984,45549,loewead01,Adam Loewen,448946,Adam Loewen,RP,5502,Adam Loewen,RP,2134,Adam Loewen,P,loewead01,7144,Adam Loewen,P,loewa001,Adam Loewen,20060523,7144,Adam Loewen,RP,,5124,Adam Loewen,RP
446192,Adam Moore,C,CLE,Cleveland Indians,R,R,1984,52441,mooread01,Adam Moore,1225742,Adam Moore,C,29491,Adam Moore,C,9362,Adam Moore,C,mooread01,8597,Adam Moore,C,moora001,Adam Moore,20090917,8597,Adam Moore,C,,1896,Adam Moore,C
605388,Adam Morgan,P,PHI,Philadelphia Phillies,L,L,1990,70472,morgaad01,Adam Morgan,2039892,Adam Morgan,RP,32636,Adam Morgan,RP,12580,Adam Morgan,P,morgaad01,10005,Adam Morgan,P,morga001,Adam Morgan,20150621,10005,Adam Morgan,SP,,18200,Adam Morgan,SP/RP
493603,Adam Ottavino,P,COL,Colorado Rockies,S,R,1985,51434,ottavad01,Adam Ottavino,1537191,Adam Ottavino,RP,29705,Adam Ottavino,RP,1247,Adam Ottavino,P,ottavad01,8736,Adam Ottavino,P,ottaa001,Adam Ottavino,20100529,8736,Adam Ottavino,RP,RP2,2014,Adam Ottavino,RP
592644,Adam Plutko,P,CLE,Cleveland Indians,R,R,1991,68656,plutkad01,Adam Plutko,2169611,Adam Plutko,SP,34955,Adam Plutko,SP,15846,Adam Plutko,P,plutkad01,10123,Adam Plutko,P,pluta001,Adam Plutko,20160924,10123,Adam Plutko,RP,,23711,Adam Plutko,SP/RP
489267,Adam Rosales,SS,ARI,Arizona Diamondbacks,R,R,1983,49545,rosalad01,Adam Rosales,1102977,Adam Rosales,SS,29206,Adam Rosales,SS,9682,Adam Rosales,2B/3B/SS,rosalad01,8320,Adam Rosales,3B,rosaa001,Adam Rosales,20080809,8320,Adam Rosales,2B,SS2,1833,Adam Rosales,2B/SS/3B
425794,Adam Wainwright,P,STL,St. Louis Cardinals,R,R,1981,31361,wainwad01,Adam Wainwright,389743,Adam Wainwright,SP,5403,Adam Wainwright,SP,2233,Adam Wainwright,P,wainwad01,7048,Adam Wainwright,P,waina001,Adam Wainwright,20050911,7048,Adam Wainwright,SP,SP1,8739,Adam Wainwright,SP
608724,Adam Walker,OF,BAL,Baltimore Orioles,R,R,1991,100326,,,2064798,Adam Brett Walker,RF,33602,Adam Brett Walker,RF,sa621791,Adam Brett Walker,,,,,,,,22220202,,,,,18264,Adam Walker,OF
476589,Adam Warren,P,NYY,New York Yankees,R,R,1987,60759,warread01,Adam Warren,1800946,Adam Warren,RP,31101,Adam Warren,RP,9029,Adam Warren,P,warread01,9224,Adam Warren,P,warra001,Adam Warren,20120629,9224,Adam Warren,SP,SP6,4418,Adam Warren,RP
573244,Adam Wilk,P,MIN,Minnesota Twins,L,L,1987,60566,wilkad01,Adam Wilk,1794305,Adam Wilk,SP,31135,Adam Wilk,SP,8421,Adam Wilk,P,wilkad01,8940,Adam Wilk,P,wilka001,Adam Wilk,20110526,8940,Adam Wilk,SP,,4843,Adam Wilk,SP/RP
592665,Addison Reed,P,BOS,Boston Red Sox,L,R,1988,67085,reedad01,Addison Reed,1813264,Addison Reed,RP,31493,Addison Reed,RP,10586,Addison Reed,P,reedad01,9053,Addison Reed,P,reeda001,Addison Reed,20110904,9053,Addison Reed,RP,RP2,13922,Addison Reed,RP
608365,Addison Russell,SS,CHC,Chicago Cubs,R,R,1994,70633,russead02,Addison Russell,2000032,Addison Russell,SS,32656,Addison Russell,SS,14106,Addison Russell,SS,russead02,9604,Addison Russell,SS,russa002,Addison Russell,20150421,9604,Addison Russell,2B,SS1,18166,Addison Russell,SS
588751,Adeiny Hechavarria,SS,TB,Tampa Bay Rays,R,R,1989,66810,hechaad01,Adeiny Hechavarria,1744722,Adeiny Hechavarria,SS,31049,Adeiny Hechavarria,SS,10459,Adeiny Hechavarria,SS,hechaad01,9259,Adeiny Hechavarria,SS,hecha001,Adeiny Hechavarria,20120804,9259,Adeiny Hechavarria,3B,SS1,12673,Adeiny Hechavarria,SS
611177,Adonis Garcia,3B,ATL,Atlanta Braves,R,R,1985,100357,garciad01,Adonis Garcia,2040763,Adonis Garcia,3B,33080,Adonis Garcia,3B,13777,Adonis Garcia,3B,garciad01,9966,Adonis Garcia,3B,garca004,Adonis Garcia,20150519,9966,Adonis Garcia,3B,3B1,18551,Adonis Garcia,3B
134181,Adrian Beltre,3B,TEX,Texas Rangers,R,R,1979,340,beltrad01,Adrian Beltre,11491,Adrian Beltre,3B,3878,Adrian Beltre,3B,639,Adrian Beltre,,beltrad01,6039,Adrian Beltre,3B,belta001,Adrian Beltre,19980624,6039,Adrián Béltre,3B,3B1,15217,Adrian Beltre,3B
408236,Adrian Gonzalez,1B,LAD,Los Angeles Dodgers,L,L,1982,31485,gonzaad01,Adrian Gonzalez,288903,Adrian Gonzalez,1B,5405,Adrian Gonzalez,1B,1908,Adrian Gonzalez,1B,gonzaad01,7054,Adrian Gonzalez,1B,gonza003,Adrian Gonzalez,20040418,7054,Adrián González,1B,1B1,15220,Adrian Gonzalez,1B
605288,Adrian Houser,P,MIL,Milwaukee Brewers,R,R,1993,69545,housead01,Adrian Houser,1947840,Adrian Houser,SP,32157,Adrian Houser,SP,12718,Adrian Houser,P,housead01,10098,Adrian Houser,P,housa001,Adrian Houser,20150926,10098,Adrian Houser,RP,,,,
543589,Adrian Nieto,C,CWS,Chicago White Sox,S,R,1989,58494,nietoad01,Adrian Nieto,2052553,Adrian Nieto,C,33007,Adrian Nieto,C,10294,Adrian Nieto,C,nietoad01,9647,Adrian Nieto,C,nieta001,Adrian Nieto,20140402,9647,Adrian Nieto,C,,5833,Adrian Nieto,C
592716,Adrian Sampson,P,TEX,Texas Rangers,R,R,1991,70885,sampsad01,Adrian Sampson,2166172,Adrian Sampson,SP,33677,Adrian Sampson,SP,13339,Adrian Sampson,P,sampsad01,10317,Adrian Sampson,P,sampa001,Adrian Sampson,20160618,10317,Adrian Sampson,SP,,18475,Adrian Sampson,SP/RP
506703,Adrian Sanchez,SS,WSH,Washington Nationals,R,R,1990,56736,sanchad01,Adrian Sanchez,1959728,Adrian Sanchez,SS,32345,Adrian Sanchez,SS,11338,Adrian Sanchez,2B/SS,,10754,Adrian Sanchez,SS,,,20170630,,,,,9259,Adrian Sanchez,2B/SS/3B
518545,Adron Chambers,OF,HOU,Houston Astros,L,L,1986,55708,chambad01,Adron Chambers,1741047,Adron Chambers,CF,30811,Adron Chambers,LF,7995,Adron Chambers,OF,chambad01,9070,Adron Chambers,OF,chama002,Adron Chambers,20110906,9070,Adron Chambers,CF/LF,,7711,Adron Chambers,Util
592570,Akeel Morris,P,ATL,Atlanta Braves,R,R,1992,67057,morriak01,Akeel Morris,2159739,Akeel Morris,RP,33649,Akeel Morris,RP,12185,Akeel Morris,P,morriak01,9997,Akeel Morris,P,morra001,Akeel Morris,20150617,9997,Akeel Morris,RP,,14547,Akeel Morris,RP
456379,Al Alburquerque,P,CWS,Chicago White Sox,R,R,1986,52489,albural01,Al Alburquerque,1725468,Al Alburquerque,RP,30494,Al Alburquerque,RP,6324,Al Alburquerque,P,albural01,8843,Al Alburquerque,P,albua001,Al Alburquerque,20110415,8843,Al Alburquerque,RP,,2839,Alberto Alburquerque,RP
641427,Alan Busenitz,P,MIN,Minnesota Twins,R,R,1990,102544,busenal01,Alan Busenitz,2228457,Alan Busenitz,RP,35843,Alan Busenitz,RP,15239,Alan Busenitz,P,,10735,Alan Busenitz,P,,,20170617,10735,Alan Busenitz,RP,,19661,Alan Busenitz,RP
546991,Albert Almora Jr.,CF,CHC,Chicago Cubs,R,R,1994,70339,almoral01,Albert Almora,2000031,Albert Almora,CF,32686,Albert Almora Jr.,CF,14109,Albert Almora Jr.,OF,almoral01,9553,Albert Almora Jr.,CF,almoa002,Albert Almora,20160607,9553,Albert Almora Jr.,CF,CF1,18186,Albert Almora,OF
405395,Albert Pujols,DH,LAA,Los Angeles Angels,R,R,1980,204,pujolal01,Albert Pujols,223571,Albert Pujols,DH,4574,Albert Pujols,DH,1177,Albert Pujols,1B,pujolal01,6619,Albert Pujols,1B,pujoa001,Albert Pujols,20010402,6619,Albert Pujols,1B,1B3,8741,Albert Pujols,1B
544150,Albert Suarez,P,SF,San Francisco Giants,R,R,1989,58715,suareal01,Albert Suarez,1784975,Albert Suarez,RP,31109,Albert Suarez,RP,6175,Albert Suarez,P,suareal01,10285,Albert Suarez,P,suara001,Albert Suarez,20160508,10285,Albert Suárez,SP,SP7,11026,Albert Suarez,SP/RP
501227,Alberto Cabrera,P,CHC,Chicago Cubs,R,R,1988,51738,cabreal03,Alberto Cabrera,1784685,Alberto Cabrera,RP,31108,Alberto Cabrera,RP,8352,Alberto Cabrera,P,cabreal03,9253,Alberto Cabrera,P,cabra003,Alberto Cabrera,20120801,9253,Alberto Cabrera,RP,,4952,Alberto Cabrera,RP
430948,Alberto Callaspo,3B,LAD,Los Angeles Dodgers,S,R,1983,33433,callaal01,Alberto Callaspo,479166,Alberto Callaspo,3B,28541,Alberto Callaspo,3B,3336,Alberto Callaspo,2B/3B,callaal01,7832,Alberto Callaspo,3B,calla001,Alberto Callaspo,20060806,7832,Alberto Callaspo,3B/2B,,6349,Alberto Callaspo,2B/3B
471868,Alberto Gonzalez,SS,NYY,New York Yankees,R,R,1983,47675,gonzaal03,Alberto Gonzalez,1103849,Alberto Gonzalez,SS,28876,Alberto Gonzalez,SS,4906,Alberto Gonzalez,2B/SS,gonzaal03,8111,Alberto Gonzalez,2B,gonza005,Alberto Gonzalez,20070901,8111,Alberto Gonzalez,2B/3B,,684,Alberto Gonzalez,SS
451705,Alberto Rosario,C,STL,St. Louis Cardinals,R,R,1987,52499,rosaral01,Alberto Rosario,1661457,Alberto Rosario,C,30190,Alberto Rosario,C,7125,Alberto Rosario,C,rosaral01,10339,Alberto Rosario,C,rosaa002,Alberto Rosario,20160709,10339,Alberto Rosario,C,,7743,Alberto Rosario,C
610143,Alberto Tirado,P,PHI,Philadelphia Phillies,R,R,1994,100354,,,2117046,Alberto Tirado,SP,33220,Alberto Tirado,SP,sa659315,Alberto Tirado,,,,,,,,22220202,,,,,18302,Alberto Tirado,SP/RP
444876,Alcides Escobar,SS,KC,Kansas City Royals,R,R,1986,47625,escobal02,Alcides Escobar,547241,Alcides Escobar,SS,29229,Alcides Escobar,SS,6310,Alcides Escobar,SS,escobal02,8344,Alcides Escobar,SS,escoa003,Alcides Escobar,20080903,8344,Alcides Escobar,SS,SS1,1678,Alcides Escobar,SS
594742,Alec Asher,P,BAL,Baltimore Orioles,R,R,1991,68743,asheral01,Alec Asher,2118803,Alec Asher,RP,33787,Alec Asher,RP,13560,Alec Asher,P,asheral01,10063,Alec Asher,P,ashea001,Alec Asher,20150830,10063,Alec Asher,SP,SP7,18541,Alec Asher,SP/RP
621219,Alec Mills,P,CHC,Chicago Cubs,R,R,1991,100555,millsal02,Alec Mills,2210232,Alec Mills,SP,34863,Alec Mills,SP,13834,Alec Mills,P,millsal02,10297,Alec Mills,P,milla003,Alec Mills,20160518,10297,Alec Mills,RP,,,,
649557,Aledmys Diaz,SS,STL,St. Louis Cardinals,R,R,1990,34706,diazal02,Aledmys Diaz,2119877,Aledmys Diaz,SS,33390,Aledmys Diaz,SS,15937,Aledmys Diaz,SS,diazal02,10245,Aledmys Diaz,SS,diaza003,Aledmys Diaz,20160405,10245,Aledmys Díaz,SS,SS1,18310,Aledmys Diaz,SS
591701,Alejandro Chacin,P,CIN,Cincinnati Reds,R,R,1993,66866,chacial01,Alejandro Chacin,2509403,Alejandro Chacin,RP,36091,Alejandro Chacin,RP,13530,Alejandro Chacin,P,,10797,Alejandro Chacin,P,,,20170823,,,,,12803,Alejandro Chacin,RP
457477,Alejandro De Aza,LF,WSH,Washington Nationals,L,L,1984,45858,deazaal01,Alejandro De Aza,1104254,Alejandro De Aza,RF,28728,Alejandro De Aza,RF,3371,Alejandro De Aza,OF,deazaal01,7996,Alejandro De Aza,CF,deaza001,Alejandro de Aza,20070402,7996,Alejandro De Aza,LF,,5712,Alejandro De Aza,OF
593700,Alen Hanson,RF,CWS,Chicago White Sox,S,R,1992,67472,hansoal01,Alen Hanson,1992535,Alen Hanson,RF,32560,Alen Hanson,RF,12926,Alen Hanson,2B/OF,hansoal01,9611,Alen Hanson,2B,hansa001,Alen Hanson,20160516,9611,Alen Hanson,2B,2B3,13092,Alen Hanson,2B/OF
488671,Alex Avila,C,CHC,Chicago Cubs,L,R,1987,58899,avilaal01,Alex Avila,1660422,Alex Avila,C,30115,Alex Avila,C,7476,Alex Avila,C,avilaal01,8550,Alex Avila,C,avila001,Alex Avila,20090806,8550,Alex Avila,C,C2,18069,Alex Avila,C/1B
