mlb_id,mlb_name,mlb_pos,mlb_team,mlb_team_long,bats,throws,birth_year,bp_id,bref_id,bref_name,cbs_id,cbs_name,cbs_pos,espn_id,espn_name,espn_pos,fg_id,fg_name,fg_pos,lahman_id,nfbc_id,nfbc_name,nfbc_pos,retro_id,retro_name,debut,yahoo_id,yahoo_name,yahoo_pos,mlb_depth,ottoneu_id,ottoneu_name,ottoneu_pos
570256,Gregory Polanco,RF,PIT,Pittsburgh Pirates,L,L,1991,66245,polangr01,Gregory Polanco,1954592,Gregory Polanco,RF,32950,Gregory Polanco,RF,12907,Gregory Polanco,OF,polangr01,9613,Gregory Polanco,RF,polag001,Gregory Polanco,20140610,9613,Gregory Polanco,LF,LF1,10505,Gregory Polanco,OF
605317,Guido Knudson,P,PIT,Pittsburgh Pirates,R,R,1989,69548,knudsgu01,Guido Knudson,2171857,Guido Knudson,RP,34711,Guido Knudson,RP,12669,Guido Knudson,P,knudsgu01,10052,Guido Knudson,P,knudg001,Guido Knudson,20150822,10052,Guido Knudson,RP,,,,
457517,Guilder Rodriguez,SS,TEX,Texas Rangers,S,R,1983,48603,rodrigu02,Guilder Rodriguez,1207656,Guilder Rodriguez,SS,29422,Guilder Rodriguez,SS,3412,Guilder Rodriguez,2B/3B/DH,rodrigu02,9840,Guilder Rodriguez,2B,rodrg002,Guilder Rodriguez,20140909,9840,Guilder Rodriguez,2B/SS,,1446,Guilder Rodriguez,Util
628338,Guillermo Heredia,LF,SEA,Seattle Mariners,R,L,1991,102267,heredgu01,Guillermo Heredia,2221896,Guillermo Heredia,LF,35050,Guillermo Heredia,LF,18721,Guillermo Heredia,OF,heredgu01,10352,Guillermo Heredia,LF,hereg002,Guillermo Heredia,20160729,10352,Guillermo Heredia,LF,LF3,23683,Guillermo Heredia,OF
425565,Guillermo Quiroz,C,CLE,Cleveland Indians,R,R,1981,31637,quirogu01,Guillermo Quiroz,383409,Guillermo Quiroz,C,5901,Guillermo Quiroz,C,7989,Guillermo Quiroz,C,quirogu01,7275,Guillermo Quiroz,C,quirg001,Guillermo Quiroz,20040904,7275,Guillermo Quiroz,C,,818,Guillermo Quiroz,C
534576,Gus Schlosser,P,ATL,Atlanta Braves,R,R,1988,69149,schlogu01,Gus Schlosser,2036153,Gus Schlosser,RP,32616,Gus Schlosser,RP,12321,Gus Schlosser,P,schlogu01,9660,Gus Schlosser,P,schlg001,Gus Schlosser,20140331,9660,Gus Schlosser,RP,,,,
573349,Hak-Ju Lee,SS,TB,Tampa Bay Rays,L,R,1990,60581,,,1740957,Hak-Ju Lee,SS,30734,Hak-Ju Lee,SS,sa502536,Hak-Ju Lee,,,9114,Hak-Ju Lee,SS,,,22220202,9114,Hak-Ju Lee,SS,,5793,Hak-Ju Lee,SS
474233,Hank Conger,C,TB,Tampa Bay Rays,S,R,1988,49755,congeha01,Hank Conger,1479774,Hank Conger,C,29316,Hank Conger,C,2505,Hank Conger,C,congeha01,8825,Hank Conger,C,congh001,Hank Conger,20100911,8825,Hank Conger,C,,3311,Hank Conger,C
434670,Hanley Ramirez,DH,BOS,Boston Red Sox,R,R,1983,31724,ramirha01,Hanley Ramirez,393458,Hanley Ramirez,DH,6195,Hanley Ramirez,DH,8001,Hanley Ramirez,SS,ramirha01,7488,Hanley Ramirez,1B,ramih003,Hanley Ramirez,20050920,7488,Hanley Ramirez,1B,1B2,12652,Hanley Ramirez,1B
570663,Hansel Robles,P,NYM,New York Mets,R,R,1990,66336,robleha01,Hansel Robles,2027450,Hansel Robles,RP,32666,Hansel Robles,RP,11801,Hansel Robles,P,robleha01,9938,Hansel Robles,P,roblh001,Hansel Robles,20150424,9938,Hansel Robles,RP,RP3,10064,Hansel Robles,RP
593643,Hanser Alberto,3B,TEX,Texas Rangers,R,R,1992,67418,alberha01,Hanser Alberto,2044664,Hanser Alberto,3B,32839,Hanser Alberto,3B,11902,Hanser Alberto,2B,alberha01,9975,Hanser Alberto,SS,albeh001,Hanser Alberto,20150529,9975,Hanser Alberto,2B,SS3,13277,Hanser Alberto,SS/3B
623912,Harold Ramirez,CF,TOR,Toronto Blue Jays,R,R,1994,101514,,,2117133,Harold Ramirez,CF,33259,Harold Ramirez,CF,sa660586,Harold Ramirez,,,10207,Harold Ramirez,RF,,,22220202,10207,Harold Ramirez,RF,,18528,Harold Ramirez,OF
664056,Harrison Bader,CF,STL,St. Louis Cardinals,R,R,1994,105531,baderha01,Harrison Bader,2211761,Harrison Bader,CF,35062,Harrison Bader,CF,18030,Harrison Bader,OF,,10591,Harrison Bader,LF,,,20170725,,,,,21968,Harrison Bader,OF
425514,Heath Bell,P,WSH,Washington Nationals,R,R,1977,31497,bellhe01,Heath Bell,383399,Heath Bell,RP,6084,Heath Bell,RP,2080,Heath Bell,P,bellhe01,7418,Heath Bell,P,bellh001,Heath Bell,20040824,7418,Heath Bell,RP,,15221,Heath Bell,RP
592390,Heath Hembree,P,BOS,Boston Red Sox,R,R,1989,67011,hembrhe01,Heath Hembree,1937568,Heath Hembree,RP,31840,Heath Hembree,RP,11632,Heath Hembree,P,hembrhe01,9519,Heath Hembree,P,hembh001,Heath Hembree,20130903,9519,Heath Hembree,RP,RP8,14736,Heath Hembree,RP
459932,Hector Ambriz,P,SD,San Diego Padres,L,R,1984,52005,ambrihe01,Hector Ambriz,1531174,Hector Ambriz,RP,29795,Hector Ambriz,RP,559,Hector Ambriz,,ambrihe01,8697,Hector Ambriz,P,ambrh001,Hector Ambriz,20100430,8697,Hector Ambriz,RP,,2265,Hector Ambriz,SP/RP
430591,Hector Gimenez,C,CWS,Chicago White Sox,S,R,1982,36019,gimenhe01,Hector Gimenez,448406,Hector Gimenez,C,28619,Hector Gimenez,C,2172,Hector Gimenez,C,gimenhe01,7894,Hector Gimenez,C,gimeh001,Hector Gimenez,20060925,7894,Hector Gimenez,C,,5047,Hector Gimenez,1B
467143,Hector Gomez,2B,MIL,Milwaukee Brewers,R,R,1988,49856,gomezhe01,Hector Gomez,1654384,Hector Gomez,2B,30078,Hector Gomez,2B,2264,Hector Gomez,2B/3B/SS,gomezhe01,9084,Hector Gomez,2B,gomeh001,Hector Gomez,20110916,9084,Hector Gomez,2B/SS,,2366,Hector Gomez,3B
593576,Hector Neris,P,PHI,Philadelphia Phillies,R,R,1989,67355,nerishe01,Hector Neris,1960527,Hector Neris,RP,32377,Hector Neris,RP,11804,Hector Neris,P,nerishe01,9779,Hector Neris,P,nerih001,Hector Neris,20140805,9779,Héctor Neris,RP,RP3,13080,Hector Neris,RP
456051,Hector Noesi,P,CWS,Chicago White Sox,R,R,1987,52416,noesihe01,Hector Noesi,1725348,Hector Noesi,SP,30502,Hector Noesi,SP,3292,Hector Noesi,P,noesihe01,8901,Hector Noesi,P,noesh001,Hector Noesi,20110518,8901,Hector Noesi,SP,,3300,Hector Noesi,RP
493343,Hector Olivera,LF,SD,San Diego Padres,R,R,1985,54488,olivehe01,Hector Olivera,2171333,Hector Olivera,3B,34735,Hector Olivera,3B,17528,Hector Olivera,3B,olivehe01,9974,Hector Olivera,LF,olivh001,Hector Olivera,20150901,9974,Héctor Olivera,3B,,18435,Hector Olivera,OF
444468,Hector Rondon,P,CHC,Chicago Cubs,R,R,1988,52251,rondohe01,Hector Rondon,1630091,Hector Rondon,RP,30089,Hector Rondon,RP,2391,Hector Rondon,P,rondohe01,8631,Hector Rondon,P,rondh001,Hector Rondon,20130403,8631,Héctor Rondón,RP,RP2,2766,Hector Rondon,RP
516949,Hector Sanchez,C,SD,San Diego Padres,S,R,1989,56734,sanchhe01,Hector Sanchez,1733551,Hector Sanchez,C,30567,Hector Sanchez,C,10289,Hector Sanchez,C,sanchhe01,8972,Hector Sanchez,C,sanch002,Hector Sanchez,20110715,8972,Héctor Sánchez,C,,8593,Hector Sanchez,C/1B
502327,Hector Santiago,P,MIN,Minnesota Twins,R,L,1987,56742,santihe01,Hector Santiago,1740998,Hector Santiago,SP,30744,Hector Santiago,SP,4026,Hector Santiago,P,santihe01,8976,Hector Santiago,P,santh001,Hector Santiago,20110706,8976,Héctor Santiago,SP,SP2,4588,Hector Santiago,SP
584171,Hector Velazquez,P,BOS,Boston Red Sox,R,R,1988,66774,velazhe01,Hector Velazquez,2715764,Hector Velazquez,SP,36191,Hector Velazquez,SP,19341,Hector Velazquez,P,,10701,Hector Velazquez,P,,,20170518,10701,Hector Velázquez,SP,,5600,Hector Velazquez,SP/RP
506693,Henderson Alvarez,P,PHI,Philadelphia Phillies,R,R,1990,55886,alvarhe01,Henderson Alvarez,1756627,Henderson Alvarez,RP,31047,Henderson Alvarez,RP,5669,Henderson Alvarez,P,alvarhe01,9011,Henderson Alvarez,P,alvah001,Henderson Alvarez,20110810,9011,Henderson Alvarez,SP,,4979,Henderson Alvarez,SP/RP
469159,Henry Alberto Rodriguez,P,MIA,Miami Marlins,R,R,1987,49963,rodrihe03,Henry Rodriguez,1392907,Henry Rodriguez,RP,30007,Henry Rodriguez,RP,6371,Henry Rodriguez,P,rodrihe03,8603,Henry Rodriguez,P,rodrh002,Henry Rodriguez,20090921,8603,Henry Rodriguez,RP,,16968,Henry Rodriguez,RP
514719,Henry Alejandro Rodriguez,2B,CIN,Cincinnati Reds,S,R,1990,56673,rodrihe04,Henry Rodriguez,1808508,Henry Rodriguez,2B,31331,Henry Rodriguez,2B,7983,Henry Rodriguez,2B,rodrihe04,9284,Henry Rodriguez,2B,rodrh003,Henry Rodriguez,20120902,9284,Henry Rodriguez,2B,,6207,Henry Rodriguez,1B/2B/3B
596064,Henry Owens,P,BOS,Boston Red Sox,L,L,1992,70765,owenshe02,Henry Owens,2049944,Henry Owens,SP,33211,Henry Owens,SP,13143,Henry Owens,P,owenshe02,9859,Henry Owens,P,owenh002,Henry Owens,20150804,9859,Henry Owens,SP,,18189,Henry Owens,SP
625329,Henry Urrutia,LF,BAL,Baltimore Orioles,L,R,1987,55317,urruthe01,Henry Urrutia,2064797,Henry Urrutia,LF,33090,Henry Urrutia,LF,14441,Henry Urrutia,DH/OF,urruthe01,9465,Henry Urrutia,RF,urruh001,Henry Urrutia,20130720,9465,Henry Urrutia,RF,,18229,Henry Urrutia,OF
454975,Hernan Iribarren,CF,CIN,Cincinnati Reds,L,R,1984,45604,iribahe01,Hernan Iribarren,547244,Hernan Iribarren,2B,29096,Hernan Iribarren,2B,4177,Hernan Iribarren,2B/OF,iribahe01,8219,Hernan Iribarren,2B,iribh001,Hernan Iribarren,20080412,8219,Hernan Iribarren,2B,,1447,Hernan Iribarren,1B/OF/RP
541650,Hernan Perez,LF,MIL,Milwaukee Brewers,R,R,1991,59021,perezhe01,Hernan Perez,1741611,Hernan Perez,LF,30878,Hernan Perez,LF,5751,Hernan Perez,3B/OF,perezhe01,9213,Hernan Perez,3B,pereh001,Hernan Perez,20120609,9213,Hernán Pérez,3B,RF3,6080,Hernan Perez,2B/SS/3B/OF
572744,Hiram Burgos,P,MIL,Milwaukee Brewers,R,R,1987,60181,burgohi01,Hiram Burgos,2027398,Hiram Burgos,SP,32572,Hiram Burgos,SP,9412,Hiram Burgos,P,burgohi01,9372,Hiram Burgos,P,burgh001,Hiram Burgos,20130420,9372,Hiram Burgos,SP,,6247,Hiram Burgos,SP/RP
493133,Hiroki Kuroda,P,NYY,New York Yankees,R,R,1975,38205,kurodhi01,Hiroki Kuroda,1442917,Hiroki Kuroda,SP,28950,Hiroki Kuroda,SP,3283,Hiroki Kuroda,P,kurodhi01,8167,Hiroki Kuroda,P,kuroh001,Hiroki Kuroda,20080404,8167,Hiroki Kuroda,SP,,9730,Hiroki Kuroda,RP
547874,Hisashi Iwakuma,P,SEA,Seattle Mariners,R,R,1981,37381,iwakuhi01,Hisashi Iwakuma,1933858,Hisashi Iwakuma,SP,30965,Hisashi Iwakuma,SP,13048,Hisashi Iwakuma,P,iwakuhi01,9092,Hisashi Iwakuma,P,iwakh001,Hisashi Iwakuma,20120420,9092,Hisashi Iwakuma,SP,SP2,18099,Hisashi Iwakuma,SP
571948,Hoby Milner,P,PHI,Philadelphia Phillies,L,L,1991,70361,milneho01,Hoby Milner,2504136,Hoby Milner,RP,36088,Hoby Milner,RP,13346,Hoby Milner,P,,10736,Hoby Milner,P,,,22220202,10736,Hoby Milner,RP,,,,
456701,Homer Bailey,P,CIN,Cincinnati Reds,R,R,1986,45612,baileho02,Homer Bailey,583492,Homer Bailey,SP,28668,Homer Bailey,SP,8362,Homer Bailey,P,baileho02,7944,Homer Bailey,P,bailh001,Homer Bailey,20070608,7944,Homer Bailey,SP,,1085,Homer Bailey,SP
435062,Howie Kendrick,LF,WSH,Washington Nationals,R,R,1983,45437,kendrho01,Howie Kendrick,489785,Howie Kendrick,LF,6524,Howie Kendrick,LF,4229,Howie Kendrick,2B,kendrho01,7746,Howie Kendrick,LF,kendh001,Howie Kendrick,20060426,7746,Howie Kendrick,2B,LF1,4119,Howie Kendrick,1B/2B/3B/OF
279827,Humberto Quintero,C,SEA,Seattle Mariners,R,R,1979,41401,quinthu01,Humberto Quintero,174796,Humberto Quintero,C,5794,Humberto Quintero,C,1824,Humberto Quintero,C,quinthu01,7235,Humberto Quintero,C,quinh001,Humberto Quintero,20030903,7235,Humberto Quintero,C,,4539,Humberto Quintero,Util
543017,Hunter Cervenka,P,MIA,Miami Marlins,L,L,1990,59985,cervehu01,Hunter Cervenka,2120301,Hunter Cervenka,RP,33415,Hunter Cervenka,RP,10510,Hunter Cervenka,P,cervehu01,10268,Hunter Cervenka,P,cervh001,Hunter Cervenka,20160412,10268,Hunter Cervenka,RP,RP8,12178,Hunter Cervenka,RP
641531,Hunter Dozier,3B,KC,Kansas City Royals,R,R,1991,102574,doziehu01,Hunter Dozier,2066295,Hunter Dozier,RF,33233,Hunter Dozier,RF,15117,Hunter Dozier,OF,doziehu01,9579,Hunter Dozier,3B,dozih001,Hunter Dozier,20160912,9579,Hunter Dozier,3B,,18277,Hunter Dozier,3B/OF
452254,Hunter Pence,RF,SF,San Francisco Giants,R,R,1983,45465,pencehu01,Hunter Pence,584806,Hunter Pence,RF,28687,Hunter Pence,RF,8252,Hunter Pence,OF,pencehu01,7963,Hunter Pence,RF,pench001,Hunter Pence,20070428,7963,Hunter Pence,RF,RF1,515,Hunter Pence,OF
592669,Hunter Renfroe,RF,SD,San Diego Padres,R,R,1992,68660,renfrhu01,Hunter Renfroe,2069467,Hunter Renfroe,RF,33205,Hunter Renfroe,RF,15464,Hunter Renfroe,OF,renfrhu01,9889,Hunter Renfroe,RF,renfh001,Hunter Renfroe,20160921,9889,Hunter Renfroe,RF,RF1,18258,Hunter Renfroe,OF
519326,Hunter Strickland,P,SF,San Francisco Giants,R,R,1988,57557,strichu01,Hunter Strickland,2027413,Hunter Strickland,RP,32589,Hunter Strickland,RP,7836,Hunter Strickland,P,strichu01,9809,Hunter Strickland,P,strih001,Hunter Strickland,20140901,9809,Hunter Strickland,RP,RP3,8257,Hunter Strickland,RP
621056,Hunter Wood,P,TB,Tampa Bay Rays,R,R,1993,102124,woodhu01,Hunter Wood,2444517,Hunter Wood,RP,36062,Hunter Wood,RP,15091,Hunter Wood,P,,10716,Hunter Wood,P,,,22220202,10716,Hunter Wood,RP,,5904,Arcenio Leon,RP
434718,Huston Street,P,LAA,Los Angeles Angels,R,R,1983,45588,streehu01,Huston Street,546345,Huston Street,RP,6175,Huston Street,RP,8258,Huston Street,P,streehu01,7468,Huston Street,P,streh001,Huston Street,20050406,7468,Huston Street,RP,RP1,7099,Huston Street,RP
547943,Hyun-Jin Ryu,P,LAD,Los Angeles Dodgers,R,L,1987,60787,ryuhy01,Hyun-Jin Ryu,2029433,Hyun-Jin Ryu,SP,32582,Hyun-Jin Ryu,SP,14444,Hyun-Jin Ryu,P,ryuhy01,9317,Hyun-Jin Ryu,P,ryu-h001,Hyun-Jin Ryu,20130402,9317,Hyun-Jin Ryu,SP,SP7,18210,Hyun-Jin Ryu,SP/RP
547957,Hyun-soo Kim,RF,PHI,Philadelphia Phillies,L,R,1988,59497,kimhy01,Hyun Soo Kim,2215560,Hyun Soo Kim,LF,34885,Hyun Soo Kim,LF,18718,Hyun Soo Kim,OF,kimhy01,10104,Hyun Soo Kim,LF,kim-h001,Hyun Soo Kim,20160410,10104,Hyun Soo Kim,1B,LF1,23579,Hyun-soo Kim,OF
435622,Ian Desmond,LF,COL,Colorado Rockies,R,R,1985,45945,desmoia01,Ian Desmond,546867,Ian Desmond,LF,29646,Ian Desmond,LF,6885,Ian Desmond,SS,desmoia01,8589,Ian Desmond,LF,desmi001,Ian Desmond,20090910,8589,Ian Desmond,LF,LF3,2062,Ian Desmond,1B/OF
571687,Ian Gardeck,P,SF,San Francisco Giants,R,R,1990,70819,,,2210234,Ian Gardeck,RP,34864,Ian Gardeck,RP,sa598115,Ian Gardeck,,,,,,,,22220202,,,,,,,
664023,Ian Happ,CF,CHC,Chicago Cubs,S,R,1994,105437,happia01,Ian Happ,2184356,Ian Happ,CF,34945,Ian Happ,CF,17919,Ian Happ,2B/OF,,10440,Ian Happ,2B,,,20170513,10440,Ian Happ,2B,,18479,Ian Happ,2B/OF
453178,Ian Kennedy,P,KC,Kansas City Royals,R,R,1984,52572,kenneia01,Ian Kennedy,1262690,Ian Kennedy,SP,28864,Ian Kennedy,SP,6986,Ian Kennedy,P,kenneia01,8099,Ian Kennedy,P,kenni001,Ian Kennedy,20070901,8099,Ian Kennedy,SP,SP2,2162,Ian Kennedy,SP
435079,Ian Kinsler,2B,DET,Detroit Tigers,R,R,1982,45438,kinslia01,Ian Kinsler,489854,Ian Kinsler,2B,6197,Ian Kinsler,2B,6195,Ian Kinsler,2B,kinslia01,7490,Ian Kinsler,2B,kinsi001,Ian Kinsler,20060403,7490,Ian Kinsler,2B,2B1,7126,Ian Kinsler,2B
571871,Ian Krol,P,ATL,Atlanta Braves,L,L,1991,60611,krolia01,Ian Krol,2064551,Ian Krol,RP,31883,Ian Krol,RP,10066,Ian Krol,P,krolia01,9423,Ian Krol,P,kroli001,Ian Krol,20130605,9423,Ian Krol,RP,RP3,8546,Ian Krol,RP
622210,Ian Parmley,OF,TOR,Toronto Blue Jays,L,L,1989,100776,parmlia01,Ian Parmley,2734001,Ian Parmley,RF,36379,Ian Parmley,RF,13821,Ian Parmley,OF,,10742,Ian Parmley,RF,,,20170623,10742,Ian Parmley,RF,,,,
456655,Ian Stewart,3B,LAA,Los Angeles Angels,L,R,1985,45480,stewaia01,Ian Stewart,584808,Ian Stewart,3B,28722,Ian Stewart,3B,5950,Ian Stewart,3B,stewaia01,7993,Ian Stewart,3B,stewi001,Ian Stewart,20070811,7993,Ian Stewart,3B/1B,,1158,Ian Stewart,Util
621962,Ian Thomas,P,LAD,Los Angeles Dodgers,R,L,1987,100700,thomaia01,Ian Thomas,2114066,Ian Thomas,RP,33137,Ian Thomas,RP,13881,Ian Thomas,P,thomaia01,9661,Ian Thomas,P,thomi001,Ian Thomas,20140331,9661,Ian Thomas,RP,,,,
400085,Ichiro Suzuki,RF,MIA,Miami Marlins,L,R,1973,1184,suzukic01,Ichiro Suzuki,211807,Ichiro Suzuki,RF,4570,Ichiro Suzuki,RF,1101,Ichiro Suzuki,OF,suzukic01,6615,Ichiro Suzuki,RF,suzui001,Ichiro Suzuki,20010402,6615,Ichiro Suzuki,LF,LF2,15212,Ichiro Suzuki,OF
477195,Ike Davis,1B,NYY,New York Yankees,L,L,1987,57778,davisik02,Ike Davis,1666191,Ike Davis,1B,30532,Ike Davis,1B,8433,Ike Davis,1B,davisik02,8666,Ike Davis,1B,davii001,Ike Davis,20100419,8666,Ike Davis,1B,,5500,Ike Davis,1B
545121,Ildemaro Vargas,2B,ARI,Arizona Diamondbacks,S,R,1991,60095,vargail01,Ildemaro Vargas,2050861,Ildemaro Vargas,3B,32985,Ildemaro Vargas,3B,13324,Ildemaro Vargas,2B,,10752,Ildemaro Vargas,2B,,,20170629,10752,Ildemaro Vargas,2B,,16191,Hildemaro Vargas,2B/SS
458252,Irving Falu,2B,MIL,Milwaukee Brewers,S,R,1983,47508,faluir01,Irving Falu,1208708,Irving Falu,3B,30390,Irving Falu,3B,6165,Irving Falu,2B,faluir01,9172,Irving Falu,2B,falui001,Irving Falu,20120506,9172,Irving Falu,2B/3B,,3202,Irving Falu,2B/SS
474443,Ivan De Jesus,SS,CIN,Cincinnati Reds,R,R,1987,45862,dejesiv02,Ivan De Jesus,1098914,Ivan De Jesus,SS,30020,Ivan De Jesus,SS,9886,Ivan De Jesus,2B,dejesiv02,8885,Ivan De Jesus Jr.,SS,dejei002,Ivan De Jesus,20110401,8885,Iván De Jesús Jr.,2B,,17948,Ivan De Jesus,1B/2B/SS/3B
467100,Ivan Nova,P,PIT,Pittsburgh Pirates,R,R,1987,49832,novaiv01,Ivan Nova,1655641,Ivan Nova,SP,30400,Ivan Nova,SP,1994,Ivan Nova,P,novaiv01,8728,Ivan Nova,P,novai001,Ivan Nova,20100513,8728,Ivan Nova,SP,SP3,4105,Ivan Nova,SP
457918,J.A. Happ,P,TOR,Toronto Blue Jays,L,L,1982,46084,happja01,J.A. Happ,1184317,J.A. Happ,SP,28817,J.A. Happ,SP,7410,J.A. Happ,P,happja01,8061,J.A. Happ,P,happj001,J.A. Happ,20070630,8061,J.A. Happ,SP,SP3,3120,J.A. Happ,SP
543776,J.B. Shuck,CF,CWS,Chicago White Sox,L,L,1987,58670,shuckja01,J.B. Shuck,1741006,J.B. Shuck,CF,30741,J.B. Shuck,CF,6677,J.B. Shuck,OF,shuckja01,9009,J.B. Shuck,CF,shucj001,J.B. Shuck,20110805,9009,J.B. Shuck,RF,,16729,J.B. Shuck,OF
605525,J.B. Wendelken,P,OAK,Oakland Athletics,R,R,1993,100243,wendejb01,J.B. Wendelken,2119336,J.B. Wendelken,RP,34853,J.B. Wendelken,RP,14506,J.B. Wendelken,P,wendejb01,10287,J.B. Wendelken,P,wendj001,J.B. Wendelken,20160508,10287,J.B. Wendelken,RP,,,,
400268,J.C. Boscan,C,CHC,Chicago Cubs,R,R,1979,32953,boscajc01,J.C. Boscan,223541,J.C. Boscan,C,29554,J.C. Boscan,C,2324,J.C. Boscan,C,boscajc01,8804,J.C. Boscan,C,boscj001,J.C. Boscan,20101001,8804,J.C. Boscan,C,,1088,J.C. Boscan,Util
605204,J.D. Davis,3B,HOU,Houston Astros,R,R,1993,70799,davisjd01,J.D. Davis,2167497,J.D. Davis,3B,33796,J.D. Davis,3B,16219,J.D. Davis,3B,,10186,J.D. Davis,3B,,,20170805,,,,,18544,J.D. Davis,3B
502110,J.D. Martinez,RF,ARI,Arizona Diamondbacks,R,R,1987,59275,martijd02,J.D. Martinez,1795780,J.D. Martinez,RF,31065,J.D. Martinez,RF,6184,J.D. Martinez,OF,martijd02,9002,J.D. Martinez,RF,martj006,J.D. Martinez,20110730,9002,J.D. Martinez,RF,RF1,5903,J.D. Martinez,OF
429666,J.J. Hardy,SS,BAL,Baltimore Orioles,R,R,1982,31369,hardyjj01,J.J. Hardy,292125,J.J. Hardy,SS,5908,J.J. Hardy,SS,3797,J.J. Hardy,SS,hardyjj01,7283,J.J. Hardy,SS,hardj003,J.J. Hardy,20050404,7283,J.J. Hardy,SS,SS1,12533,J.J. Hardy,SS
543331,J.J. Hoover,P,ARI,Arizona Diamondbacks,R,R,1987,57985,hoovejj01,J.J. Hoover,1914484,J.J. Hoover,RP,32557,J.J. Hoover,RP,9037,J.J. Hoover,P,hoovejj01,9163,J.J. Hoover,P,hoovj002,J.J. Hoover,20120425,9163,J.J. Hoover,RP,,4717,J.J. Hoover,RP
450317,J.P. Arencibia,C,TB,Tampa Bay Rays,R,R,1986,52678,arencjp01,J.P. Arencibia,1522585,J.P. Arencibia,C,29537,J.P. Arencibia,C,697,J.P. Arencibia,,arencjp01,8655,J.P. Arencibia,C,arenj001,J.P. Arencibia,20100807,8655,J.P. Arencibia,C,,5662,J.P. Arencibia,C
641487,J.P. Crawford,SS,PHI,Philadelphia Phillies,L,R,1995,102559,crawfjp01,J.P. Crawford,2066300,J.P. Crawford,3B,33210,J.P. Crawford,3B,15491,J.P. Crawford,3B,,9610,J.P. Crawford,SS,,,20170905,,,,,18272,J.P. Crawford,SS/3B
434442,J.P. Howell,P,TOR,Toronto Blue Jays,L,L,1983,45541,howeljp01,J.P. Howell,530358,J.P. Howell,RP,6312,J.P. Howell,RP,8245,J.P. Howell,P,howeljp01,7572,J.P. Howell,P,howej003,J.P. Howell,20050611,7572,J.P. Howell,RP,RP3,988,J.P. Howell,RP
543242,J.R. Graham,P,NYY,New York Yankees,R,R,1990,70305,grahajr01,J.R. Graham,1947817,J.R. Graham,RP,32125,J.R. Graham,RP,12042,J.R. Graham,P,grahajr01,9543,J.R. Graham,P,grahj002,J.R. Graham,20150406,9543,J.R. Graham,RP,,18209,J.R. Graham,RP
608638,J.T. Chargois,P,MIN,Minnesota Twins,S,R,1990,100288,chargjt01,J.T. Chargois,2210203,J.T. Chargois,RP,34854,J.T. Chargois,RP,13767,J.T. Chargois,P,chargjt01,10132,J.T. Chargois,P,charj001,J.T. Chargois,20160611,10132,J.T. Chargois,RP,RP9,23620,J.T. Chargois,RP
592663,J.T. Realmuto,C,MIA,Miami Marlins,R,R,1991,67084,realmjt01,J.T. Realmuto,1947839,J.T. Realmuto,C,32177,J.T. Realmuto,C,11739,J.T. Realmuto,C,realmjt01,9718,J.T. Realmuto,C,realj001,J.T. Realmuto,20140605,9718,J.T. Realmuto,C,1B4,14864,Jacob Realmuto,C/1B
595375,J.T. Riddle,SS,MIA,Miami Marlins,L,R,1991,68945,riddljt01,JT Riddle,2121291,JT Riddle,SS,33526,JT Riddle,SS,17642,J.T. Riddle,SS,,10517,JT Riddle,SS,,,20170411,10517,JT Riddle,2B,SS3,23772,J.T. Riddle,2B/SS
518466,Jabari Blash,RF,SD,San Diego Padres,R,R,1989,65856,blashja01,Jabari Blash,1954884,Jabari Blash,RF,31765,Jabari Blash,RF,11247,Jabari Blash,OF,blashja01,10247,Jabari Blash,RF,blasj001,Jabari Blash,20160404,10247,Jabari Blash,LF,,14721,Jabari Blash,OF
605240,Jace Fry,P,CWS,Chicago White Sox,L,L,1993,70825,fryja01,Jace Fry,2171636,Jace Fry,SP,34240,Jace Fry,SP,16159,Jace Fry,P,,10822,Jace Fry,P,,,20170905,,,,,,,
607054,Jace Peterson,2B,ATL,Atlanta Braves,L,R,1990,69854,peterja01,Jace Peterson,1959186,Jace Peterson,2B,32323,Jace Peterson,2B,12325,Jace Peterson,2B,peterja01,9618,Jace Peterson,2B,petej002,Jace Peterson,20140425,9618,Jace Peterson,2B,LF2,18290,Jace Peterson,1B/2B/3B/OF
656427,Jack Flaherty,P,STL,St. Louis Cardinals,R,R,1995,104779,flaheja01,Jack Flaherty,2135266,Jack Flaherty,RP,33837,Jack Flaherty,RP,17479,Jack Flaherty,P,,10592,Jack Flaherty,P,,,20170901,,,,,20920,Jack Flaherty,SP/RP
435219,Jack Hannahan,1B,CIN,Cincinnati Reds,L,R,1980,31742,hannaja01,Jack Hannahan,292452,Jack Hannahan,3B,28468,Jack Hannahan,3B,3692,Jack Hannahan,3B,hannaja01,7774,Jack Hannahan,1B,hannj001,Jack Hannahan,20060525,7774,Jack Hannahan,1B/3B,,1067,Jack Hannahan,Util
605333,Jack Leathersich,P,PIT,Pittsburgh Pirates,R,L,1990,70461,leathja01,Jack Leathersich,2050710,Jack Leathersich,RP,32975,Jack Leathersich,RP,12562,Jack Leathersich,P,leathja01,9948,Jack Leathersich,P,leatj001,Jack Leathersich,20150429,9948,Jack Leathersich,RP,,18242,Jack Leathersich,RP
