objectid,objectid_1,input_fid,near_fid,distance,distmet,distmiles,from_county,fromschoolnum,fromschool,fromlat,fromlon,tocounty,toschoolnum,toschoolname,tolat,tolon,tsid,fsid,tcoid,fcoid,copairid
500019,500019,1011,720,.24078304,26760.387,16.628128,LEON,1161,CANOPY OAKS ELEMENTARY SCHOOL,30.510735,-84.34713,GADSDEN,9026,HEAD START PROGRAM,30.57723,-84.578545,558,863,18,34,165
501377,501377,1028,720,.25403416,28233.104,17.543232,LEON,501,SPRINGWOOD ELEMENTARY SCHOOL,30.492649,-84.339005,GADSDEN,9026,HEAD START PROGRAM,30.57723,-84.578545,558,859,18,34,165
501376,501376,1028,721,.25608119,28460.607,17.684597,LEON,501,SPRINGWOOD ELEMENTARY SCHOOL,30.492649,-84.339005,GADSDEN,201,STEWART STREET ELEMENTARY SCHL,30.576237,-84.581062,559,859,18,34,165
315149,315149,716,1028,.25644159,28500.662,17.709486,GADSDEN,8016,BOLD STEP INFANT CARE,30.580011,-84.580109,LEON,501,SPRINGWOOD ELEMENTARY SCHOOL,30.492649,-84.339005,866,558,34,18,165
1011305,1011305,1828,720,.38999209,43343.332,26.932289,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,GADSDEN,9026,HEAD START PROGRAM,30.57723,-84.578545,558,1856,18,61,166
315485,315485,720,1828,.38999209,43343.332,26.932289,GADSDEN,9026,HEAD START PROGRAM,30.57723,-84.578545,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,1859,559,61,18,166
1011304,1011304,1828,721,.39062625,43413.813,26.976084,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,GADSDEN,201,STEWART STREET ELEMENTARY SCHL,30.576237,-84.581062,559,1856,18,61,166
315568,315568,721,1828,.39062625,43413.813,26.976084,GADSDEN,201,STEWART STREET ELEMENTARY SCHL,30.576237,-84.581062,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,1859,557,61,18,166
315147,315147,716,1828,.39316666,43696.148,27.15152,GADSDEN,8016,BOLD STEP INFANT CARE,30.580011,-84.580109,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,1859,558,61,18,166
315257,315257,717,1836,.72193748,80235.406,49.855957,GADSDEN,151,CHATTAHOOCHEE ELEMENTARY SCHL,30.701052,-84.834846,WASHINGTON,41,KATE M. SMITH ELEMENTARY SCHOOL,30.771488,-85.553345,1867,556,63,18,167
1012224,1012224,1836,719,.84132946,93504.516,58.100994,WASHINGTON,41,KATE M. SMITH ELEMENTARY SCHOOL,30.771488,-85.553345,GADSDEN,141,GREENSBORO ELEMENTARY SCHOOL,30.570299,-84.73642,557,1867,18,63,167
315426,315426,719,1836,.84132946,93504.516,58.100994,GADSDEN,141,GREENSBORO ELEMENTARY SCHOOL,30.570299,-84.73642,WASHINGTON,41,KATE M. SMITH ELEMENTARY SCHOOL,30.771488,-85.553345,1867,555,63,18,167
317143,317143,728,722,.73184186,81336.172,50.539936,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,566,19,22,168
315898,315898,722,729,.78341985,87068.5,54.101841,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,567,560,22,19,168
462906,462906,935,722,.43458638,48299.496,30.011906,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,773,19,31,169
316078,316078,723,935,.58681071,65217.555,40.524296,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,773,561,31,19,169
316015,316015,723,1031,.17054282,18953.959,11.77744,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,29.480194,-82.870468,869,561,35,19,170
502097,502097,1031,722,.27098009,30116.457,18.713493,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,29.480194,-82.870468,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,870,19,35,170
315680,315680,722,1031,.27098009,30116.457,18.713493,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,29.480194,-82.870468,869,560,35,19,170
501710,501710,1030,722,.36690861,40777.855,25.338177,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,871,19,35,170
316018,316018,723,1032,.39650875,44067.586,27.38232,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,870,561,35,19,170
315800,315800,722,1035,.81036747,90063.43,55.962803,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,MADISON,101,LEE ELEMENTARY SCHOOL,30.424309,-83.305595,873,560,36,19,171
316022,316022,723,1097,.62503779,69466.07,43.164204,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,935,561,38,19,172
530240,530240,1080,723,.6503734,72281.852,44.913845,MARION,641,DUNNELLON ELEMENTARY SCHOOL,29.073784,-82.418236,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,936,19,38,172
315985,315985,723,1080,.6503734,72281.852,44.913845,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,MARION,641,DUNNELLON ELEMENTARY SCHOOL,29.073784,-82.418236,918,561,38,19,172
316002,316002,723,1086,.67252594,74743.859,46.443668,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,MARION,211,FESSENDEN ELEMENTARY SCHOOL,29.27973,-82.191673,924,561,38,19,172
535409,535409,1086,723,.67252594,74743.859,46.443668,MARION,211,FESSENDEN ELEMENTARY SCHOOL,29.27973,-82.191673,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,919,19,38,172
903821,903821,1630,723,.73493695,81680.156,50.753681,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,1659,19,50,173
316060,316060,723,1630,.73493695,81680.156,50.753681,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,1661,561,50,19,173
316059,316059,723,1632,.74137884,82396.109,51.198551,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,561,50,19,173
905038,905038,1632,723,.74137884,82396.109,51.198551,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,1664,19,50,173
315725,315725,722,1630,.81351072,90412.773,56.179874,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,1661,560,50,19,173
976614,976614,1766,722,.22168635,24637.998,15.309338,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,1800,19,57,174
315741,315741,722,1766,.22168635,24637.998,15.309338,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,1797,560,57,19,174
316077,316077,723,1766,.37389815,41554.664,25.820864,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,1797,561,57,19,174
976613,976613,1766,723,.37389815,41554.664,25.820864,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,1800,19,57,174
976876,976876,1767,722,.54412299,60473.285,37.576347,SUWANNEE,60,SUWANNEE ELEMENTARY SCHOOL,30.27829,-82.988297,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,1799,19,57,174
315739,315739,722,1771,.79914796,88816.508,55.188,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,TAYLOR,41,TAYLOR COUNTY ELEMENTARY SCHL,30.11982,-83.563858,1802,560,58,19,175
315740,315740,722,1770,.80637372,89619.57,55.687,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,TAYLOR,141,PERRY PRIMARY SCHOOL,30.123398,-83.570145,1801,560,58,19,175
315738,315738,722,1772,.81156701,90196.75,56.045643,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,TAYLOR,51,TAYLOR COUNTY PRE-K,30.121204,-83.577126,1803,560,58,19,175
978030,978030,1773,722,.57247221,63623.992,39.534103,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,1804,19,59,176
978029,978029,1773,723,.58088881,64559.398,40.115337,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,1804,19,59,176
316647,316647,724,733,.77024764,85604.555,53.192188,GLADES,59,GLADES WEST,26.80633,-81.441895,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOOL,27.495647,-81.785576,571,562,23,20,177
316700,316700,724,732,.82738155,91954.359,57.137772,GLADES,59,GLADES WEST,26.80633,-81.441895,HARDEE,91,WAUCHULA ELEMENTARY SCHOOL,27.542351,-81.819824,570,562,23,20,177
316701,316701,724,731,.842264,93608.383,58.165535,GLADES,59,GLADES WEST,26.80633,-81.441895,HARDEE,111,NORTH WAUCHULA ELEMENTARY SCHL,27.560741,-81.816422,569,562,23,20,177
317677,317677,730,724,.86694276,96351.148,59.869812,HARDEE,11,HILLTOP ELEMENTARY SCHOOL,27.586382,-81.82019,GLADES,59,GLADES WEST,26.80633,-81.441895,562,568,20,23,177
323368,323368,737,724,.040572207,4509.1543,2.8018579,HENDRY,192,EDWARD A. UPTHEGROVE ELEM.,26.765787,-81.4403,GLADES,59,GLADES WEST,26.80633,-81.441895,562,576,20,24,178
316488,316488,724,735,.061605208,6846.7412,4.2543664,GLADES,59,GLADES WEST,26.80633,-81.441895,HENDRY,191,COUNTRY OAKS ELEMENTARY SCHOOL,26.752089,-81.412682,573,562,24,20,178
322059,322059,735,724,.061605208,6846.7412,4.2543664,HENDRY,191,COUNTRY OAKS ELEMENTARY SCHOOL,26.752089,-81.412682,GLADES,59,GLADES WEST,26.80633,-81.441895,562,575,20,24,178
324201,324201,738,724,.36965027,41082.563,25.527514,HENDRY,402,MONTURA EARLY LEARNING CENTER,26.641769,-81.110893,GLADES,59,GLADES WEST,26.80633,-81.441895,562,577,20,24,178
321517,321517,734,724,.51464468,57197.098,35.540615,HENDRY,171,CENTRAL ELEMENTARY SCHOOL,26.745844,-80.930817,GLADES,59,GLADES WEST,26.80633,-81.441895,562,574,20,24,178
335607,335607,753,724,.47646764,52954.137,32.904163,HIGHLANDS,31,LAKE COUNTRY ELEMENTARY SCHOOL,27.268641,-81.326607,GLADES,59,GLADES WEST,26.80633,-81.441895,562,590,20,26,179
316654,316654,724,754,.49340153,54836.152,34.073593,GLADES,59,GLADES WEST,26.80633,-81.441895,HIGHLANDS,211,LAKE PLACID ELEMENTARY SCHOOL,27.294386,-81.369461,592,562,26,20,179
333864,333864,751,724,.61731017,68607.234,42.630547,HIGHLANDS,71,CRACKER TRAIL ELEM. SCHOOL,27.423624,-81.44622,GLADES,59,GLADES WEST,26.80633,-81.441895,562,593,20,26,179
340796,340796,759,724,.66111255,73475.383,45.655472,HIGHLANDS,11,THE KINDERGARTEN LEARNING CENTER,27.467411,-81.435539,GLADES,59,GLADES WEST,26.80633,-81.441895,562,588,20,26,179
316651,316651,724,759,.66111255,73475.383,45.655472,GLADES,59,GLADES WEST,26.80633,-81.441895,HIGHLANDS,11,THE KINDERGARTEN LEARNING CENTER,27.467411,-81.435539,597,562,26,20,179
492346,492346,983,724,.27060336,30074.588,18.687477,LEE,301,LEHIGH ELEMENTARY SCHOOL,26.609035,-81.627098,GLADES,59,GLADES WEST,26.80633,-81.441895,562,811,20,33,180
495795,495795,994,724,.28249168,31395.844,19.508467,LEE,93,RIVER HALL ELEMENTARY SCHOOL,26.704922,-81.705551,GLADES,59,GLADES WEST,26.80633,-81.441895,562,800,20,33,180
489331,489331,974,724,.28660175,31852.631,19.792301,LEE,291,G. WEAVER HIPPS ELEMENTARY SCHOOL,26.608271,-81.649048,GLADES,59,GLADES WEST,26.80633,-81.441895,562,810,20,33,180
493060,493060,985,724,.29368797,32640.188,20.281666,LEE,371,MIRROR LAKES ELEMENTARY SCHOOL,26.569038,-81.614937,GLADES,59,GLADES WEST,26.80633,-81.441895,562,815,20,33,180
316401,316401,724,985,.29368797,32640.188,20.281666,GLADES,59,GLADES WEST,26.80633,-81.441895,LEE,371,MIRROR LAKES ELEMENTARY SCHOOL,26.569038,-81.614937,823,562,33,20,180
316657,316657,724,1158,.73400354,81576.414,50.68922,GLADES,59,GLADES WEST,26.80633,-81.441895,OKEECHOBEE,112,SOUTH ELEMENTARY SCHOOL,27.220833,-80.836128,1189,562,43,20,181
316658,316658,724,1157,.73407519,81584.383,50.694168,GLADES,59,GLADES WEST,26.80633,-81.441895,OKEECHOBEE,181,SEMINOLE ELEMENTARY SCHOOL,27.269337,-80.872253,1188,562,43,20,181
316661,316661,724,1154,.74457407,82751.219,51.419205,GLADES,59,GLADES WEST,26.80633,-81.441895,OKEECHOBEE,31,CENTRAL ELEMENTARY SCHOOL,27.237741,-80.835037,1185,562,43,20,181
316656,316656,724,1159,.74696124,83016.531,51.584064,GLADES,59,GLADES WEST,26.80633,-81.441895,OKEECHOBEE,9004,STUDENT SERV./SPECIAL PROGRAMS,27.236429,-80.831184,1190,562,43,20,181
568116,568116,1156,724,.7612046,84599.523,52.567688,OKEECHOBEE,161,NORTH ELEMENTARY SCHOOL,27.270802,-80.838814,GLADES,59,GLADES WEST,26.80633,-81.441895,562,1187,20,43,181
316493,316493,724,1398,.72975445,81104.18,50.395782,GLADES,59,GLADES WEST,26.80633,-81.441895,PALM BEACH,1321,ROSENWALD ELEMENTARY SCHOOL,26.663286,-80.726295,1429,562,46,20,182
738698,738698,1398,724,.72975445,81104.18,50.395782,PALM BEACH,1321,ROSENWALD ELEMENTARY SCHOOL,26.663286,-80.726295,GLADES,59,GLADES WEST,26.80633,-81.441895,562,1387,20,46,182
709037,709037,1346,724,.77126694,85717.836,53.262577,PALM BEACH,1251,GLADE VIEW ELEMENTARY SCHOOL,26.677563,-80.68145,GLADES,59,GLADES WEST,26.80633,-81.441895,562,1386,20,46,182
316498,316498,724,1346,.77126694,85717.836,53.262577,GLADES,59,GLADES WEST,26.80633,-81.441895,PALM BEACH,1251,GLADE VIEW ELEMENTARY SCHOOL,26.677563,-80.68145,1377,562,46,20,182
735285,735285,1392,724,.77505594,86138.945,53.524242,PALM BEACH,2371,PIONEER PARK ELEMENTARY SCHOOL,26.669008,-80.6791,GLADES,59,GLADES WEST,26.80633,-81.441895,562,1426,20,46,182
316571,316571,724,1694,.71309185,79252.32,49.24509,GLADES,59,GLADES WEST,26.80633,-81.441895,SARASOTA,1241,ATWATER ELEMENTARY,27.064596,-82.106567,1686,562,52,20,183
928303,928303,1694,724,.71309185,79252.32,49.24509,SARASOTA,1241,ATWATER ELEMENTARY,27.064596,-82.106567,GLADES,59,GLADES WEST,26.80633,-81.441895,562,1704,20,52,183
316567,316567,724,1716,.75284499,83670.438,51.990383,GLADES,59,GLADES WEST,26.80633,-81.441895,SARASOTA,1231,TOLEDO BLADE ELEMENTARY SCHOOL,27.066143,-82.148483,1708,562,52,20,183
940481,940481,1716,724,.75284499,83670.438,51.990383,SARASOTA,1231,TOLEDO BLADE ELEMENTARY SCHOOL,27.066143,-82.148483,GLADES,59,GLADES WEST,26.80633,-81.441895,562,1703,20,52,183
931067,931067,1699,724,.7885437,87637.961,54.455685,SARASOTA,1271,CRANBERRY ELEMENTARY SCHOOL,27.056667,-82.189644,GLADES,59,GLADES WEST,26.80633,-81.441895,562,1705,20,52,183
317112,317112,727,934,.6499334,72232.945,44.883457,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,JACKSON,171,SNEADS ELEMENTARY SCHOOL,30.704605,-84.941353,772,563,30,21,184
462800,462800,934,727,.6499334,72232.945,44.883457,JACKSON,171,SNEADS ELEMENTARY SCHOOL,30.704605,-84.941353,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,565,769,21,30,184
317109,317109,727,932,.67106515,74581.508,46.342789,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,JACKSON,9046,JCSB TAPP CONTRACT SITE,30.776228,-85.227036,770,563,30,21,184
462605,462605,932,727,.67106515,74581.508,46.342789,JACKSON,9046,JCSB TAPP CONTRACT SITE,30.776228,-85.227036,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,565,772,21,30,184
317108,317108,727,933,.67396414,74903.695,46.542988,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,JACKSON,41,RIVERSIDE ELEMENTARY SCHOOL,30.779579,-85.215874,771,563,30,21,184
1011077,1011077,1826,727,.80420357,89378.383,55.537132,WAKULLA,11,MEDART ELEMENTARY SCHOOL,30.080482,-84.390602,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,565,1855,21,61,185
317058,317058,727,1826,.80420357,89378.383,55.537132,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,WAKULLA,11,MEDART ELEMENTARY SCHOOL,30.080482,-84.390602,1857,563,61,21,185
317060,317060,727,1824,.80501151,89468.172,55.59293,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,WAKULLA,31,CRAWFORDVILLE ELEMENTARY SCHOOL,30.182083,-84.392998,1855,563,61,21,185
1010903,1010903,1824,727,.80501151,89468.172,55.59293,WAKULLA,31,CRAWFORDVILLE ELEMENTARY SCHOOL,30.182083,-84.392998,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,565,1857,21,61,185
1011164,1011164,1827,727,.81811935,90924.961,56.498135,WAKULLA,9046,PREK TAPP BABIES,30.176701,-84.379349,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,565,1860,21,61,185
1012258,1012258,1837,727,.73096311,81238.516,50.479256,WASHINGTON,151,VERNON ELEMENTARY SCHOOL,30.627001,-85.707062,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,565,1868,21,63,186
317105,317105,727,1837,.73096311,81238.516,50.479256,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,WASHINGTON,151,VERNON ELEMENTARY SCHOOL,30.627001,-85.707062,1868,563,63,21,186
317106,317106,727,1836,.75615573,84038.391,52.219021,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,WASHINGTON,41,KATE M. SMITH ELEMENTARY SCHOOL,30.771488,-85.553345,1867,563,63,21,186
1012154,1012154,1836,727,.75615573,84038.391,52.219021,WASHINGTON,41,KATE M. SMITH ELEMENTARY SCHOOL,30.771488,-85.553345,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,565,1867,21,63,186
463013,463013,935,728,.48468554,53867.465,33.471684,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,566,773,22,31,187
463042,463042,935,729,.50289983,55891.781,34.72953,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,567,773,22,31,187
503829,503829,1035,729,.33757511,37517.762,23.312449,MADISON,101,LEE ELEMENTARY SCHOOL,30.424309,-83.305595,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,567,873,22,36,188
317597,317597,729,1037,.37434918,41604.793,25.852013,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,MADISON,111,PINETTA ELEMENTARY SCHOOL,30.594431,-83.350563,875,567,36,22,188
317257,317257,728,1035,.37945363,42172.098,26.204517,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,MADISON,101,LEE ELEMENTARY SCHOOL,30.424309,-83.305595,873,566,36,22,188
317495,317495,729,1036,.42961788,47747.301,29.668789,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,MADISON,8010,MADISON TAP PROGRAM,30.471157,-83.40937,874,567,36,22,188
317362,317362,728,1037,.43612647,48470.66,30.118263,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,MADISON,111,PINETTA ELEMENTARY SCHOOL,30.594431,-83.350563,875,566,36,22,188
317259,317259,728,1768,.20581466,22874.035,14.213263,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,SUWANNEE,42,SUWANNEE INTERMEDIATE SCHOOL,30.283506,-82.995262,1799,566,57,22,189
317260,317260,728,1767,.20872036,23196.971,14.413925,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,SUWANNEE,60,SUWANNEE ELEMENTARY SCHOOL,30.27829,-82.988297,1798,566,57,22,189
317258,317258,728,1769,.20927069,23258.135,14.45193,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,SUWANNEE,11,SUWANNEE PRIMARY SCHOOL,30.280178,-82.996208,1800,566,57,22,189
317498,317498,729,1768,.24044944,26723.311,16.605091,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,SUWANNEE,42,SUWANNEE INTERMEDIATE SCHOOL,30.283506,-82.995262,1799,567,57,22,189
317499,317499,729,1767,.24540894,27274.504,16.947586,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,SUWANNEE,60,SUWANNEE ELEMENTARY SCHOOL,30.27829,-82.988297,1798,567,57,22,189
317423,317423,729,1771,.70746732,78627.211,48.85667,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,TAYLOR,41,TAYLOR COUNTY ELEMENTARY SCHL,30.11982,-83.563858,1802,567,58,22,190
977833,977833,1771,729,.70746732,78627.211,48.85667,TAYLOR,41,TAYLOR COUNTY ELEMENTARY SCHL,30.11982,-83.563858,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,567,1801,22,58,190
977728,977728,1770,729,.71061331,78976.852,49.073925,TAYLOR,141,PERRY PRIMARY SCHOOL,30.123398,-83.570145,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,567,1803,22,58,190
317182,317182,728,1770,.73209035,81363.789,50.557098,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,TAYLOR,141,PERRY PRIMARY SCHOOL,30.123398,-83.570145,1801,566,58,22,190
317180,317180,728,1772,.73926026,82160.648,51.052246,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,TAYLOR,51,TAYLOR COUNTY PRE-K,30.121204,-83.577126,1803,566,58,22,190
978150,978150,1773,728,.74331659,82611.461,51.332367,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,566,1804,22,59,191
317436,317436,729,1773,.81268227,90320.695,56.122662,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,567,59,22,191
320250,320250,733,737,.80741102,89734.852,55.758633,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOOL,27.495647,-81.785576,HENDRY,192,EDWARD A. UPTHEGROVE ELEM.,26.765787,-81.4403,575,569,24,23,192
323527,323527,737,733,.80741102,89734.852,55.758633,HENDRY,192,EDWARD A. UPTHEGROVE ELEM.,26.765787,-81.4403,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOOL,27.495647,-81.785576,571,576,23,24,192
322218,322218,735,733,.8318246,92448.156,57.444603,HENDRY,191,COUNTRY OAKS ELEMENTARY SCHOOL,26.752089,-81.412682,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOOL,27.495647,-81.785576,571,575,23,24,192
320251,320251,733,735,.8318246,92448.156,57.444603,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOOL,27.495647,-81.785576,HENDRY,191,COUNTRY OAKS ELEMENTARY SCHOOL,26.752089,-81.412682,573,569,24,23,192
323580,323580,737,732,.86434197,96062.102,59.690205,HENDRY,192,EDWARD A. UPTHEGROVE ELEM.,26.765787,-81.4403,HARDEE,91,WAUCHULA ELEMENTARY SCHOOL,27.542351,-81.819824,570,576,23,24,192
339986,339986,758,733,.27596354,30670.314,19.057644,HIGHLANDS,291,SUN 'N LAKE ELEMENTARY SCHOOL,27.537163,-81.512756,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOOL,27.495647,-81.785576,571,597,23,26,193
333046,333046,750,733,.29666901,32971.496,20.487532,HIGHLANDS,101,AVON ELEMENTARY SCHOOL,27.602581,-81.50885,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOOL,27.495647,-81.785576,571,595,23,26,193
340059,340059,758,731,.30457798,33850.492,21.033714,HIGHLANDS,291,SUN 'N LAKE ELEMENTARY SCHOOL,27.537163,-81.512756,HARDEE,111,NORTH WAUCHULA ELEMENTARY SCHL,27.560741,-81.816422,569,597,23,26,193
318672,318672,731,758,.30457798,33850.492,21.033714,HARDEE,111,NORTH WAUCHULA ELEMENTARY SCHL,27.560741,-81.816422,HIGHLANDS,291,SUN 'N LAKE ELEMENTARY SCHOOL,27.537163,-81.512756,596,571,26,23,193
320400,320400,733,755,.30543825,33946.102,21.093124,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOOL,27.495647,-81.785576,HIGHLANDS,15,MEMORIAL ELEMENTARY SCHOOL,27.586855,-81.494072,593,569,26,23,193
317996,317996,730,863,.42026028,46707.309,29.022566,HARDEE,11,HILLTOP ELEMENTARY SCHOOL,27.586382,-81.82019,HILLSBOROUGH,3362,PINECREST ELEMENTARY SCHOOL,27.84939,-82.14798,701,568,27,23,194
318859,318859,731,863,.43960014,48856.723,30.358149,HARDEE,111,NORTH WAUCHULA ELEMENTARY SCHL,27.560741,-81.816422,HILLSBOROUGH,3362,PINECREST ELEMENTARY SCHOOL,27.84939,-82.14798,701,571,27,23,194
