objectid,objectid_1,input_fid,near_fid,distance,distmet,distmiles,from_county,fromschoolnum,fromschool,fromlat,fromlon,tocounty,toschoolnum,toschoolname,tolat,tolon,tsid,fsid,tcoid,fcoid,copairid
236,236,0,33,.58940768,65506.184,40.703644,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,30.280935,-82.158279,38,10,2,1,1
15431,15431,33,27,.60315299,67033.82,41.65287,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,30.280935,-82.158279,ALACHUA,571,W. W. IRBY ELEMENTARY SCHOOL,29.779131,-82.492928,32,38,1,2,1
12553,12553,25,33,.60940862,67729.063,42.084877,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,30.280935,-82.158279,38,29,2,1,1
14525,14525,30,25,.61391056,68229.406,42.395775,BAKER,31,J FRANKLYN KELLER INTERMEDIATE SCHOOL,30.277275,-82.128227,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,30,37,1,2,1
15452,15452,33,2,.61633909,68499.313,42.563484,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,30.280935,-82.158279,ALACHUA,541,C. W. NORTON ELEMENTARY SCHOOL,29.696526,-82.354088,3,38,1,2,1
12499,12499,25,57,.31886026,35437.813,22.020029,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,BRADFORD,81,SOUTHSIDE ELEMENTARY SCHOOL,29.935579,-82.103439,70,29,4,1,2
19127,19127,58,25,.32023278,35590.348,22.114811,BRADFORD,51,STARKE ELEMENTARY SCHOOL,29.95179,-82.122414,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,30,67,1,4,2
12498,12498,25,58,.32023278,35590.348,22.114811,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,BRADFORD,51,STARKE ELEMENTARY SCHOOL,29.95179,-82.122414,71,29,4,1,2
3774,3774,7,58,.32304946,35903.395,22.309326,ALACHUA,492,FEARNSIDE FAMILY SERVICES CENTER,29.685831,-82.305786,BRADFORD,51,STARKE ELEMENTARY SCHOOL,29.95179,-82.122414,71,19,4,1,2
9136,9136,18,57,.32351583,35955.227,22.341536,ALACHUA,341,MARJORIE KINNAN RAWLINGS ELEM,29.68434,-82.307251,BRADFORD,81,SOUTHSIDE ELEMENTARY SCHOOL,29.935579,-82.103439,70,16,4,1,2
139447,139447,284,20,.56278849,62547.75,38.865356,CITRUS,181,CITRUS SPRINGS ELEMENTARY SCHOOL,28.980583,-82.494537,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,326,1,9,3
9942,9942,20,287,.61540937,68395.977,42.499279,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,CITRUS,171,HERNANDO ELEMENTARY SCHOOL,28.896627,-82.383759,322,30,9,1,3
141834,141834,287,20,.61540937,68395.977,42.499279,CITRUS,171,HERNANDO ELEMENTARY SCHOOL,28.896627,-82.383759,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,325,1,9,3
9943,9943,20,286,.61958897,68860.5,42.787918,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,CITRUS,25,FOREST RIDGE ELEMENTARY SCHOOL,28.9048,-82.444298,321,30,9,1,3
141019,141019,286,20,.61958897,68860.5,42.787918,CITRUS,25,FOREST RIDGE ELEMENTARY SCHOOL,28.9048,-82.444298,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,319,1,9,3
2217,2217,4,301,.19281016,21428.73,13.315191,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,12,10,1,4
149195,149195,301,4,.19281016,21428.73,13.315191,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,334,1,10,4
149240,149240,301,15,.26762646,29743.738,18.481895,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,ALACHUA,71,LAKE FOREST ELEMENTARY SCHOOL,29.647249,-82.270287,18,334,1,10,4
149217,149217,301,25,.28365386,31525.004,19.588724,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,30,334,1,10,4
12463,12463,25,301,.28365386,31525.004,19.588724,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,29,10,1,4
167832,167832,352,0,.25685164,28546.234,17.737803,COLUMBIA,121,FORT WHITE ELEMENTARY SCHOOL,29.926691,-82.713219,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,1,387,1,12,5
13349,13349,27,352,.26514596,29468.055,18.310595,ALACHUA,571,W. W. IRBY ELEMENTARY SCHOOL,29.779131,-82.492928,COLUMBIA,121,FORT WHITE ELEMENTARY SCHOOL,29.926691,-82.713219,387,28,12,1,5
166891,166891,349,1841,.26792797,29777.248,18.502718,COLUMBIA,261,COLUMBIA CITY ELEMENTARY SCHOOL,30.080526,-82.696281,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,390,1,12,5
167804,167804,352,22,.30555204,33958.746,21.100981,COLUMBIA,121,FORT WHITE ELEMENTARY SCHOOL,29.926691,-82.713219,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,25,387,1,12,5
1014357,1014357,1841,358,.33679581,37431.148,23.258631,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,COLUMBIA,271,WESTSIDE ELEMENTARY SCHOOL,30.153028,-82.699539,393,17,12,1,5
273556,273556,562,22,.36743641,40836.516,25.374626,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,29.592583,-82.978157,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,25,397,1,14,6
273553,273553,562,1841,.45696774,50786.938,31.557529,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,29.592583,-82.978157,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,397,1,14,6
592,592,1,562,.46129394,51267.746,31.856291,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,29.592583,-82.978157,400,11,14,1,6
273546,273546,562,1,.46129394,51267.746,31.856291,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,29.592583,-82.978157,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,2,397,1,14,6
10936,10936,22,561,.51012069,56694.305,35.228199,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,DIXIE,43,KINDER CUB SCHOOL INC,29.639524,-83.123642,399,25,14,1,6
281805,281805,588,4,.66338152,73727.555,45.812164,DUVAL,2551,ENTERPRISE LEARNING ACADEMY,30.199722,-81.820671,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,501,1,15,7
2253,2253,4,588,.66338152,73727.555,45.812164,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,DUVAL,2551,ENTERPRISE LEARNING ACADEMY,30.199722,-81.820671,426,12,15,1,7
279854,279854,582,4,.66762799,74199.508,46.105423,DUVAL,2321,CHIMNEY LAKES ELEMENTARY SCHL,30.196018,-81.802544,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,486,1,15,7
2254,2254,4,582,.66762799,74199.508,46.105423,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,DUVAL,2321,CHIMNEY LAKES ELEMENTARY SCHL,30.196018,-81.802544,420,12,15,1,7
12594,12594,25,589,.69641584,77398.961,48.093472,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,DUVAL,261,ESE PRE KINDERGARTEN DISABILITIES CENTER,30.302366,-81.975235,427,29,15,1,7
311970,311970,710,4,.83260208,92534.563,57.498295,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,553,1,17,8
2179,2179,4,710,.83260208,92534.563,57.498295,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,548,12,17,1,8
2174,2174,4,715,.84366232,93763.789,58.2621,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,FLAGLER,51,RYMFIRE ELEMENTARY SCHOOL,29.501812,-81.252304,553,12,17,1,8
314882,314882,715,4,.84366232,93763.789,58.2621,FLAGLER,51,RYMFIRE ELEMENTARY SCHOOL,29.501812,-81.252304,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,549,1,17,8
2178,2178,4,711,.84425634,93829.805,58.30312,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,549,12,17,1,8
316030,316030,723,22,.15960439,17738.271,11.022048,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,25,561,1,19,9
315695,315695,722,22,.26660001,29629.66,18.411013,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,25,560,1,19,9
316020,316020,723,1,.26852712,29843.836,18.544094,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,2,561,1,19,9
1014301,1014301,1841,723,.28139886,31274.387,19.432997,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,17,19,1,9
316045,316045,723,16,.32733291,36379.453,22.605137,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,ALACHUA,510,LAWTON M. CHILES ELEM. SCHOOL,29.629122,-82.444878,19,561,1,19,9
317141,317141,728,1841,.72836095,80949.305,50.299549,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,566,1,22,10
1014423,1014423,1841,728,.72836095,80949.305,50.299549,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,566,17,22,1,10
1014535,1014535,1841,729,.79318756,88154.07,54.776382,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,567,17,22,1,10
317382,317382,729,1841,.79318756,88154.07,54.776382,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,567,1,22,10
234,234,0,728,.81143272,90181.82,56.036369,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,566,10,22,1,10
1014356,1014356,1841,935,.61581141,68440.664,42.527042,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,773,17,31,1,11
462904,462904,935,1841,.61581141,68440.664,42.527042,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,773,1,31,11
10994,10994,22,935,.69175506,76880.969,47.771603,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,773,25,31,1,11
167,167,0,935,.72124738,80158.719,49.8083,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,773,10,31,1,11
462935,462935,935,0,.72124738,80158.719,49.8083,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,1,773,1,31,11
9951,9951,20,957,.67582494,75110.508,46.671494,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,795,30,32,1,12
482029,482029,957,20,.67582494,75110.508,46.671494,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,782,1,32,12
2045,2045,4,957,.68220556,75819.648,47.112129,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,795,12,32,1,12
482033,482033,957,4,.68220556,75819.648,47.112129,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,782,1,32,12
9956,9956,20,943,.74778903,83108.523,51.641228,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,LAKE,101,FRUITLAND PARK ELEM. SCHOOL,28.861044,-81.909424,781,30,32,1,12
501695,501695,1030,1,.12145127,13497.972,8.387248,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,2,871,1,35,13
503389,503389,1033,1,.16312693,18129.764,11.265309,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,2,869,1,35,13
595,595,1,1033,.16312693,18129.764,11.265309,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,871,11,35,1,13
10922,10922,22,1030,.1768475,19654.654,12.212832,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,868,25,35,1,13
10070,10070,20,1032,.20071112,22306.832,13.860819,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,870,30,35,1,13
535393,535393,1086,20,.24558088,27293.613,16.959459,MARION,211,FESSENDEN ELEMENTARY SCHOOL,29.27973,-82.191673,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,919,1,38,14
549451,549451,1102,20,.24845192,27612.697,17.15773,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,924,1,38,14
545084,545084,1097,4,.25094485,27889.76,17.329889,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,916,1,38,14
2172,2172,4,1097,.25094485,27889.76,17.329889,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,935,12,38,1,14
11458,11458,23,1097,.27248135,30283.303,18.817167,ALACHUA,500,PRAIRIE VIEW ACADEMY,29.61997,-82.303261,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,935,20,38,1,14
12557,12557,25,1126,.78664273,87426.688,54.324409,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,1157,29,41,1,15
561966,561966,1126,25,.78664273,87426.688,54.324409,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,30,1161,1,41,15
3833,3833,7,1126,.78981364,87779.102,54.543388,ALACHUA,492,FEARNSIDE FAMILY SERVICES CENTER,29.685831,-82.305786,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,1157,19,41,1,15
561981,561981,1126,7,.78981364,87779.102,54.543388,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,ALACHUA,492,FEARNSIDE FAMILY SERVICES CENTER,29.685831,-82.305786,8,1161,1,41,15
9194,9194,18,1126,.79181415,88001.43,54.681538,ALACHUA,341,MARJORIE KINNAN RAWLINGS ELEM,29.68434,-82.307251,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,1157,16,41,1,15
2215,2215,4,1632,.069741845,7751.0391,4.8162708,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,12,50,1,16
901555,901555,1626,4,.20624888,22922.293,14.243248,PUTNAM,201,INTERLACHEN ELEMENTARY SCHOOL,29.624401,-81.886948,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,1661,1,50,16
2221,2221,4,1626,.20624888,22922.293,14.243248,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,PUTNAM,201,INTERLACHEN ELEMENTARY SCHOOL,29.624401,-81.886948,1657,12,50,1,16
2715,2715,5,1630,.25939837,28829.275,17.913675,ALACHUA,22,EARLY LEARNING ACADEMY AT DUVAL,29.660648,-82.297447,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,1661,1,50,1,16
903848,903848,1630,5,.25939837,28829.275,17.913675,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,ALACHUA,22,EARLY LEARNING ACADEMY AT DUVAL,29.660648,-82.297447,6,1659,1,50,16
2223,2223,4,1650,.64014602,71145.188,44.207558,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,1768,12,54,1,17
913465,913465,1650,4,.64014602,71145.188,44.207558,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,1770,1,54,17
908420,908420,1639,4,.64805961,72024.703,44.754059,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOOL,30.064547,-81.645439,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,1772,1,54,17
2286,2286,4,1639,.64805961,72024.703,44.754059,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOOL,30.064547,-81.645439,1757,12,54,1,17
2281,2281,4,1647,.67922163,75488.016,46.906063,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,ST. JOHNS,521,PICOLATA CROSSING ELEMENTARY SCHOOL,29.921791,-81.496101,1765,12,54,1,17
9947,9947,20,1765,.69452488,77188.797,47.962883,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,1796,30,56,1,18
976419,976419,1765,20,.69452488,77188.797,47.962883,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,1795,1,56,18
976423,976423,1765,4,.73848772,82074.789,50.998894,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,1795,1,56,18
2041,2041,4,1765,.73848772,82074.789,50.998894,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,1796,12,56,1,18
974738,974738,1763,20,.7553485,83948.672,52.163273,SUMTER,181,LAKE PANASOFFKEE ELEM. SCHOOL,28.768162,-82.12291,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,1796,1,56,18
976612,976612,1766,1841,.35486358,39439.184,24.506365,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,1800,1,57,19
1014355,1014355,1841,1766,.35486358,39439.184,24.506365,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,1797,17,57,1,19
976615,976615,1766,22,.44726411,49708.484,30.887411,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,25,1800,1,57,19
976643,976643,1766,0,.46030229,51157.539,31.787809,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,1,1800,1,57,19
166,166,0,1766,.46030229,51157.539,31.787809,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,1797,10,57,1,19
978059,978059,1773,0,.26406488,29347.906,18.235939,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,1,1804,1,59,20
13352,13352,27,1773,.27808294,30905.861,19.204006,ALACHUA,571,W. W. IRBY ELEMENTARY SCHOOL,29.779131,-82.492928,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,28,59,1,20
978037,978037,1773,27,.27808294,30905.861,19.204006,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,ALACHUA,571,W. W. IRBY ELEMENTARY SCHOOL,29.779131,-82.492928,32,1804,1,59,20
978028,978028,1773,1841,.30318066,33695.195,20.937216,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,1804,1,59,20
1014366,1014366,1841,1773,.30318066,33695.195,20.937216,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,17,59,1,20
997815,997815,1803,4,.71929669,79941.914,49.673588,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,1830,1,60,21
2132,2132,4,1803,.71929669,79941.914,49.673588,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,1834,12,60,1,21
10036,10036,20,1803,.86708206,96366.633,59.879433,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,1834,30,60,1,21
997811,997811,1803,20,.86708206,96366.633,59.879433,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,1830,1,60,21
15189,15189,32,55,.23502934,26120.926,16.230785,BAKER,22,PREK/KINDERGARTEN CENTER,30.277103,-82.116631,BRADFORD,131,LAWTEY ELEMENTARY SCHOOL,30.046328,-82.072121,68,36,4,2,22
18041,18041,55,30,.23766591,26413.951,16.412863,BRADFORD,131,LAWTEY ELEMENTARY SCHOOL,30.046328,-82.072121,BAKER,31,J FRANKLYN KELLER INTERMEDIATE SCHOOL,30.277275,-82.128227,35,70,2,4,22
14584,14584,30,55,.23766591,26413.951,16.412863,BAKER,31,J FRANKLYN KELLER INTERMEDIATE SCHOOL,30.277275,-82.128227,BRADFORD,131,LAWTEY ELEMENTARY SCHOOL,30.046328,-82.072121,68,37,4,2,22
18040,18040,55,31,.25846043,28725.035,17.848904,BRADFORD,131,LAWTEY ELEMENTARY SCHOOL,30.046328,-82.072121,BAKER,13,MACCLENNY ELEMENTARY SCHOOL,30.297968,-82.131104,36,70,2,4,22
14886,14886,31,55,.25846043,28725.035,17.848904,BAKER,13,MACCLENNY ELEMENTARY SCHOOL,30.297968,-82.131104,BRADFORD,131,LAWTEY ELEMENTARY SCHOOL,30.046328,-82.072121,68,35,4,2,22
146943,146943,295,32,.17138986,19048.1,11.835937,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,30.144325,-82.008263,BAKER,22,PREK/KINDERGARTEN CENTER,30.277103,-82.116631,37,339,2,10,23
15185,15185,32,295,.17138986,19048.1,11.835937,BAKER,22,PREK/KINDERGARTEN CENTER,30.277103,-82.116631,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,30.144325,-82.008263,330,36,10,2,23
15208,15208,32,300,.26327115,29259.693,18.181126,BAKER,22,PREK/KINDERGARTEN CENTER,30.277103,-82.116631,CLAY,491,J.L. WILKINSON ELEMENTARY SCHL,30.081478,-81.940445,335,36,10,2,23
148818,148818,300,32,.26327115,29259.693,18.181126,CLAY,491,J.L. WILKINSON ELEMENTARY SCHL,30.081478,-81.940445,BAKER,22,PREK/KINDERGARTEN CENTER,30.277103,-82.116631,37,342,2,10,23
14905,14905,31,300,.28847787,32061.143,19.921864,BAKER,13,MACCLENNY ELEMENTARY SCHOOL,30.297968,-82.131104,CLAY,491,J.L. WILKINSON ELEMENTARY SCHL,30.081478,-81.940445,335,35,10,2,23
15486,15486,33,350,.45838726,50944.703,31.655561,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,30.280935,-82.158279,COLUMBIA,81,EASTSIDE ELEMENTARY SCHOOL,30.184196,-82.606346,385,38,12,2,24
