team,percent_abroad,market_value,rank,confederation,number,position,birth_date,shirt_name,club,height,weight,league,age,name,caps
Peru,78.3,3853e4,11,CONMEBOL,7,MF,1990-07-27,HURTADO,Vitoria Guimaraes,174,66,POR,27.882191780821916,Paolo Hurtado,31
Peru,78.3,3853e4,11,CONMEBOL,8,MF,1991-11-23,CUEVA,Sao Paulo FC,169,69,BRA,26.556164383561644,Christian Cueva,44
Peru,78.3,3853e4,11,CONMEBOL,9,FW,1984-01-01,GUERRERO,CR Flamengo,185,88,BRA,34.44931506849315,Paolo Guerrero,88
Peru,78.3,3853e4,11,CONMEBOL,10,FW,1984-10-26,FARFAN,FC Lokomotiv Moscow,177,85,RUS,33.632876712328766,Jefferson Farfán,84
Peru,78.3,3853e4,11,CONMEBOL,11,FW,1990-07-25,RUIDIAZ,CA Monarcas Morelia,169,67,MEX,27.887671232876713,Raúl Ruidíaz,30
Peru,78.3,3853e4,11,CONMEBOL,12,GK,1991-09-27,CACEDA,Deportivo Municipal,184,78,PER,26.71232876712329,Carlos Cáceda,4
Peru,78.3,3853e4,11,CONMEBOL,13,MF,1995-07-28,TAPIA,Feyenoord Rotterdam,185,85,NED,22.87945205479452,Renato Tapia,23
Peru,78.3,3853e4,11,CONMEBOL,14,MF,1994-09-29,POLO,Portland Timbers,174,71,USA,23.706849315068492,Andy Polo,17
Peru,78.3,3853e4,11,CONMEBOL,15,DF,1988-11-04,RAMOS,CD Tiburones Rojos de Veracruz,182,72,MEX,29.60821917808219,Christian Ramos,66
Peru,78.3,3853e4,11,CONMEBOL,16,MF,1994-09-23,CARTAGENA,CD Tiburones Rojos de Veracruz,179,76,MEX,23.723287671232878,Wilder Cartagena,3
Peru,78.3,3853e4,11,CONMEBOL,17,DF,1990-03-02,ADVINCULA,Lobos BUAP,178,80,MEX,28.284931506849315,Luis Advíncula,65
Peru,78.3,3853e4,11,CONMEBOL,18,FW,1991-06-14,CARRILLO,Watford FC,182,77,ENG,27,André Carrillo,45
Peru,78.3,3853e4,11,CONMEBOL,19,MF,1990-04-07,YOTUN,Orlando City SC,172,69,USA,28.186301369863013,Yoshimar Yotún,73
Peru,78.3,3853e4,11,CONMEBOL,20,FW,1994-05-14,FLORES,Aalborg BK,170,72,DEN,24.084931506849315,Edison Flores,29
Peru,78.3,3853e4,11,CONMEBOL,21,GK,1986-03-01,CARVALLO,Universidad Técnica de Cajamarca,182,84,PER,32.28767123287671,José Carvallo,6
Peru,78.3,3853e4,11,CONMEBOL,22,DF,1994-10-26,LOYOLA,FBC Melgar,179,68,PER,23.632876712328766,Nilson Loyola,3
Peru,78.3,3853e4,11,CONMEBOL,23,MF,1995-04-13,AQUINO,Lobos BUAP,174,71,MEX,23.16986301369863,Pedro Aquino,13
Saudi Arabia,13,1883e4,67,AFC,1,GK,1987-01-23,ABDULLAH,Al Hilal SFC,178,98,KSA,31.389041095890413,Abdullah Al-Mayouf,11
Saudi Arabia,13,1883e4,67,AFC,2,DF,1987-10-19,MANSOUR,Al Ahli SC,173,68,KSA,30.65205479452055,Mansoor Al-Harbi,40
Saudi Arabia,13,1883e4,67,AFC,3,DF,1984-03-31,OSAMA,Al Hilal SFC,188,83,KSA,34.205479452054796,Osama Hawsawi,135
Saudi Arabia,13,1883e4,67,AFC,4,DF,1989-11-21,ALI,Al Hilal SFC,182,83,KSA,28.561643835616437,Ali Al-Bulaihi,4
Saudi Arabia,13,1883e4,67,AFC,5,DF,1985-09-27,OMAR,Al Nassr FC,185,76,KSA,32.71232876712329,Omar Hawsawi,42
Saudi Arabia,13,1883e4,67,AFC,6,DF,1992-09-15,ALBURAYK,Al Hilal SFC,173,61,KSA,25.745205479452054,Mohammed Al-Breik,11
Saudi Arabia,13,1883e4,67,AFC,7,MF,1989-08-01,SALMAN,Al Hilal SFC,179,63,KSA,28.86849315068493,Salman Al-Faraj,43
Saudi Arabia,13,1883e4,67,AFC,8,MF,1990-06-26,YAHIA,CD Leganés,165,63,ESP,27.96712328767123,Yahya Al-Shehri,57
Saudi Arabia,13,1883e4,67,AFC,9,MF,1992-07-16,HATAN,Al Shabab FC,170,66,KSA,25.912328767123288,Hattan Bahebri,5
Saudi Arabia,13,1883e4,67,AFC,10,FW,1987-01-10,ALSAHLAWI,Al Nassr FC,179,75,KSA,31.424657534246574,Mohammad Al-Sahlawi,40
Saudi Arabia,13,1883e4,67,AFC,11,MF,1986-03-13,ABDULMALEK,Al Hilal SFC,177,73,KSA,32.25479452054795,Abdulmalek Al-Khaibri,36
Saudi Arabia,13,1883e4,67,AFC,12,MF,1994-09-22,KANNO,Al Hilal SFC,192,73,KSA,23.726027397260275,Mohamed Kanno,6
Saudi Arabia,13,1883e4,67,AFC,13,DF,1992-05-25,YASIR,Al Hilal SFC,170,63,KSA,26.054794520547944,Yasser Al-Shahrani,37
Saudi Arabia,13,1883e4,67,AFC,14,MF,1992-08-03,OTAYF,Al Hilal SFC,177,66,KSA,25.863013698630137,Abdullah Otayf,16
Saudi Arabia,13,1883e4,67,AFC,15,MF,1996-08-16,ALKHAIBARI,Al Shabab FC,175,66,KSA,21.827397260273973,Abdullah Al-Khaibari,5
Saudi Arabia,13,1883e4,67,AFC,16,MF,1988-03-24,HUSSAIN,Al Ahli SC,174,76,KSA,30.224657534246575,Housain Al-Mogahwi,18
Saudi Arabia,13,1883e4,67,AFC,17,MF,1984-07-25,TAISEER,Al Ahli SC,169,69,KSA,33.88767123287671,Taisir Al-Jassim,132
Saudi Arabia,13,1883e4,67,AFC,18,MF,1991-08-19,SALEM,Villarreal CF,174,68,ESP,26.81917808219178,Salem Al-Dawsari,33
Saudi Arabia,13,1883e4,67,AFC,19,FW,1994-09-14,FAHAD,Levante UD,168,65,ESP,23.747945205479454,Fahad Al-Muwallad,45
Saudi Arabia,13,1883e4,67,AFC,20,FW,1986-10-14,MUHANNAD,Al Ahli SC,185,79,KSA,31.665753424657535,Muhannad Assiri,18
Saudi Arabia,13,1883e4,67,AFC,21,GK,1984-02-27,ALMOSAILEM,Al Ahli SC,186,88,KSA,34.293150684931504,Yasser Al-Mosailem,32
Saudi Arabia,13,1883e4,67,AFC,22,GK,1991-10-10,ALOWAIS,Al Ahli SC,187,79,KSA,26.676712328767124,Mohammed Al-Owais,6
Saudi Arabia,13,1883e4,67,AFC,23,DF,1992-02-17,MOTAZ,Al Ahli SC,180,79,KSA,26.32054794520548,Motaz Hawsawi,17
Panama,87,8229999.999999999,55,CONCACAF,1,GK,1981-09-26,PENEDO,Dinamo Bucharest,183,70,ROU,36.71506849315068,Jaime Penedo,131
Panama,87,8229999.999999999,55,CONCACAF,2,DF,1996-02-11,MURILLO,New York Red Bulls,183,78,USA,22.336986301369862,Michael Amir Murillo,22
Panama,87,8229999.999999999,55,CONCACAF,3,DF,1992-03-01,CUMMINGS,San Jose Earthquakes,183,92,USA,26.28767123287671,Harold Cummings,52
Panama,87,8229999.999999999,55,CONCACAF,4,DF,1995-01-09,ESCOBAR,New York Red Bulls,182,82,USA,23.427397260273974,Fidel Escobar,23
Panama,87,8229999.999999999,55,CONCACAF,5,DF,1986-03-20,R. TORRES,Seattle Sounders FC,188,99,USA,32.23561643835617,Román Torres,111
Panama,87,8229999.999999999,55,CONCACAF,6,MF,1984-05-29,GOMEZ,Atlético Bucaramanga,183,82,COL,34.04383561643836,Gabriel Gómez,144
Panama,87,8229999.999999999,55,CONCACAF,7,FW,1981-03-13,PEREZ,CSD Municipal,187,83,GUA,37.25479452054795,Blas Pérez,118
Panama,87,8229999.999999999,55,CONCACAF,8,MF,1993-10-23,BARCENAS,Cafetaleros de Tapachula,175,72,MEX,24.64109589041096,Édgar Bárcenas,29
Panama,87,8229999.999999999,55,CONCACAF,9,FW,1988-10-31,G. TORRES,CD Huachipato,180,77,CHI,29.61917808219178,Gabriel Torres,72
Panama,87,8229999.999999999,55,CONCACAF,10,FW,1997-05-12,DIAZ,Deportivo La Coruña,181,72,ESP,21.09041095890411,Ismael Díaz,11
Panama,87,8229999.999999999,55,CONCACAF,11,MF,1987-11-26,COOPER,Club Universidad de Chile,173,72,CHI,30.54794520547945,Armando Cooper,98
Panama,87,8229999.999999999,55,CONCACAF,12,GK,1985-08-14,CALDERON,Chorrillo FC,187,87,PAN,32.83287671232877,José Calderón,31
Panama,87,8229999.999999999,55,CONCACAF,13,DF,1985-02-14,MACHADO,Houston Dynamo,182,78,USA,33.32876712328767,Adolfo Machado,76
Panama,87,8229999.999999999,55,CONCACAF,14,MF,1991-05-30,PIMENTEL,Plaza Amador,189,80,PAN,27.041095890410958,Valentín Pimentel,23
Panama,87,8229999.999999999,55,CONCACAF,15,DF,1991-03-31,DAVIS,DAC Dunajska Streda,180,81,SVK,27.205479452054796,Erick Davis,38
Panama,87,8229999.999999999,55,CONCACAF,16,FW,1993-12-13,ARROYO,LD Alajuelense,183,82,CRC,24.5013698630137,Abdiel Arroyo,33
Panama,87,8229999.999999999,55,CONCACAF,17,DF,1988-09-07,OVALLE,CD Olimpia,178,75,HON,29.767123287671232,Luis Ovalle,25
Panama,87,8229999.999999999,55,CONCACAF,18,FW,1982-03-28,TEJADA,Sport Boys,183,87,PER,36.21369863013699,Luis Tejada,105
Panama,87,8229999.999999999,55,CONCACAF,19,MF,1987-12-18,QUINTERO,Universitario Lima,165,62,PER,30.487671232876714,Ricardo Ávila,5
Panama,87,8229999.999999999,55,CONCACAF,20,MF,1990-02-10,GODOY,San Jose Earthquakes,183,82,USA,28.339726027397262,Aníbal Godoy,88
Panama,87,8229999.999999999,55,CONCACAF,21,MF,1998-06-19,J. RODRIGUEZ,KAA Gent,180,77,BEL,19.986301369863014,José Luis Rodríguez,2
Panama,87,8229999.999999999,55,CONCACAF,22,GK,1990-08-05,RODRIGUEZ,San Francisco FC,197,83,PAN,27.85753424657534,Álex Rodríguez,6
Panama,87,8229999.999999999,55,CONCACAF,23,DF,1981-02-24,BALOY,CSD Municipal,185,87,GUA,37.3013698630137,Felipe Baloy,102
