team,percent_abroad,market_value,rank,confederation,number,position,birth_date,shirt_name,club,height,weight,league,age,name,caps
Sweden,100,11975e4,24,UEFA,11,FW,1992-04-15,GUIDETTI,Deportivo Alavés,185,79,ESP,26.164383561643834,John Guidetti,20
Sweden,100,11975e4,24,UEFA,12,GK,1990-01-28,JOHNSSON,EA Guingamp,187,83,FRA,28.375342465753423,Karl-Johan Johnsson,5
Sweden,100,11975e4,24,UEFA,13,MF,1987-02-07,SVENSSON,Seattle Sounders FC,183,77,USA,31.34794520547945,Gustav Svensson,13
Sweden,100,11975e4,24,UEFA,14,DF,1993-04-22,HELANDER,Bologna FC,192,83,ITA,25.145205479452056,Filip Helander,4
Sweden,100,11975e4,24,UEFA,15,MF,1992-06-28,HILJEMARK,Genoa CFC,184,73,ITA,25.96164383561644,Oscar Hiljemark,22
Sweden,100,11975e4,24,UEFA,16,DF,1994-08-02,KRAFTH,Bologna FC,181,72,ITA,23.865753424657534,Emil Krafth,13
Sweden,100,11975e4,24,UEFA,17,MF,1992-01-02,CLAESSON,FC Krasnodar,183,79,RUS,26.446575342465753,Viktor Claesson,22
Sweden,100,11975e4,24,UEFA,18,DF,1991-02-13,JANSSON,Leeds United FC,194,89,ENG,27.33150684931507,Pontus Jansson,15
Sweden,100,11975e4,24,UEFA,19,MF,1991-05-11,ROHDÉN,FC Crotone,182,76,ITA,27.09315068493151,Marcus Rohdén,12
Sweden,100,11975e4,24,UEFA,20,FW,1986-07-03,TOIVONEN,Toulouse FC,192,78,FRA,31.947945205479453,Ola Toivonen,59
Sweden,100,11975e4,24,UEFA,21,MF,1989-03-22,DURMAZ,Toulouse FC,180,69,FRA,29.23013698630137,Jimmy Durmaz,45
Sweden,100,11975e4,24,UEFA,22,FW,1992-06-24,KIESE THELIN,KV Waasland-Beveren,189,83,BEL,25.972602739726028,Isaac Kiese Thelin,20
Sweden,100,11975e4,24,UEFA,23,GK,1989-06-23,NORDFELDT,Swansea City AFC,190,85,WAL,28.975342465753425,Kristoffer Nordfeldt,8
South Korea,47.8,8753e4,57,AFC,1,GK,1990-09-30,S G KIM,Vissel Kobe,187,80,JPN,27.704109589041096,Kim Seung-gyu,33
South Korea,47.8,8753e4,57,AFC,2,DF,1986-12-24,Y LEE,Jeonbuk Hyundai,180,74,KOR,31.471232876712328,Lee Yong,28
South Korea,47.8,8753e4,57,AFC,3,DF,1994-04-03,S H JUNG,Sagan Tosu FC,188,74,JPN,24.197260273972603,Jung Seung-hyun,6
South Korea,47.8,8753e4,57,AFC,4,DF,1988-05-20,B S OH,Jeju United,189,79,KOR,30.068493150684933,Oh Ban-suk,2
South Korea,47.8,8753e4,57,AFC,5,DF,1988-10-04,Y S YUN,Seongnam FC,185,78,KOR,29.693150684931506,Yun Young-sun,6
South Korea,47.8,8753e4,57,AFC,6,DF,1987-01-16,J H PARK,Ulsan Hyundai FC,174,71,KOR,31.40821917808219,Park Joo-ho,36
South Korea,47.8,8753e4,57,AFC,7,FW,1992-07-08,H M SON,Tottenham Hotspur FC,183,76,ENG,25.934246575342467,Son Heung-min,67
South Korea,47.8,8753e4,57,AFC,8,MF,1990-10-30,S J JU,Asan Mugunghwa FC,176,70,KOR,27.621917808219177,Ju Se-jong,11
South Korea,47.8,8753e4,57,AFC,9,FW,1988-04-14,S W KIM,Jeonbuk Hyundai,197,97,KOR,30.167123287671235,Kim Shin-wook,50
South Korea,47.8,8753e4,57,AFC,10,MF,1998-01-06,S W LEE,Hellas Verona FC,170,63,ITA,20.435616438356163,Lee Seung-woo,4
South Korea,47.8,8753e4,57,AFC,11,FW,1996-01-26,H C HWANG,FC Red Bull Salzburg,177,77,AUT,22.38082191780822,Hwang Hee-chan,14
South Korea,47.8,8753e4,57,AFC,12,DF,1990-02-25,M W KIM,Sangju Sangmu FC,172,69,KOR,28.2986301369863,Kim Min-woo,20
South Korea,47.8,8753e4,57,AFC,13,MF,1989-02-27,J C KOO,FC Augsburg,182,73,GER,29.293150684931508,Koo Ja-cheol,68
South Korea,47.8,8753e4,57,AFC,14,DF,1990-09-17,C HONG,Sangju Sangmu FC,176,67,KOR,27.73972602739726,Hong Chul,14
South Korea,47.8,8753e4,57,AFC,15,MF,1989-12-14,W Y JUNG,Vissel Kobe,186,78,JPN,28.4986301369863,Jung Woo-young,30
South Korea,47.8,8753e4,57,AFC,16,MF,1989-01-24,S Y KI,Swansea City AFC,186,75,WAL,29.386301369863013,Ki Sung-yueng,102
South Korea,47.8,8753e4,57,AFC,17,MF,1992-08-10,J S LEE,Jeonbuk Hyundai,180,70,KOR,25.843835616438355,Lee Jae-sung,35
South Korea,47.8,8753e4,57,AFC,18,MF,1992-06-09,S M MOON,Incheon United FC,172,68,KOR,26.013698630136986,Moon Seon-min,3
South Korea,47.8,8753e4,57,AFC,19,DF,1990-02-27,Y G KIM,Guangzhou Evergrande FC,184,74,CHN,28.293150684931508,Kim Young-gwon,53
South Korea,47.8,8753e4,57,AFC,20,DF,1991-09-28,H S JANG,FC Tokyo,187,77,JPN,26.70958904109589,Jang Hyun-soo,51
South Korea,47.8,8753e4,57,AFC,21,GK,1987-07-06,J H KIM,Cerezo Osaka,193,82,JPN,30.93972602739726,Kim Jin-hyeon,15
South Korea,47.8,8753e4,57,AFC,22,DF,1988-03-10,Y H GO,FC Seoul,170,65,KOR,30.263013698630136,Go Yo-han,20
South Korea,47.8,8753e4,57,AFC,23,GK,1991-09-25,H W JO,Daegu FC,189,75,KOR,26.71780821917808,Cho Hyun-woo,6
Iceland,91.3,7605e4,22,UEFA,1,GK,1984-04-27,HALLDORSSON,Randers FC,193,88,DEN,34.131506849315066,Hannes Þór Halldórsson,49
Iceland,91.3,7605e4,22,UEFA,2,DF,1984-11-11,SÆVARSSON,Valur Reykjavik,186,75,ISL,33.58904109589041,Birkir Már Sævarsson,79
Iceland,91.3,7605e4,22,UEFA,3,MF,1996-02-22,FRIDJÓNSSON,Valerenga IF,185,78,NOR,22.306849315068494,Samúel Friðjónsson,4
Iceland,91.3,7605e4,22,UEFA,4,MF,1997-06-15,A. GUDMUNDSSON,PSV Eindhoven,177,80,NED,20.997260273972604,Albert Guðmundsson,5
Iceland,91.3,7605e4,22,UEFA,5,DF,1993-08-05,INGASON,FC Rostov,188,80,RUS,24.85753424657534,Sverrir Ingi Ingason,20
Iceland,91.3,7605e4,22,UEFA,6,DF,1986-06-19,R. SIGURDSSON,FC Rostov,187,86,RUS,31.986301369863014,Ragnar Sigurðsson,77
Iceland,91.3,7605e4,22,UEFA,7,MF,1990-10-27,J. GUDMUNDSSON,Burnley FC,179,77,ENG,27.63013698630137,Jóhann Berg Guðmundsson,67
Iceland,91.3,7605e4,22,UEFA,8,MF,1988-05-27,B. BJARNASON,Aston Villa FC,183,77,ENG,30.04931506849315,Birkir Bjarnason,67
Iceland,91.3,7605e4,22,UEFA,9,FW,1991-02-26,SIGURDARSON,FC Rostov,187,85,RUS,27.295890410958904,Björn Bergmann Sigurðarson,12
Iceland,91.3,7605e4,22,UEFA,10,MF,1989-09-08,G. SIGURDSSON,Everton FC,186,82,ENG,28.764383561643836,Gylfi Sigurðsson,57
Iceland,91.3,7605e4,22,UEFA,11,FW,1989-02-01,FINNBOGASON,FC Augsburg,185,79,GER,29.364383561643837,Alfreð Finnbogason,47
Iceland,91.3,7605e4,22,UEFA,12,GK,1995-01-19,SCHRAM,Roskilde BK,198,92,DEN,23.4,Frederik Schram,4
Iceland,91.3,7605e4,22,UEFA,13,GK,1995-02-18,RÚNARSSON,FC Nordsjaelland,186,76,DEN,23.317808219178083,Rúnar Alex Rúnarsson,3
Iceland,91.3,7605e4,22,UEFA,14,DF,1982-10-13,ARNASON,Aberdeen FC,191,82,SCO,35.66849315068493,Kári Árnason,67
Iceland,91.3,7605e4,22,UEFA,15,DF,1990-08-06,EYJÓLFSSON,Levski Sofia,188,81,BUL,27.854794520547944,Hólmar Örn Eyjólfsson,10
Iceland,91.3,7605e4,22,UEFA,16,MF,1983-04-01,Ó. SKÚLASON,Karabukspor,184,79,TUR,35.202739726027396,Ólafur Ingi Skúlason,36
Iceland,91.3,7605e4,22,UEFA,17,MF,1989-04-22,GUNNARSSON,Cardiff City FC,181,86,WAL,29.145205479452056,Aron Gunnarsson,77
Iceland,91.3,7605e4,22,UEFA,18,DF,1993-02-11,MAGNÚSSON,Bristol City FC,191,85,ENG,25.336986301369862,Hörður Björgvin Magnússon,16
Iceland,91.3,7605e4,22,UEFA,19,MF,1988-02-25,GISLASON,SV Sandhausen,184,78,GER,30.2986301369863,Rúrik Gíslason,47
Iceland,91.3,7605e4,22,UEFA,20,MF,1984-06-29,HALLFREDSSON,Udinese Calcio,186,86,ITA,33.95890410958904,Emil Hallfreðsson,64
Iceland,91.3,7605e4,22,UEFA,21,MF,1993-04-30,TRAUSTASON,Malmö FF,183,73,SWE,25.123287671232877,Arnór Ingvi Traustason,19
Iceland,91.3,7605e4,22,UEFA,22,FW,1992-05-25,BÖDVARSSON,Reading FC,189,89,ENG,26.054794520547944,Jón Daði Böðvarsson,38
Iceland,91.3,7605e4,22,UEFA,23,DF,1987-05-14,A. SKÚLASON,KSC Lokeren,170,63,BEL,31.084931506849315,Ari Freyr Skúlason,56
Japan,65.2,734e5,61,AFC,1,GK,1983-03-20,KAWASHIMA,FC Metz,185,74,FRA,35.23561643835617,Eiji Kawashima,84
Japan,65.2,734e5,61,AFC,2,DF,1994-10-24,UEDA,Kashima Antlers,186,79,JPN,23.638356164383563,Naomichi Ueda,4
Japan,65.2,734e5,61,AFC,3,DF,1992-12-11,SHOJI,Kashima Antlers,182,74,JPN,25.506849315068493,Gen Shoji,11
Japan,65.2,734e5,61,AFC,4,MF,1986-06-13,HONDA,CF Pachuca,182,74,MEX,32.0027397260274,Keisuke Honda,95
Japan,65.2,734e5,61,AFC,5,DF,1986-09-12,NAGATOMO,Galatasaray SK,170,68,TUR,31.753424657534246,Yuto Nagatomo,105
Japan,65.2,734e5,61,AFC,6,DF,1993-02-09,ENDO,Urawa Reds,178,75,JPN,25.34246575342466,Wataru Endo,12
Japan,65.2,734e5,61,AFC,7,MF,1992-05-28,SHIBASAKI,Getafe CF,175,64,ESP,26.046575342465754,Gaku Shibasaki,18
Japan,65.2,734e5,61,AFC,8,MF,1991-05-09,HARAGUCHI,Fortuna Düsseldorf,178,68,GER,27.0986301369863,Genki Haraguchi,33
Japan,65.2,734e5,61,AFC,9,FW,1986-04-16,OKAZAKI,Leicester City FC,174,70,ENG,32.16164383561644,Shinji Okazaki,113
Japan,65.2,734e5,61,AFC,10,MF,1989-03-17,KAGAWA,Borussia Dortmund,175,68,GER,29.243835616438357,Shinji Kagawa,92
Japan,65.2,734e5,61,AFC,11,MF,1992-05-06,USAMI,Fortuna Düsseldorf,178,72,GER,26.106849315068494,Takashi Usami,24
Japan,65.2,734e5,61,AFC,12,GK,1986-05-12,HIGASHIGUCHI,Gamba Osaka,184,78,JPN,32.09041095890411,Masaaki Higashiguchi,5
Japan,65.2,734e5,61,AFC,13,FW,1992-07-15,MUTO,FSV Mainz 05,179,72,GER,25.915068493150685,Yoshinori Muto,24
Japan,65.2,734e5,61,AFC,14,MF,1988-06-02,INUI,SD Eibar,169,59,ESP,30.03287671232877,Takashi Inui,27
Japan,65.2,734e5,61,AFC,15,FW,1990-05-18,OSAKO,1. FC Köln,182,71,GER,28.073972602739726,Yuya Osako,29
Japan,65.2,734e5,61,AFC,16,MF,1990-10-06,YAMAGUCHI,Cerezo Osaka,173,72,JPN,27.687671232876713,Hotaru Yamaguchi,42
Japan,65.2,734e5,61,AFC,17,MF,1984-01-18,HASEBE,Eintracht Frankfurt,180,72,GER,34.4027397260274,Makoto Hasebe,110
Japan,65.2,734e5,61,AFC,18,MF,1993-01-23,OHSHIMA,Kawasaki Frontale,168,64,JPN,25.389041095890413,Ryota Oshima,5
Japan,65.2,734e5,61,AFC,19,DF,1990-04-12,H. SAKAI,Olympique Marseille,183,70,FRA,28.172602739726027,Hiroki Sakai,43
Japan,65.2,734e5,61,AFC,20,DF,1987-05-11,MAKINO,Urawa Reds,182,77,JPN,31.09315068493151,Tomoaki Makino,32
Japan,65.2,734e5,61,AFC,21,DF,1991-03-14,G. SAKAI,Hamburger SV,176,74,GER,27.252054794520546,Gōtoku Sakai,41
Japan,65.2,734e5,61,AFC,22,DF,1988-08-24,YOSHIDA,Southampton FC,189,78,ENG,29.805479452054794,Maya Yoshida,82
Japan,65.2,734e5,61,AFC,23,GK,1995-02-27,NAKAMURA,Kashiwa Reysol,184,72,JPN,23.293150684931508,Kosuke Nakamura,4
Tunisia,73.9,58879999.99999999,21,CAF,1,GK,1989-07-01,BEN MUSTAPHA,Al Shabab FC,192,85,KSA,28.953424657534246,Farouk Ben Mustapha,15
Tunisia,73.9,58879999.99999999,21,CAF,2,DF,1989-03-31,BEN YOUSSEF .S,Kasimpasa SK,189,87,TUR,29.205479452054796,Syam Ben Youssef,42
Tunisia,73.9,58879999.99999999,21,CAF,3,DF,1987-03-28,BEN ALOUANE,Leicester City FC,185,75,ENG,31.213698630136985,Yohan Benalouane,4
Tunisia,73.9,58879999.99999999,21,CAF,4,DF,1993-07-02,MERIAH,CS Sfaxien,183,70,TUN,24.95068493150685,Yassine Meriah,16
Tunisia,73.9,58879999.99999999,21,CAF,5,DF,1992-01-28,HADDADI,Dijon FCO,185,76,FRA,26.375342465753423,Oussama Haddadi,9
Tunisia,73.9,58879999.99999999,21,CAF,6,DF,1990-01-19,BEDOUI,Étoile du Sahel,187,77,TUN,28.4,Rami Bedoui,8
Tunisia,73.9,58879999.99999999,21,CAF,7,FW,1995-04-27,KHAOUI,ES Troyes,180,76,FRA,23.13150684931507,Saîf-Eddine Khaoui,5
Tunisia,73.9,58879999.99999999,21,CAF,8,FW,1991-06-23,BEN YOUSSEF .F,Al Ittifaq FC,189,80,KSA,26.975342465753425,Fakhreddine Ben Youssef,39
Tunisia,73.9,58879999.99999999,21,CAF,9,MF,1990-09-18,BADRI,ES Tunis,178,70,TUN,27.736986301369864,Anice Badri,7
Tunisia,73.9,58879999.99999999,21,CAF,10,FW,1991-02-08,KHAZRI,Stade Rennais FC,182,76,FRA,27.345205479452055,Wahbi Khazri,35
Tunisia,73.9,58879999.99999999,21,CAF,11,DF,1995-06-19,BRONN,KAA Gent,186,75,BEL,22.986301369863014,Dylan Bronn,5
Tunisia,73.9,58879999.99999999,21,CAF,12,DF,1990-01-01,MAALOUL,Al Ahly SC,170,72,EGY,28.44931506849315,Ali Maâloul,46
Tunisia,73.9,58879999.99999999,21,CAF,13,MF,1992-03-18,SASSI,Al Nassr FC,186,80,KSA,26.24109589041096,Ferjani Sassi,39
Tunisia,73.9,58879999.99999999,21,CAF,14,MF,1992-05-03,BEN AMOR,Al Ahli SC,180,75,KSA,26.115068493150684,Mohamed Amine Ben Amor,26
Tunisia,73.9,58879999.99999999,21,CAF,15,FW,1994-12-21,KHALIL,Club Africain,187,75,TUN,23.47945205479452,Ahmed Khalil,3
Tunisia,73.9,58879999.99999999,21,CAF,16,GK,1984-09-14,MATHLOUTHI .A,Al Batin FC,182,84,KSA,33.74794520547945,Aymen Mathlouthi,70
Tunisia,73.9,58879999.99999999,21,CAF,17,MF,1995-05-10,SKHIRI JORIS,Montpellier HSC,185,69,FRA,23.095890410958905,Ellyes Skhiri,5
Tunisia,73.9,58879999.99999999,21,CAF,18,FW,1997-06-25,SRARFI,OGC Nice,176,71,FRA,20.96986301369863,Bassem Srarfi,5
Tunisia,73.9,58879999.99999999,21,CAF,19,FW,1986-10-14,KHALIFA,Club Africain,185,72,TUN,31.665753424657535,Saber Khalifa,44
Tunisia,73.9,58879999.99999999,21,CAF,20,FW,1994-02-28,CHAALELI,ES Tunis,179,70,TUN,24.29041095890411,Ghailene Chaalali,6
Tunisia,73.9,58879999.99999999,21,CAF,21,DF,1992-10-28,NAGUEZ,Zamalek,186,75,EGY,25.627397260273973,Hamdi Nagguez,15
Tunisia,73.9,58879999.99999999,21,CAF,22,GK,1995-03-05,HASSEN,LB Chateauroux,186,70,FRA,23.276712328767122,Mouez Hassen,3
Tunisia,73.9,58879999.99999999,21,CAF,23,FW,1992-07-27,SLITI,Dijon FCO,173,65,FRA,25.882191780821916,Naïm Sliti,17
Australia,87,5025e4,36,AFC,1,GK,1992-04-08,RYAN,Brighton & Hove Albion FC,184,82,ENG,26.183561643835617,Mathew Ryan,44
Australia,87,5025e4,36,AFC,2,DF,1994-04-28,DEGENEK,Yokohama F-Marinos,187,85,JPN,24.12876712328767,Milos Degenek,18
Australia,87,5025e4,36,AFC,3,DF,1988-04-05,MEREDITH,Millwall FC,179,71,ENG,30.19178082191781,James Meredith,2
Australia,87,5025e4,36,AFC,4,FW,1979-12-06,CAHILL,Millwall FC,180,76,ENG,38.52054794520548,Tim Cahill,106
Australia,87,5025e4,36,AFC,5,DF,1985-08-04,MILLIGAN,Al Ahli SC,178,78,KSA,32.86027397260274,Mark Milligan,71
Australia,87,5025e4,36,AFC,6,DF,1989-12-08,JURMAN,Suwon Samsung Bluewings FC,190,83,KOR,28.515068493150686,Matthew Jurman,4
Australia,87,5025e4,36,AFC,7,FW,1991-02-04,LECKIE,Hertha BSC,181,84,GER,27.356164383561644,Mathew Leckie,53
Australia,87,5025e4,36,AFC,8,MF,1992-09-25,LUONGO,Queens Park Rangers FC,176,76,ENG,25.71780821917808,Massimo Luongo,36
Australia,87,5025e4,36,AFC,9,FW,1991-07-22,JURIC,FC Luzern,190,80,SUI,26.895890410958906,Tomi Juric,35
Australia,87,5025e4,36,AFC,10,FW,1988-10-05,KRUSE,VfL Bochum,180,66,GER,29.69041095890411,Robbie Kruse,64
Australia,87,5025e4,36,AFC,11,FW,1992-12-17,NABBOUT,Urawa Reds,178,85,JPN,25.49041095890411,Andrew Nabbout,4
Australia,87,5025e4,36,AFC,12,GK,1982-03-19,JONES,Feyenoord Rotterdam,193,87,NED,36.23835616438356,Brad Jones,6
Australia,87,5025e4,36,AFC,13,MF,1990-09-15,MOOY,Huddersfield Town FC,173,72,ENG,27.745205479452054,Aaron Mooy,34
Australia,87,5025e4,36,AFC,14,FW,1993-07-29,MACLAREN,Hibernian FC,178,72,SCO,24.876712328767123,Jamie Maclaren,6
Australia,87,5025e4,36,AFC,15,MF,1984-08-03,JEDINAK,Aston Villa FC,188,78,ENG,33.863013698630134,Mile Jedinak,76
Australia,87,5025e4,36,AFC,16,DF,1990-12-16,BEHICH,Bursaspor,170,63,TUR,27.493150684931507,Aziz Behich,23
Australia,87,5025e4,36,AFC,17,FW,1999-01-04,ARZANI,Melbourne City FC,171,73,AUS,19.44109589041096,Daniel Arzani,2
Australia,87,5025e4,36,AFC,18,GK,1985-03-27,VUKOVIC,KRC Genk,187,94,BEL,33.21643835616438,Danny Vukovic,1
Australia,87,5025e4,36,AFC,19,DF,1992-07-27,RISDON,WS Wanderers FC,169,70,AUS,25.882191780821916,Josh Risdon,8
Australia,87,5025e4,36,AFC,20,DF,1992-01-05,SAINSBURY,Grasshopper Club,183,76,SUI,26.438356164383563,Trent Sainsbury,35
Australia,87,5025e4,36,AFC,21,FW,1992-11-10,PETRATOS,Newcastle United Jets FC,176,72,AUS,25.59178082191781,Dimitri Petratos,2
Australia,87,5025e4,36,AFC,22,MF,1993-03-07,IRVINE,Hull City FC,180,77,ENG,25.27123287671233,Jackson Irvine,19
Australia,87,5025e4,36,AFC,23,MF,1992-12-16,ROGIC,Celtic FC,189,88,SCO,25.493150684931507,Tom Rogic,37
Iran,60.9,483e5,37,AFC,1,GK,1992-09-21,A. BEIRANVAND,Persepolis FC,194,85,IRN,25.72876712328767,Alireza Beiranvand,22
Iran,60.9,483e5,37,AFC,2,MF,1994-09-10,M. TORABI,Saipa Alborz FC,185,71,IRN,23.75890410958904,Mehdi Torabi,17
Iran,60.9,483e5,37,AFC,3,DF,1990-02-25,HAJI SAFI,Olympiacos Piraeus FC,178,75,GRE,28.2986301369863,Ehsan Hajsafi,94
Iran,60.9,483e5,37,AFC,4,DF,1993-07-24,R. CHESHMI,Esteghlal Tehran FC,192,80,IRN,24.89041095890411,Rouzbeh Cheshmi,10
Iran,60.9,483e5,37,AFC,5,DF,1993-09-29,M. MOHAMMADI,FC Akhmat Grozny,178,69,RUS,24.706849315068492,Milad Mohammadi,19
Iran,60.9,483e5,37,AFC,6,MF,1996-10-01,S. EZATOLAHI,FK Amkar Perm,190,82,RUS,21.7013698630137,Saeid Ezatolahi,25
Iran,60.9,483e5,37,AFC,7,MF,1984-06-09,SHOJAEI M.,AEK Athens,187,79,GRE,34.013698630136986,Masoud Shojaei,74
Iran,60.9,483e5,37,AFC,8,DF,1992-04-19,M. POURALIGANJI,Al Sadd SC,187,83,QAT,26.153424657534245,Morteza Pouraliganji,27
Iran,60.9,483e5,37,AFC,9,MF,1987-09-16,OMID,Esteghlal Tehran FC,178,75,IRN,30.742465753424657,Omid Ebrahimi,30
Iran,60.9,483e5,37,AFC,10,FW,1990-04-03,KARIM,Olympiacos Piraeus FC,187,80,GRE,28.197260273972603,Karim Ansarifard,64
Iran,60.9,483e5,37,AFC,11,MF,1988-04-02,V. AMIRI,Persepolis FC,179,71,IRN,30.2,Vahid Amiri,36
Iran,60.9,483e5,37,AFC,12,GK,1989-05-18,RASHID,Zob Ahan Isfahan FC,192,84,IRN,29.073972602739726,Mohammad Rashid Mazaheri,3
Iran,60.9,483e5,37,AFC,13,DF,1991-05-11,M.R. KHANZADEH,Padideh FC,186,80,IRN,27.09315068493151,Mohammad Reza Khanzadeh,11
Iran,60.9,483e5,37,AFC,14,FW,1993-09-06,GHODDOS,IFK Östersund FK,177,79,SWE,24.76986301369863,Saman Ghoddos,8
Iran,60.9,483e5,37,AFC,15,DF,1983-09-06,P. MONTAZERI,Esteghlal Tehran FC,185,77,IRN,34.76986301369863,Pejman Montazeri,46
Iran,60.9,483e5,37,AFC,16,FW,1987-09-20,REZA,SC Heerenveen,180,79,NED,30.731506849315068,Reza Ghoochannejhad,43
Iran,60.9,483e5,37,AFC,17,FW,1992-07-18,MEHDI,Al Gharafa SC,187,80,QAT,25.90684931506849,Mehdi Taremi,26
Iran,60.9,483e5,37,AFC,18,FW,1993-08-11,A. JAHANBAKHSH,AZ Alkmaar,180,77,NED,24.84109589041096,Alireza Jahanbakhsh,38
Iran,60.9,483e5,37,AFC,19,DF,1996-06-20,M. HOSSEINI,Esteghlal Tehran FC,183,78,IRN,21.983561643835618,Majid Hosseini,1
Iran,60.9,483e5,37,AFC,20,FW,1995-01-01,SARDAR,FC Rubin Kazan,186,80,RUS,23.44931506849315,Sardar Azmoun,33
Iran,60.9,483e5,37,AFC,21,FW,1986-07-05,DEJAGAH,Nottingham Forest FC,181,78,ENG,31.942465753424656,Ashkan Dejagah,46
Iran,60.9,483e5,37,AFC,22,GK,1993-04-26,ABEDZADEH,CS Maritimo,186,80,POR,25.134246575342466,Amir Abedzadeh,1
Iran,60.9,483e5,37,AFC,23,DF,1990-03-21,RAMIN,KV Oostende,185,75,BEL,28.232876712328768,Ramin Rezaeian,28
Costa Rica,69.6,4015e4,23,CONCACAF,1,GK,1986-12-15,K. NAVAS,Real Madrid CF,185,80,ESP,31.495890410958904,Keylor Navas,81
Costa Rica,69.6,4015e4,23,CONCACAF,2,DF,1983-07-21,J. ACOSTA,Rionegro Águilas,176,75,COL,34.8986301369863,Johnny Acosta,69
Costa Rica,69.6,4015e4,23,CONCACAF,3,DF,1988-02-08,G. GONZALEZ,Bologna FC,186,78,ITA,30.345205479452055,Giancarlo González,70
Costa Rica,69.6,4015e4,23,CONCACAF,4,DF,1998-03-06,I. SMITH,IFK Norrkoping FK,177,68,SWE,20.273972602739725,Ian Smith,4
Costa Rica,69.6,4015e4,23,CONCACAF,5,MF,1988-05-27,C. BORGES,Deportivo La Coruña,187,79,ESP,30.04931506849315,Celso Borges,113
Costa Rica,69.6,4015e4,23,CONCACAF,6,DF,1989-06-03,O. DUARTE,RCD Espanyol,186,81,ESP,29.03013698630137,Óscar Duarte,39
Costa Rica,69.6,4015e4,23,CONCACAF,7,MF,1984-05-17,C. BOLAÑOS,Deportivo Saprissa,178,67,CRC,34.07671232876712,Christian Bolaños,81
Costa Rica,69.6,4015e4,23,CONCACAF,8,DF,1990-02-18,B. OVIEDO,Sunderland AFC,172,70,ENG,28.317808219178083,Bryan Oviedo,44
Costa Rica,69.6,4015e4,23,CONCACAF,9,MF,1985-01-10,D. COLINDRES,Deportivo Saprissa,180,75,CRC,33.42465753424658,Daniel Colindres,11
Costa Rica,69.6,4015e4,23,CONCACAF,10,MF,1985-08-18,BRYAN,Sporting CP,187,73,POR,32.821917808219176,Bryan Ruiz,110
Costa Rica,69.6,4015e4,23,CONCACAF,11,FW,1988-11-27,J. VENEGAS,Deportivo Saprissa,183,76,CRC,29.545205479452054,Johan Venegas,47
Costa Rica,69.6,4015e4,23,CONCACAF,12,FW,1992-06-26,J. CAMPBELL,Real Betis,178,71,ESP,25.96712328767123,Joel Campbell,77
Costa Rica,69.6,4015e4,23,CONCACAF,13,MF,1988-06-17,R. WALLACE,New York City FC,180,70,USA,29.991780821917807,Rodney Wallace,30
Costa Rica,69.6,4015e4,23,CONCACAF,14,MF,1984-12-30,R. AZOFEIFA,CS Herediano,182,83,CRC,33.45479452054794,Randall Azofeifa,58
Costa Rica,69.6,4015e4,23,CONCACAF,15,DF,1992-07-08,F. CALVO,Minnesota United FC,180,78,USA,25.934246575342467,Francisco Calvo,38
Costa Rica,69.6,4015e4,23,CONCACAF,16,DF,1989-10-24,C. GAMBOA,Celtic FC,175,67,SCO,28.638356164383563,Cristian Gamboa,68
Costa Rica,69.6,4015e4,23,CONCACAF,17,MF,1992-03-17,Y. TEJEDA,FC Lausanne-Sport,179,67,SUI,26.243835616438357,Yeltsin Tejeda,51
Costa Rica,69.6,4015e4,23,CONCACAF,18,GK,1982-04-24,P. PEMBERTON,LD Alajuelense,178,72,CRC,36.13972602739726,Patrick Pemberton,39
Costa Rica,69.6,4015e4,23,CONCACAF,19,DF,1988-01-01,K. WASTON,Vancouver Whitecaps FC,196,87,CAN,30.44931506849315,Kendall Waston,26
Costa Rica,69.6,4015e4,23,CONCACAF,20,MF,1990-02-18,D. GUZMAN,Portland Timbers,176,78,USA,28.317808219178083,David Guzmán,43
Costa Rica,69.6,4015e4,23,CONCACAF,21,FW,1990-03-05,M. UREÑA,Los Angeles FC,181,70,USA,28.276712328767122,Marco Ureña,64
Costa Rica,69.6,4015e4,23,CONCACAF,22,DF,1994-07-09,R. MATARRITA,New York City FC,175,70,USA,23.931506849315067,Kenner Gutiérrez,9
Costa Rica,69.6,4015e4,23,CONCACAF,23,GK,1990-04-02,L. MOREIRA,CS Herediano,179,70,CRC,28.2,Leonel Moreira,9
Peru,78.3,3853e4,11,CONMEBOL,1,GK,1990-02-23,GALLESE,CD Tiburones Rojos de Veracruz,189,79,MEX,28.304109589041097,Pedro Gallese,38
Peru,78.3,3853e4,11,CONMEBOL,2,DF,1984-03-31,RODRIGUEZ,Atletico Junior,179,78,COL,34.205479452054796,Alberto Rodríguez,59
Peru,78.3,3853e4,11,CONMEBOL,3,DF,1989-05-20,CORZO,Universitario Lima,172,75,PER,29.068493150684933,Aldo Corzo,25
Peru,78.3,3853e4,11,CONMEBOL,4,DF,1992-01-10,SANTAMARIA,Puebla FC,183,84,MEX,26.424657534246574,Anderson Santamaría,4
Peru,78.3,3853e4,11,CONMEBOL,5,DF,1994-10-24,ARAUJO,Alianza Lima,178,77,PER,23.638356164383563,Miguel Araujo,7
Peru,78.3,3853e4,11,CONMEBOL,6,DF,1992-08-25,TRAUCO,CR Flamengo,169,74,BRA,25.802739726027397,Miguel Trauco,27
