objectid,objectid_1,input_fid,near_fid,distance,distmet,distmiles,from_county,fromschoolnum,fromschool,fromlat,fromlon,tocounty,toschoolnum,toschoolname,tolat,tolon,tsid,fsid,tcoid,fcoid,copairid,from_lat_lon,to_lat_lon,drive_time,commute_dist
236,236,0,33,0.58940768,65506.184,40.703644,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,30.280935,-82.158279,38,10,2,1,1,29.79541+-82.492447,30.280935+-82.158279,54.666666666666664,44.75053189374055
15431,15431,33,27,0.60315299,67033.82,41.65287,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,30.280935,-82.158279,ALACHUA,571,W. W. IRBY ELEMENTARY SCHOOL,29.779131,-82.492928,32,38,1,2,1,30.280935+-82.158279,29.779131+-82.492928,57.5,45.81369800365863
12553,12553,25,33,0.60940862,67729.063,42.084877,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,30.280935,-82.158279,38,29,2,1,1,29.689863+-82.306648,30.280935+-82.158279,59.8,51.01892448103078
14525,14525,30,25,0.61391056,68229.406,42.395775,BAKER,31,J FRANKLYN KELLER INTERMEDIATE SCHOOL,30.277275,-82.128227,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,30,37,1,2,1,30.277275+-82.128227,29.689863+-82.306648,61.916666666666664,51.51229320766722
15452,15452,33,2,0.61633909,68499.313,42.563484,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,30.280935,-82.158279,ALACHUA,541,C. W. NORTON ELEMENTARY SCHOOL,29.696526,-82.354088,3,38,1,2,1,30.280935+-82.158279,29.696526+-82.354088,61.13333333333333,48.955350751610595
12499,12499,25,57,0.31886026,35437.813,22.020029,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,BRADFORD,81,SOUTHSIDE ELEMENTARY SCHOOL,29.935579,-82.103439,70,29,4,1,2,29.689863+-82.306648,29.935579+-82.103439,29.833333333333332,24.177553089954664
19127,19127,58,25,0.32023278,35590.348,22.114811,BRADFORD,51,STARKE ELEMENTARY SCHOOL,29.95179,-82.122414,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,30,67,1,4,2,29.95179+-82.122414,29.689863+-82.306648,33.6,24.82626461465044
12498,12498,25,58,0.32023278,35590.348,22.114811,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,BRADFORD,51,STARKE ELEMENTARY SCHOOL,29.95179,-82.122414,71,29,4,1,2,29.689863+-82.306648,29.95179+-82.122414,32.31666666666667,24.683349240435852
3774,3774,7,58,0.32304946,35903.395,22.309326,ALACHUA,492,FEARNSIDE FAMILY SERVICES CENTER,29.685831,-82.305786,BRADFORD,51,STARKE ELEMENTARY SCHOOL,29.95179,-82.122414,71,19,4,1,2,29.685831+-82.305786,29.95179+-82.122414,32.86666666666667,24.680863755666905
9136,9136,18,57,0.32351583,35955.227,22.341536,ALACHUA,341,MARJORIE KINNAN RAWLINGS ELEM,29.68434,-82.307251,BRADFORD,81,SOUTHSIDE ELEMENTARY SCHOOL,29.935579,-82.103439,70,16,4,1,2,29.68434+-82.307251,29.935579+-82.103439,31.966666666666665,24.345323311858746
139447,139447,284,20,0.56278849,62547.75,38.865356,CITRUS,181,CITRUS SPRINGS ELEMENTARY SCHOOL,28.980583,-82.494537,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,326,1,9,3,28.980583+-82.494537,29.504831+-82.289848,61.3,46.39343732601606
9942,9942,20,287,0.61540937,68395.977,42.499279,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,CITRUS,171,HERNANDO ELEMENTARY SCHOOL,28.896627,-82.383759,322,30,9,1,3,29.504831+-82.289848,28.896627+-82.383759,58.916666666666664,48.86214507277499
141834,141834,287,20,0.61540937,68395.977,42.499279,CITRUS,171,HERNANDO ELEMENTARY SCHOOL,28.896627,-82.383759,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,325,1,9,3,28.896627+-82.383759,29.504831+-82.289848,54.93333333333333,48.60738288395768
9943,9943,20,286,0.61958897,68860.5,42.787918,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,CITRUS,25,FOREST RIDGE ELEMENTARY SCHOOL,28.9048,-82.444298,321,30,9,1,3,29.504831+-82.289848,28.9048+-82.444298,61.416666666666664,51.58996460669689
141019,141019,286,20,0.61958897,68860.5,42.787918,CITRUS,25,FOREST RIDGE ELEMENTARY SCHOOL,28.9048,-82.444298,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,319,1,9,3,28.9048+-82.444298,29.504831+-82.289848,58.75,51.38864034041199
2217,2217,4,301,0.19281016,21428.73,13.315191,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,12,10,1,4,29.593885+-82.090927,29.779119+-82.037407,22.933333333333334,16.125203809751053
149195,149195,301,4,0.19281016,21428.73,13.315191,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,334,1,10,4,29.779119+-82.037407,29.593885+-82.090927,23.766666666666666,16.817411317903442
149240,149240,301,15,0.26762646,29743.738,18.481895,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,ALACHUA,71,LAKE FOREST ELEMENTARY SCHOOL,29.647249,-82.270287,18,334,1,10,4,29.779119+-82.037407,29.647249+-82.270287,28.416666666666668,22.19040801717967
149217,149217,301,25,0.28365386,31525.004,19.588724,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,30,334,1,10,4,29.779119+-82.037407,29.689863+-82.306648,29.8,23.638824266284896
12463,12463,25,301,0.28365386,31525.004,19.588724,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,29,10,1,4,29.689863+-82.306648,29.779119+-82.037407,35.35,23.046657520082718
167832,167832,352,0,0.25685164,28546.234,17.737803,COLUMBIA,121,FORT WHITE ELEMENTARY SCHOOL,29.926691,-82.713219,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,1,387,1,12,5,29.926691+-82.713219,29.79541+-82.492447,28.083333333333332,17.91102461624115
13349,13349,27,352,0.26514596,29468.055,18.310595,ALACHUA,571,W. W. IRBY ELEMENTARY SCHOOL,29.779131,-82.492928,COLUMBIA,121,FORT WHITE ELEMENTARY SCHOOL,29.926691,-82.713219,387,28,12,1,5,29.779131+-82.492928,29.926691+-82.713219,25.766666666666666,17.840809671518333
166891,166891,349,1841,0.26792797,29777.248,18.502718,COLUMBIA,261,COLUMBIA CITY ELEMENTARY SCHOOL,30.080526,-82.696281,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,390,1,12,5,30.080526+-82.696281,29.8344+-82.590416,27.15,26.36664380020679
167804,167804,352,22,0.30555204,33958.746,21.100981,COLUMBIA,121,FORT WHITE ELEMENTARY SCHOOL,29.926691,-82.713219,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,25,387,1,12,5,29.926691+-82.713219,29.637859+-82.613525,34.3,24.68148512685914
1014357,1014357,1841,358,0.33679581,37431.148,23.258631,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,COLUMBIA,271,WESTSIDE ELEMENTARY SCHOOL,30.153028,-82.699539,393,17,12,1,5,29.8344+-82.590416,30.153028+-82.699539,30.85,30.194911715581007
273556,273556,562,22,0.36743641,40836.516,25.374626,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,29.592583,-82.978157,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,25,397,1,14,6,29.592583+-82.978157,29.637859+-82.613525,30.15,24.369556788356
273553,273553,562,1841,0.45696774,50786.938,31.557529,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,29.592583,-82.978157,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,397,1,14,6,29.592583+-82.978157,29.8344+-82.590416,44.55,36.150754593175854
592,592,1,562,0.46129394,51267.746,31.856291,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,29.592583,-82.978157,400,11,14,1,6,29.520151+-82.522591,29.592583+-82.978157,43.15,35.544917680744454
273546,273546,562,1,0.46129394,51267.746,31.856291,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,29.592583,-82.978157,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,2,397,1,14,6,29.592583+-82.978157,29.520151+-82.522591,43.31666666666667,35.546160423128924
10936,10936,22,561,0.51012069,56694.305,35.228199,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,DIXIE,43,KINDER CUB SCHOOL INC,29.639524,-83.123642,399,25,14,1,6,29.637859+-82.613525,29.639524+-83.123642,40.05,34.21891155650998
281805,281805,588,4,0.66338152,73727.555,45.812164,DUVAL,2551,ENTERPRISE LEARNING ACADEMY,30.199722,-81.820671,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,501,1,15,7,30.199722+-81.820671,29.593885+-82.090927,67.01666666666667,51.71858844349001
2253,2253,4,588,0.66338152,73727.555,45.812164,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,DUVAL,2551,ENTERPRISE LEARNING ACADEMY,30.199722,-81.820671,426,12,15,1,7,29.593885+-82.090927,30.199722+-81.820671,66.36666666666666,51.80309492563429
279854,279854,582,4,0.66762799,74199.508,46.105423,DUVAL,2321,CHIMNEY LAKES ELEMENTARY SCHL,30.196018,-81.802544,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,486,1,15,7,30.196018+-81.802544,29.593885+-82.090927,69.11666666666666,52.66990773880538
2254,2254,4,582,0.66762799,74199.508,46.105423,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,DUVAL,2321,CHIMNEY LAKES ELEMENTARY SCHL,30.196018,-81.802544,420,12,15,1,7,29.593885+-82.090927,30.196018+-81.802544,67.75,52.748821880219516
12594,12594,25,589,0.69641584,77398.961,48.093472,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,DUVAL,261,ESE PRE KINDERGARTEN DISABILITIES CENTER,30.302366,-81.975235,427,29,15,1,7,29.689863+-82.306648,30.302366+-81.975235,59.3,49.85136801081683
311970,311970,710,4,0.83260208,92534.563,57.498295,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,553,1,17,8,29.583397+-81.258392,29.593885+-82.090927,79.56666666666666,60.18601368010817
2179,2179,4,710,0.83260208,92534.563,57.498295,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,548,12,17,1,8,29.593885+-82.090927,29.583397+-81.258392,77.61666666666666,59.262656088443485
2174,2174,4,715,0.84366232,93763.789,58.2621,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,FLAGLER,51,RYMFIRE ELEMENTARY SCHOOL,29.501812,-81.252304,553,12,17,1,8,29.593885+-82.090927,29.501812+-81.252304,76.26666666666667,61.09321562077467
314882,314882,715,4,0.84366232,93763.789,58.2621,FLAGLER,51,RYMFIRE ELEMENTARY SCHOOL,29.501812,-81.252304,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,549,1,17,8,29.501812+-81.252304,29.593885+-82.090927,79.05,62.046399029666745
2178,2178,4,711,0.84425634,93829.805,58.30312,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,549,12,17,1,8,29.593885+-82.090927,29.472683+-81.255417,73.71666666666667,58.603381253479675
316030,316030,723,22,0.15960439,17738.271,11.022048,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,25,561,1,19,9,29.619484+-82.772064,29.637859+-82.613525,12,10.218449256342957
315695,315695,722,22,0.26660001,29629.66,18.411013,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,25,560,1,19,9,29.750734+-82.855049,29.637859+-82.613525,28.7,23.709039211007713
316020,316020,723,1,0.26852712,29843.836,18.544094,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,2,561,1,19,9,29.619484+-82.772064,29.520151+-82.522591,26.333333333333332,20.954500715819613
1014301,1014301,1841,723,0.28139886,31274.387,19.432997,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,17,19,1,9,29.8344+-82.590416,29.619484+-82.772064,29.133333333333333,23.572337548715502
316045,316045,723,16,0.32733291,36379.453,22.605137,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,ALACHUA,510,LAWTON M. CHILES ELEM. SCHOOL,29.629122,-82.444878,19,561,1,19,9,29.619484+-82.772064,29.629122+-82.444878,28.766666666666666,22.2624870754792
317141,317141,728,1841,0.72836095,80949.305,50.299549,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,566,1,22,10,30.478722+-82.930061,29.8344+-82.590416,49.06666666666667,53.63179034438877
1014423,1014423,1841,728,0.72836095,80949.305,50.299549,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,566,17,22,1,10,29.8344+-82.590416,30.478722+-82.930061,55.53333333333333,55.97684522389247
1014535,1014535,1841,729,0.79318756,88154.07,54.776382,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,567,17,22,1,10,29.8344+-82.590416,30.523642+-82.982964,58.13333333333333,59.09115763938598
317382,317382,729,1841,0.79318756,88154.07,54.776382,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,567,1,22,10,30.523642+-82.982964,29.8344+-82.590416,57.083333333333336,59.05636085262069
234,234,0,728,0.81143272,90181.82,56.036369,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,566,10,22,1,10,29.79541+-82.492447,30.478722+-82.930061,56.43333333333333,58.30822993716694
1014356,1014356,1841,935,0.61581141,68440.664,42.527042,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,773,17,31,1,11,29.8344+-82.590416,30.054985+-83.165367,47.65,41.30005766324664
462904,462904,935,1841,0.61581141,68440.664,42.527042,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,29.8344,-82.590416,12,773,1,31,11,30.054985+-83.165367,29.8344+-82.590416,47.333333333333336,41.31310645828362
10994,10994,22,935,0.69175506,76880.969,47.771603,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,773,25,31,1,11,29.637859+-82.613525,30.054985+-83.165367,61.766666666666666,54.073585262069514
167,167,0,935,0.72124738,80158.719,49.8083,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,773,10,31,1,11,29.79541+-82.492447,30.054985+-83.165367,54.86666666666667,47.20556947427026
462935,462935,935,0,0.72124738,80158.719,49.8083,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,29.79541,-82.492447,1,773,1,31,11,30.054985+-83.165367,29.79541+-82.492447,55.03333333333333,47.304367493836
9951,9951,20,957,0.67582494,75110.508,46.671494,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,795,30,32,1,12,29.504831+-82.289848,28.929787+-81.934799,60.61666666666667,52.71837469179989
482029,482029,957,20,0.67582494,75110.508,46.671494,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,782,1,32,12,28.929787+-81.934799,29.504831+-82.289848,59.083333333333336,52.19083054959039
2045,2045,4,957,0.68220556,75819.648,47.112129,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,795,12,32,1,12,29.593885+-82.090927,28.929787+-81.934799,75.2,52.74571502425833
482033,482033,957,4,0.68220556,75819.648,47.112129,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,782,1,32,12,28.929787+-81.934799,29.593885+-82.090927,75.23333333333333,52.09389664360137
9956,9956,20,943,0.74778903,83108.523,51.641228,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,LAKE,101,FRUITLAND PARK ELEM. SCHOOL,28.861044,-81.909424,781,30,32,1,12,29.504831+-82.289848,28.861044+-81.909424,61.983333333333334,60.78004453988706
501695,501695,1030,1,0.12145127,13497.972,8.387248,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,2,871,1,35,13,29.461695+-82.629044,29.520151+-82.522591,13.683333333333334,9.175788395768711
503389,503389,1033,1,0.16312693,18129.764,11.265309,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,2,869,1,35,13,29.376045+-82.446136,29.520151+-82.522591,18.483333333333334,12.311227431798297
595,595,1,1033,0.16312693,18129.764,11.265309,ALACHUA,171,ARCHER ELEMENTARY,29.520151,-82.522591,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,871,11,35,1,13,29.520151+-82.522591,29.376045+-82.446136,17.866666666666667,12.311227431798297
10922,10922,22,1030,0.1768475,19654.654,12.212832,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,29.637859,-82.613525,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,868,25,35,1,13,29.637859+-82.613525,29.461695+-82.629044,19.433333333333334,15.309964805535671
10070,10070,20,1032,0.20071112,22306.832,13.860819,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,870,30,35,1,13,29.504831+-82.289848,29.38599+-82.451599,22.25,15.746167382486279
535393,535393,1086,20,0.24558088,27293.613,16.959459,MARION,211,FESSENDEN ELEMENTARY SCHOOL,29.27973,-82.191673,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,919,1,38,14,29.27973+-82.191673,29.504831+-82.289848,21.083333333333332,20.24675892786129
549451,549451,1102,20,0.24845192,27612.697,17.15773,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,924,1,38,14,29.339392+-82.104492,29.504831+-82.289848,24.383333333333333,19.369382804422173
545084,545084,1097,4,0.25094485,27889.76,17.329889,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,916,1,38,14,29.367847+-82.199921,29.593885+-82.090927,26.35,21.06945438638352
2172,2172,4,1097,0.25094485,27889.76,17.329889,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,935,12,38,1,14,29.593885+-82.090927,29.367847+-82.199921,23.733333333333334,20.802886144913703
11458,11458,23,1097,0.27248135,30283.303,18.817167,ALACHUA,500,PRAIRIE VIEW ACADEMY,29.61997,-82.303261,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,935,20,38,1,14,29.61997+-82.303261,29.367847+-82.199921,30.4,24.608163326175138
12557,12557,25,1126,0.78664273,87426.688,54.324409,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,1157,29,41,1,15,29.689863+-82.306648,30.385906+-81.94014,73.3,59.19430525729738
561966,561966,1126,25,0.78664273,87426.688,54.324409,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJECT,29.689863,-82.306648,30,1161,1,41,15,30.385906+-81.94014,29.689863+-82.306648,67.06666666666666,56.20799530740475
3833,3833,7,1126,0.78981364,87779.102,54.543388,ALACHUA,492,FEARNSIDE FAMILY SERVICES CENTER,29.685831,-82.305786,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,1157,19,41,1,15,29.685831+-82.305786,30.385906+-81.94014,74.18333333333334,59.19181977252843
561981,561981,1126,7,0.78981364,87779.102,54.543388,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,ALACHUA,492,FEARNSIDE FAMILY SERVICES CENTER,29.685831,-82.305786,8,1161,1,41,15,30.385906+-81.94014,29.685831+-82.305786,68.2,56.21296627694265
9194,9194,18,1126,0.79181415,88001.43,54.681538,ALACHUA,341,MARJORIE KINNAN RAWLINGS ELEM,29.68434,-82.307251,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,1157,16,41,1,15,29.68434+-82.307251,30.385906+-81.94014,75.61666666666666,59.362075479201465
2215,2215,4,1632,0.069741845,7751.0391,4.8162708,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,12,50,1,16,29.593885+-82.090927,29.629139+-82.030746,8.283333333333333,5.920424719637318
901555,901555,1626,4,0.20624888,22922.293,14.243248,PUTNAM,201,INTERLACHEN ELEMENTARY SCHOOL,29.624401,-81.886948,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,1661,1,50,16,29.624401+-81.886948,29.593885+-82.090927,20.05,14.139922850552772
2221,2221,4,1626,0.20624888,22922.293,14.243248,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,PUTNAM,201,INTERLACHEN ELEMENTARY SCHOOL,29.624401,-81.886948,1657,12,50,1,16,29.593885+-82.090927,29.624401+-81.886948,16.866666666666667,13.408568957289429
2715,2715,5,1630,0.25939837,28829.275,17.913675,ALACHUA,22,EARLY LEARNING ACADEMY AT DUVAL,29.660648,-82.297447,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,1661,1,50,1,16,29.660648+-82.297447,29.709049+-82.04261,28.7,17.73890479599141
903848,903848,1630,5,0.25939837,28829.275,17.913675,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,ALACHUA,22,EARLY LEARNING ACADEMY AT DUVAL,29.660648,-82.297447,6,1659,1,50,16,29.709049+-82.04261,29.660648+-82.297447,23.65,17.734555197645747
2223,2223,4,1650,0.64014602,71145.188,44.207558,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,1768,12,54,1,17,29.593885+-82.090927,29.726576+-81.464684,56.95,41.88911755348763
913465,913465,1650,4,0.64014602,71145.188,44.207558,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,1770,1,54,17,29.726576+-81.464684,29.593885+-82.090927,58.61666666666667,42.79631949415414
908420,908420,1639,4,0.64805961,72024.703,44.754059,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOOL,30.064547,-81.645439,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,5,1772,1,54,17,30.064547+-81.645439,29.593885+-82.090927,78.18333333333334,60.067953153583076
2286,2286,4,1639,0.64805961,72024.703,44.754059,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOOL,30.064547,-81.645439,1757,12,54,1,17,29.593885+-82.090927,30.064547+-81.645439,75.86666666666666,63.86701662292213
2281,2281,4,1647,0.67922163,75488.016,46.906063,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,29.593885,-82.090927,ST. JOHNS,521,PICOLATA CROSSING ELEMENTARY SCHOOL,29.921791,-81.496101,1765,12,54,1,17,29.593885+-82.090927,29.921791+-81.496101,77.46666666666667,57.824803149606296
9947,9947,20,1765,0.69452488,77188.797,47.962883,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,1796,30,56,1,18,29.504831+-82.289848,28.857233+-82.038887,46.71666666666667,50.446641612980194
976419,976419,1765,20,0.69452488,77188.797,47.962883,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHOOL INC.,29.504831,-82.289848,23,1795,1,56,18,28.857233+-82.038887,29.504831+-82.289848,46.733333333333334,52.24861807046846
