objectid,objectid_1,input_fid,near_fid,distance,distmet,distmiles,from_county,fromschoolnum,fromschool,fromlat,fromlon,tocounty,toschoolnum,toschoolname,tolat,tolon,tsid,fsid,tcoid,fcoid,copairid,from_lat_lon,to_lat_lon,drive_time,commute_dist
138591,138591,283,1080,0.1017482,11308.193,7.0265832,CITRUS,35,CENTRAL RIDGE ELEMENTARY SCHOOL,28.974022,-82.438232,MARION,641,DUNNELLON ELEMENTARY SCHOOL,29.073784,-82.418236,918,321,38,9,90,28.974022+-82.438232,29.073784+-82.418236,16.8,10.620476417720512
139398,139398,284,1080,0.12045077,13386.778,8.3181553,CITRUS,181,CITRUS SPRINGS ELEMENTARY SCHOOL,28.980583,-82.494537,MARION,641,DUNNELLON ELEMENTARY SCHOOL,29.073784,-82.418236,918,326,38,9,90,28.980583+-82.494537,29.073784+-82.418236,18.55,11.01691123836793
140964,140964,286,1080,0.17098171,19002.736,11.807749,CITRUS,25,FOREST RIDGE ELEMENTARY SCHOOL,28.9048,-82.444298,MARION,641,DUNNELLON ELEMENTARY SCHOOL,29.073784,-82.418236,918,319,38,9,90,28.9048+-82.444298,29.073784+-82.418236,23,16.537172910204404
545864,545864,1098,284,0.17735013,19710.516,12.247543,MARION,621,ROMEO ELEMENTARY SCHOOL,29.151375,-82.446754,CITRUS,181,CITRUS SPRINGS ELEMENTARY SCHOOL,28.980583,-82.494537,319,935,9,38,90,29.151375+-82.446754,28.980583+-82.494537,22.716666666666665,14.658767796070945
138590,138590,283,1098,0.17755833,19733.656,12.261922,CITRUS,35,CENTRAL RIDGE ELEMENTARY SCHOOL,28.974022,-82.438232,MARION,621,ROMEO ELEMENTARY SCHOOL,29.151375,-82.446754,936,321,38,9,90,28.974022+-82.438232,29.151375+-82.446754,21.183333333333334,14.288430565497494
668352,668352,1285,289,0.74235493,82504.586,51.265957,ORANGE,461,ZELLWOOD ELEMENTARY,28.735418,-81.601341,CITRUS,32,INVERNESS PRIMARY SCHOOL,28.833254,-82.337219,324,1222,9,44,91,28.735418+-81.601341,28.833254+-82.337219,67.58333333333333,58.354211405392505
143323,143323,289,1285,0.74235493,82504.586,51.265957,CITRUS,32,INVERNESS PRIMARY SCHOOL,28.833254,-82.337219,ORANGE,461,ZELLWOOD ELEMENTARY,28.735418,-81.601341,1316,320,44,9,91,28.833254+-82.337219,28.735418+-81.601341,67,58.29642388451443
144932,144932,291,1285,0.75426942,83828.75,52.088753,CITRUS,21,PLEASANT GROVE ELEMENTARY SCHL,28.824093,-82.35038,ORANGE,461,ZELLWOOD ELEMENTARY,28.735418,-81.601341,1316,318,44,9,91,28.824093+-82.35038,28.735418+-81.601341,70.2,60.11890559134653
668350,668350,1285,291,0.75426942,83828.75,52.088753,ORANGE,461,ZELLWOOD ELEMENTARY,28.735418,-81.601341,CITRUS,21,PLEASANT GROVE ELEMENTARY SCHL,28.824093,-82.35038,326,1222,9,44,91,28.735418+-81.601341,28.824093+-82.35038,70.73333333333333,59.980339815477606
143179,143179,289,1266,0.78026015,86717.336,53.883636,CITRUS,32,INVERNESS PRIMARY SCHOOL,28.833254,-82.337219,ORANGE,361,TILDENVILLE ELEMENTARY,28.557756,-81.607216,1297,320,44,9,91,28.833254+-82.337219,28.557756+-81.607216,56.53333333333333,54.79375447387258
142387,142387,288,1462,0.36813137,40913.754,25.422619,CITRUS,71,HOMOSASSA ELEMENTARY SCHOOL,28.782387,-82.61483,PASCO,121,SHADY HILLS ELEMENTARY SCHOOL,28.420065,-82.54969,1493,322,47,9,92,28.782387+-82.61483,28.420065+-82.54969,40.86666666666667,35.60705479996818
143973,143973,290,1462,0.40263712,44748.688,27.805536,CITRUS,161,LECANTO PRIMARY SCHOOL,28.819115,-82.496063,PASCO,121,SHADY HILLS ELEMENTARY SCHOOL,28.420065,-82.54969,1493,324,47,9,92,28.819115+-82.496063,28.420065+-82.54969,44.35,40.799232482303346
144766,144766,291,1441,0.40605471,45128.512,28.04155,CITRUS,21,PLEASANT GROVE ELEMENTARY SCHL,28.824093,-82.35038,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,28.458279,-82.174141,1472,318,47,9,92,28.824093+-82.35038,28.458279+-82.174141,45.68333333333333,36.57639385985843
765956,765956,1441,291,0.40605471,45128.512,28.04155,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,28.458279,-82.174141,CITRUS,21,PLEASANT GROVE ELEMENTARY SCHL,28.824093,-82.35038,326,1483,9,47,92,28.458279+-82.174141,28.824093+-82.35038,44.766666666666666,36.602491449932394
765958,765958,1441,289,0.408903,45445.07,28.238249,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,28.458279,-82.174141,CITRUS,32,INVERNESS PRIMARY SCHOOL,28.833254,-82.337219,324,1483,9,47,92,28.458279+-82.174141,28.833254+-82.337219,47.88333333333333,36.76342658872186
830829,830829,1543,288,0.64500707,71685.438,44.543251,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHOOL,28.151651,-82.749763,CITRUS,71,HOMOSASSA ELEMENTARY SCHOOL,28.782387,-82.61483,323,1565,9,48,93,28.151651+-82.749763,28.782387+-82.61483,78.55,52.024924441263025
142274,142274,288,1543,0.64500707,71685.438,44.543251,CITRUS,71,HOMOSASSA ELEMENTARY SCHOOL,28.782387,-82.61483,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHOOL,28.151651,-82.749763,1574,322,48,9,93,28.782387+-82.61483,28.151651+-82.749763,77.5,51.75959894217768
142277,142277,288,1482,0.65150446,72407.555,44.991955,CITRUS,71,HOMOSASSA ELEMENTARY SCHOOL,28.782387,-82.61483,PINELLAS,441,BROOKER CREEK ELEMENTARY SCHL,28.135756,-82.694374,1513,322,48,9,93,28.782387+-82.61483,28.135756+-82.694374,68.88333333333334,62.95857193987115
794733,794733,1482,288,0.65150446,72407.555,44.991955,PINELLAS,441,BROOKER CREEK ELEMENTARY SCHL,28.135756,-82.694374,CITRUS,71,HOMOSASSA ELEMENTARY SCHOOL,28.782387,-82.61483,323,1513,9,48,93,28.135756+-82.694374,28.782387+-82.61483,69.83333333333333,61.87490058060924
831463,831463,1544,288,0.6581533,73146.5,45.451115,PINELLAS,4661,TARPON SPRINGS FUNDAMENTAL ELE,28.138557,-82.751396,CITRUS,71,HOMOSASSA ELEMENTARY SCHOOL,28.782387,-82.61483,323,1567,9,48,93,28.138557+-82.751396,28.782387+-82.61483,79.06666666666666,65.12094368885707
144692,144692,291,1615,0.73449111,81630.609,50.722893,CITRUS,21,PLEASANT GROVE ELEMENTARY SCHL,28.824093,-82.35038,POLK,1901,SOCRUM ELEMENTARY SCHOOL,28.170071,-82.016113,1646,318,49,9,94,28.824093+-82.35038,28.170071+-82.016113,73.96666666666667,61.34300684005408
892618,892618,1615,291,0.73449111,81630.609,50.722893,POLK,1901,SOCRUM ELEMENTARY SCHOOL,28.170071,-82.016113,CITRUS,21,PLEASANT GROVE ELEMENTARY SCHL,28.824093,-82.35038,326,1645,9,49,94,28.170071+-82.016113,28.824093+-82.35038,72.98333333333333,61.43683389008192
892620,892620,1615,289,0.73683113,81890.672,50.884487,POLK,1901,SOCRUM ELEMENTARY SCHOOL,28.170071,-82.016113,CITRUS,32,INVERNESS PRIMARY SCHOOL,28.833254,-82.337219,324,1645,9,49,94,28.170071+-82.016113,28.833254+-82.337219,72.36666666666666,60.307181062594445
143083,143083,289,1615,0.73683113,81890.672,50.884487,CITRUS,32,INVERNESS PRIMARY SCHOOL,28.833254,-82.337219,POLK,1901,SOCRUM ELEMENTARY SCHOOL,28.170071,-82.016113,1646,320,49,9,94,28.833254+-82.337219,28.170071+-82.016113,72.91666666666667,60.29723912351865
889173,889173,1611,291,0.76654315,85192.836,52.936359,POLK,1841,R. CLEM CHURCHWELL ELEMENTARY,28.148354,-81.988487,CITRUS,21,PLEASANT GROVE ELEMENTARY SCHL,28.824093,-82.35038,326,1641,9,49,94,28.148354+-81.988487,28.824093+-82.35038,77.08333333333333,64.25102401972481
138697,138697,283,1632,0.77150738,85744.555,53.279182,CITRUS,35,CENTRAL RIDGE ELEMENTARY SCHOOL,28.974022,-82.438232,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,321,50,9,95,28.974022+-82.438232,29.629139+-82.030746,75.2,61.37718225562713
904893,904893,1632,283,0.77150738,85744.555,53.279182,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,CITRUS,35,CENTRAL RIDGE ELEMENTARY SCHOOL,28.974022,-82.438232,318,1664,9,50,95,29.629139+-82.030746,28.974022+-82.438232,76.91666666666667,61.48095124473077
904892,904892,1632,284,0.79732174,88613.539,55.061886,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,CITRUS,181,CITRUS SPRINGS ELEMENTARY SCHOOL,28.980583,-82.494537,319,1664,9,50,95,29.629139+-82.030746,28.980583+-82.494537,82.4,64.68784796786765
139494,139494,284,1632,0.79732174,88613.539,55.061886,CITRUS,181,CITRUS SPRINGS ELEMENTARY SCHOOL,28.980583,-82.494537,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,326,50,9,95,28.980583+-82.494537,29.629139+-82.030746,82.21666666666667,65.8603754076195
141881,141881,287,1632,0.81313276,90370.766,56.15377,CITRUS,171,HERNANDO ELEMENTARY SCHOOL,28.896627,-82.383759,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,325,50,9,95,28.896627+-82.383759,29.629139+-82.030746,75.13333333333334,62.377589875129246
973778,973778,1762,289,0.27874056,30978.947,19.24942,SUMTER,31,BUSHNELL ELEMENTARY SCHOOL,28.662489,-82.116913,CITRUS,32,INVERNESS PRIMARY SCHOOL,28.833254,-82.337219,324,1793,9,56,96,28.662489+-82.116913,28.833254+-82.337219,32.2,21.079396325459317
143156,143156,289,1762,0.27874056,30978.947,19.24942,CITRUS,32,INVERNESS PRIMARY SCHOOL,28.833254,-82.337219,SUMTER,31,BUSHNELL ELEMENTARY SCHOOL,28.662489,-82.116913,1793,320,56,9,96,28.833254+-82.337219,28.662489+-82.116913,31.633333333333333,21.77843891672632
144765,144765,291,1762,0.28394136,31556.959,19.60858,CITRUS,21,PLEASANT GROVE ELEMENTARY SCHL,28.824093,-82.35038,SUMTER,31,BUSHNELL ELEMENTARY SCHOOL,28.662489,-82.116913,1793,318,56,9,96,28.824093+-82.35038,28.662489+-82.116913,35.083333333333336,23.60029925236618
141712,141712,287,1763,0.29076162,32314.955,20.079576,CITRUS,171,HERNANDO ELEMENTARY SCHOOL,28.896627,-82.383759,SUMTER,181,LAKE PANASOFFKEE ELEM. SCHOOL,28.768162,-82.12291,1794,325,56,9,96,28.896627+-82.383759,28.768162+-82.12291,33.5,24.769098464964607
143309,143309,289,1765,0.29929429,33263.27,20.668831,CITRUS,32,INVERNESS PRIMARY SCHOOL,28.833254,-82.337219,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,1796,320,56,9,96,28.833254+-82.337219,28.857233+-82.038887,26.216666666666665,19.73350632307325
167257,167257,350,295,0.59941155,66618,41.394493,COLUMBIA,81,EASTSIDE ELEMENTARY SCHOOL,30.184196,-82.606346,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,30.144325,-82.008263,330,385,10,12,97,30.184196+-82.606346,30.144325+-82.008263,44.61666666666667,44.21801678199316
168164,168164,353,295,0.61754495,68633.328,42.646759,COLUMBIA,71,MELROSE PARK ELEMENTARY SCHOOL,30.184649,-82.624489,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,30.144325,-82.008263,330,384,10,12,97,30.184649+-82.624489,30.144325+-82.008263,46.15,45.42471963731806
168462,168462,354,295,0.62307239,69247.641,43.028477,COLUMBIA,161,NIBLACK ELEMENTARY SCHOOL,30.19902,-82.628929,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,30.144325,-82.008263,330,389,10,12,97,30.19902+-82.628929,30.144325+-82.008263,47.56666666666667,49.34308637556669
169056,169056,356,295,0.63627559,70715.031,43.940269,COLUMBIA,8001,PREK ESE,30.188446,-82.643005,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,30.144325,-82.008263,330,393,10,12,97,30.188446+-82.643005,30.144325+-82.008263,47.81666666666667,46.22628847530422
167555,167555,351,295,0.63742203,70842.445,44.019444,COLUMBIA,91,FIVE POINTS ELEMENTARY SCHOOL,30.217403,-82.641479,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,30.144325,-82.008263,330,386,10,12,97,30.217403+-82.641479,30.144325+-82.008263,44.38333333333333,47.697074087329995
151658,151658,307,588,0.02056404,2285.467,1.4201229,CLAY,621,OAKLEAF VILLAGE ELEMENTARY SCHOOL,30.179157,-81.820709,DUVAL,2551,ENTERPRISE LEARNING ACADEMY,30.199722,-81.820671,426,351,15,10,98,30.179157+-81.820709,30.199722+-81.820671,6.35,1.8951821363238686
281898,281898,588,307,0.02056404,2285.467,1.4201229,DUVAL,2551,ENTERPRISE LEARNING ACADEMY,30.199722,-81.820671,CLAY,621,OAKLEAF VILLAGE ELEMENTARY SCHOOL,30.179157,-81.820709,342,501,10,15,98,30.199722+-81.820671,30.179157+-81.820709,6.95,1.9007744770540045
279958,279958,582,293,0.024168346,2686.0459,1.669031,DUVAL,2321,CHIMNEY LAKES ELEMENTARY SCHL,30.196018,-81.802544,CLAY,591,ARGYLE ELEMENTARY SCHOOL,30.176542,-81.788231,328,486,10,15,98,30.196018+-81.802544,30.176542+-81.788231,6.833333333333333,2.2636552533206076
151659,151659,307,582,0.0247858,2754.6689,1.7116714,CLAY,621,OAKLEAF VILLAGE ELEMENTARY SCHOOL,30.179157,-81.820709,DUVAL,2321,CHIMNEY LAKES ELEMENTARY SCHL,30.196018,-81.802544,420,351,15,10,98,30.179157+-81.820709,30.196018+-81.802544,7.866666666666666,2.840909090909091
152369,152369,309,588,0.028286068,3143.6853,1.9533949,CLAY,651,PLANTATION OAKS ELEMENTARY SCHOOL,30.179617,-81.840569,DUVAL,2551,ENTERPRISE LEARNING ACADEMY,30.199722,-81.820671,426,353,15,10,98,30.179617+-81.840569,30.199722+-81.820671,9.25,3.496455698719478
146474,146474,294,710,0.59742188,66396.875,41.257092,CLAY,71,CHARLES E. BENNETT ELEMENTARY SCHOOL,29.988747,-81.697258,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,548,328,17,10,99,29.988747+-81.697258,29.583397+-81.258392,54.43333333333333,47.60014018134097
146470,146470,294,714,0.61797798,68681.453,42.676666,CLAY,71,CHARLES E. BENNETT ELEMENTARY SCHOOL,29.988747,-81.697258,FLAGLER,70,PALM HARBOR ACADEMY,29.581694,-81.232277,552,328,17,10,99,29.988747+-81.697258,29.581694+-81.232277,52.53333333333333,46.97566213314245
146472,146472,294,712,0.65787494,73115.563,45.431892,CLAY,71,CHARLES E. BENNETT ELEMENTARY SCHOOL,29.988747,-81.697258,FLAGLER,131,LEWIS E. WADSWORTH ELEMENTARY,29.531919,-81.223854,550,328,17,10,99,29.988747+-81.697258,29.531919+-81.223854,61.56666666666667,51.484952875208776
313226,313226,712,294,0.65787494,73115.563,45.431892,FLAGLER,131,LEWIS E. WADSWORTH ELEMENTARY,29.531919,-81.223854,CLAY,71,CHARLES E. BENNETT ELEMENTARY SCHOOL,29.988747,-81.697258,329,551,10,17,99,29.531919+-81.223854,29.988747+-81.697258,64.68333333333334,51.70678239083751
314969,314969,715,294,0.65961325,73308.758,45.551937,FLAGLER,51,RYMFIRE ELEMENTARY SCHOOL,29.501812,-81.252304,CLAY,71,CHARLES E. BENNETT ELEMENTARY SCHOOL,29.988747,-81.697258,329,549,10,17,99,29.501812+-81.252304,29.988747+-81.697258,64.61666666666666,53.00855503857472
316061,316061,723,301,0.75180459,83554.813,51.918533,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,561,10,19,100,29.619484+-82.772064,29.779119+-82.037407,77.91666666666667,53.794589596754946
149207,149207,301,723,0.75180459,83554.813,51.918533,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,334,19,10,100,29.779119+-82.037407,29.619484+-82.772064,73.93333333333334,54.399805137994115
315726,315726,722,301,0.81813651,90926.875,56.499325,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,560,10,19,100,29.750734+-82.855049,29.779119+-82.037407,79.98333333333333,64.9848633977571
149208,149208,301,722,0.81813651,90926.875,56.499325,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,334,19,10,100,29.779119+-82.037407,29.750734+-82.855049,81.56666666666666,60.83969617434184
149067,149067,301,957,0.85550833,95080.344,59.080166,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,795,334,32,10,101,29.779119+-82.037407,28.929787+-81.934799,95.25,74.82676171160423
482078,482078,957,301,0.85550833,95080.344,59.080166,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,28.929787,-81.934799,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,782,10,32,101,28.929787+-81.934799,29.779119+-82.037407,91.3,67.61264216972879
502731,502731,1032,301,0.57105714,63466.719,39.436378,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,868,10,35,102,29.38599+-82.451599,29.779119+-82.037407,61.55,49.82962001908852
149190,149190,301,1032,0.57105714,63466.719,39.436378,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,870,334,35,10,102,29.779119+-82.037407,29.38599+-82.451599,62.983333333333334,46.814726994352974
149189,149189,301,1033,0.57404888,63799.223,39.642986,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,871,334,35,10,102,29.779119+-82.037407,29.376045+-82.446136,61.3,51.15624751451523
503437,503437,1033,301,0.57404888,63799.223,39.642986,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,869,10,35,102,29.376045+-82.446136,29.779119+-82.037407,63.083333333333336,51.13947049232482
149188,149188,301,1030,0.67141336,74620.211,46.366833,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,868,334,35,10,102,29.779119+-82.037407,29.461695+-82.629044,71.96666666666667,49.35675654179591
149194,149194,301,1097,0.4422169,49147.543,30.538858,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,935,334,38,10,103,29.779119+-82.037407,29.367847+-82.199921,43.1,36.74229996818579
545129,545129,1097,301,0.4422169,49147.543,30.538858,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,916,10,38,103,29.367847+-82.199921,29.779119+-82.037407,43.71666666666667,36.58882128370317
549499,549499,1102,301,0.44481626,49436.434,30.718367,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,336,924,10,38,103,29.339392+-82.104492,29.779119+-82.037407,40.36666666666667,34.40345880060447
149193,149193,301,1102,0.44481626,49436.434,30.718367,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,940,334,38,10,103,29.779119+-82.037407,29.339392+-82.104492,41.38333333333333,35.04409249980116
149152,149152,301,1075,0.49565017,55086.066,34.228886,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,MARION,71,ANTHONY ELEMENTARY SCHOOL,29.288851,-82.110252,913,334,38,10,103,29.779119+-82.037407,29.288851+-82.110252,44.916666666666664,38.16523999840929
562036,562036,1126,309,0.22906363,25457.902,15.818803,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,CLAY,651,PLANTATION OAKS ELEMENTARY SCHOOL,30.179617,-81.840569,344,1161,10,41,104,30.385906+-81.94014,30.179617+-81.840569,28.783333333333335,23.543754473872582
562038,562038,1126,307,0.2387639,26535.98,16.488689,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,CLAY,621,OAKLEAF VILLAGE ELEMENTARY SCHOOL,30.179157,-81.820709,342,1161,10,41,104,30.385906+-81.94014,30.179157+-81.820709,29.15,23.02180267239322
146946,146946,295,1126,0.25100294,27896.215,17.333899,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,30.144325,-82.008263,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,1157,339,41,10,104,30.144325+-82.008263,30.385906+-81.94014,30.8,22.263729817863677
562034,562034,1126,311,0.29458788,32740.201,20.343811,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,CLAY,401,RIDGEVIEW ELEMENTARY SCHOOL,30.133615,-81.788055,346,1161,10,41,104,30.385906+-81.94014,30.133615+-81.788055,36.766666666666666,30.45961584347411
153178,153178,311,1126,0.29458788,32740.201,20.343811,CLAY,401,RIDGEVIEW ELEMENTARY SCHOOL,30.133615,-81.788055,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,30.385906,-81.94014,1157,338,41,10,104,30.133615+-81.788055,30.385906+-81.94014,38.6,28.87014833373101
149239,149239,301,1630,0.070262834,7808.9409,4.8522496,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,1661,334,50,10,105,29.779119+-82.037407,29.709049+-82.04261,10.65,6.674147975821204
150519,150519,304,1630,0.15997165,17779.09,11.04741,CLAY,511,MCRAE ELEMENTARY SCHOOL,29.817873,-81.925354,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,1661,344,50,10,105,29.817873+-81.925354,29.709049+-82.04261,19.45,13.502396007317266
903858,903858,1630,304,0.15997165,17779.09,11.04741,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,CLAY,511,MCRAE ELEMENTARY SCHOOL,29.817873,-81.925354,339,1659,10,50,105,29.709049+-82.04261,29.817873+-81.925354,18.45,13.504260120893978
150518,150518,304,1632,0.21616854,24024.756,14.928287,CLAY,511,MCRAE ELEMENTARY SCHOOL,29.817873,-81.925354,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,344,50,10,105,29.817873+-81.925354,29.629139+-82.030746,25.483333333333334,19.26809930008749
150522,150522,304,1634,0.28127062,31260.135,19.424141,CLAY,511,MCRAE ELEMENTARY SCHOOL,29.817873,-81.925354,PUTNAM,51,THE CHILDREN'S READING CENTER,29.644623,-81.703773,1665,344,50,10,105,29.817873+-81.925354,29.644623+-81.703773,26.85,22.827934860415176
153540,153540,312,1639,0.067483537,7500.0532,4.6603155,CLAY,471,ROBERT M. PATERSON ELEMENTARY,30.104498,-81.699821,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOOL,30.064547,-81.645439,1757,341,54,10,106,30.104498+-81.699821,30.064547+-81.645439,31.883333333333333,21.140290702298575
155077,155077,316,1639,0.079288855,8812.084,5.4755735,CLAY,531,THUNDERBOLT ELEMENTARY SCHOOL,30.084951,-81.722054,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOOL,30.064547,-81.645439,1757,346,54,10,106,30.084951+-81.722054,30.064547+-81.645439,33.63333333333333,20.662456255468065
908501,908501,1639,316,0.079288855,8812.084,5.4755735,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOOL,30.064547,-81.645439,CLAY,531,THUNDERBOLT ELEMENTARY SCHOOL,30.084951,-81.722054,351,1772,10,54,106,30.064547+-81.645439,30.084951+-81.722054,33.7,20.602183249821046
146576,146576,294,1639,0.091820784,10204.87,6.3410101,CLAY,71,CHARLES E. BENNETT ELEMENTARY SCHOOL,29.988747,-81.697258,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOOL,30.064547,-81.645439,1757,328,54,10,106,29.988747+-81.697258,30.064547+-81.645439,22.416666666666668,14.4033842360614
153542,153542,312,1637,0.092092663,10235.087,6.359786,CLAY,471,ROBERT M. PATERSON ELEMENTARY,30.104498,-81.699821,ST. JOHNS,381,CUNNINGHAM CREEK ELEM. SCHOOL,30.076155,-81.612198,1755,341,54,10,106,30.104498+-81.699821,30.076155+-81.612198,28.9,18.823197526445558
146885,146885,295,1773,0.36298713,40342.027,25.067366,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,30.144325,-82.008263,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,339,59,10,107,30.144325+-82.008263,30.016451+-82.347977,34.766666666666666,28.87449793207667
149268,149268,301,1773,0.39087364,43441.309,26.993168,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,29.779119,-82.037407,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,334,59,10,107,29.779119+-82.037407,30.016451+-82.347977,39.166666666666664,29.42254732363
978118,978118,1773,300,0.41268948,45865.895,28.499737,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,CLAY,491,J.L. WILKINSON ELEMENTARY SCHL,30.081478,-81.940445,335,1804,10,59,107,30.016451+-82.347977,30.081478+-81.940445,43.95,35.44798377475543
148761,148761,300,1773,0.41268948,45865.895,28.499737,CLAY,491,J.L. WILKINSON ELEMENTARY SCHL,30.081478,-81.940445,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,342,59,10,107,30.081478+-81.940445,30.016451+-82.347977,43.733333333333334,35.46538216813807
978115,978115,1773,305,0.48582473,53994.078,33.550354,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,CLAY,271,MIDDLEBURG ELEMENTARY SCHOOL,30.068874,-81.86499,340,1804,10,59,107,30.016451+-82.347977,30.068874+-81.86499,46.1,34.73527101725921
150434,150434,304,1803,0.73812395,82034.359,50.973774,CLAY,511,MCRAE ELEMENTARY SCHOOL,29.817873,-81.925354,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,1834,344,60,10,108,29.817873+-81.925354,29.242062+-81.463547,76.4,63.14063369919669
997861,997861,1803,304,0.73812395,82034.359,50.973774,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,CLAY,511,MCRAE ELEMENTARY SCHOOL,29.817873,-81.925354,339,1830,10,60,108,29.242062+-81.463547,29.817873+-81.925354,76.38333333333334,63.179780084307644
